Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
554,New Zealand,2005,Teachers at primary level,"21,681"
554,New Zealand,2005,Teachers at lower secondary level,"16,957"
554,New Zealand,2005,Teachers at upper secondary level,"18,809"
554,New Zealand,2010,Teachers at primary level,"24,053"
554,New Zealand,2010,Teachers at lower secondary level,"16,777"
554,New Zealand,2010,Teachers at upper secondary level,"18,545"
554,New Zealand,2015,Teachers at primary level,"25,407"
554,New Zealand,2015,Teachers at lower secondary level,"16,421"
554,New Zealand,2015,Teachers at upper secondary level,"18,856"
554,New Zealand,2021,Teachers at primary level,"26,607"
554,New Zealand,2021,Teachers at lower secondary level,"18,316"
554,New Zealand,2021,Teachers at upper secondary level,"18,580"
578,Norway,2015,Teachers at primary level,"48,583"
578,Norway,2015,Teachers at lower secondary level,"22,863"
578,Norway,2015,Teachers at upper secondary level,"28,474"
578,Norway,2021,Teachers at primary level,"51,613"
578,Norway,2021,Teachers at lower secondary level,"29,412"
578,Norway,2021,Teachers at upper secondary level,"26,797"
616,Poland,2005,Teachers at primary level,"235,950"
616,Poland,2005,Teachers at lower secondary level,"131,477"
616,Poland,2005,Teachers at upper secondary level,"164,552"
616,Poland,2010,Teachers at primary level,"239,888"
616,Poland,2010,Teachers with minimum required qualifications at primary level,99.3
616,Poland,2010,Teachers at lower secondary level,"111,978"
616,Poland,2010,Teachers with minimum required qualifications at lower secondary level,98.7
616,Poland,2010,Teachers at upper secondary level,"161,390"
616,Poland,2010,Teachers with minimum required qualifications at upper secondary level,98.4
616,Poland,2015,Teachers at primary level,"219,826"
616,Poland,2015,Teachers with minimum required qualifications at primary level,99.6
616,Poland,2015,Teachers at lower secondary level,"127,126"
616,Poland,2015,Teachers with minimum required qualifications at lower secondary level,99.2
616,Poland,2015,Teachers at upper secondary level,"146,355"
616,Poland,2015,Teachers with minimum required qualifications at upper secondary level,98.4
616,Poland,2019,Teachers at primary level,"253,077"
616,Poland,2019,Teachers with minimum required qualifications at primary level,100.0
616,Poland,2019,Teachers at lower secondary level,"119,879"
616,Poland,2019,Teachers with minimum required qualifications at lower secondary level,100.0
616,Poland,2019,Teachers at upper secondary level,"138,302"
616,Poland,2019,Teachers with minimum required qualifications at upper secondary level,100.0
616,Poland,2022,Teachers at primary level,"131,275"
616,Poland,2022,Teachers at lower secondary level,"185,868"
616,Poland,2022,Teachers at upper secondary level,"140,425"
620,Portugal,2004,Teachers at primary level,"65,548"
620,Portugal,2004,Teachers with minimum required qualifications at primary level,100.0
620,Portugal,2004,Teachers at lower secondary level,"36,800"
620,Portugal,2004,Teachers at upper secondary level,"49,058"
620,Portugal,2005,Teachers at primary level,"71,519"
620,Portugal,2005,Teachers with minimum required qualifications at primary level,100.0
620,Portugal,2010,Teachers at primary level,"67,734"
620,Portugal,2010,Teachers with minimum required qualifications at primary level,100.0
620,Portugal,2010,Teachers at lower secondary level,"48,129"
620,Portugal,2010,Teachers at upper secondary level,"49,960"
620,Portugal,2015,Teachers at primary level,"49,355"
620,Portugal,2015,Teachers with minimum required qualifications at primary level,100.0
620,Portugal,2015,Teachers at lower secondary level,"39,679"
620,Portugal,2015,Teachers at upper secondary level,"38,739"
620,Portugal,2020,Teachers at primary level,"51,105"
620,Portugal,2020,Teachers with minimum required qualifications at primary level,100.0
620,Portugal,2020,Teachers at lower secondary level,"40,857"
620,Portugal,2020,Teachers with minimum required qualifications at lower secondary level,100.0
620,Portugal,2020,Teachers with minimum required qualifications at upper secondary level,100.0
620,Portugal,2021,Teachers at primary level,"52,436"
620,Portugal,2021,Teachers at lower secondary level,"41,820"
410,Republic of Korea,2005,Teachers at primary level,"144,338"
410,Republic of Korea,2005,Teachers with minimum required qualifications at primary level,100.0
410,Republic of Korea,2005,Teachers at lower secondary level,"97,562"
410,Republic of Korea,2005,Teachers with minimum required qualifications at lower secondary level,100.0
410,Republic of Korea,2005,Teachers at upper secondary level,"112,114"
410,Republic of Korea,2005,Teachers with minimum required qualifications at upper secondary level,100.0
410,Republic of Korea,2010,Teachers at primary level,"158,056"
410,Republic of Korea,2010,Teachers with minimum required qualifications at primary level,100.0
410,Republic of Korea,2010,Teachers at lower secondary level,"103,000"
410,Republic of Korea,2010,Teachers with minimum required qualifications at lower secondary level,100.0
410,Republic of Korea,2010,Teachers at upper secondary level,"121,503"
410,Republic of Korea,2010,Teachers with minimum required qualifications at upper secondary level,100.0
410,Republic of Korea,2015,Teachers at primary level,"164,415"
410,Republic of Korea,2015,Teachers with minimum required qualifications at primary level,100.0
410,Republic of Korea,2015,Teachers at lower secondary level,"105,940"
410,Republic of Korea,2015,Teachers with minimum required qualifications at lower secondary level,100.0
410,Republic of Korea,2015,Teachers at upper secondary level,"129,828"
410,Republic of Korea,2015,Teachers with minimum required qualifications at upper secondary level,100.0
410,Republic of Korea,2021,Teachers at primary level,"167,074"
410,Republic of Korea,2021,Teachers with minimum required qualifications at primary level,100.0
410,Republic of Korea,2021,Teachers at lower secondary level,"103,916"
410,Republic of Korea,2021,Teachers with minimum required qualifications at lower secondary level,100.0
410,Republic of Korea,2021,Teachers at upper secondary level,"123,401"
410,Republic of Korea,2021,Teachers with minimum required qualifications at upper secondary level,100.0
410,Republic of Korea,2022,Teachers at primary level,"169,496"
410,Republic of Korea,2022,Teachers at lower secondary level,"105,841"
410,Republic of Korea,2022,Teachers at upper secondary level,"123,157"
498,Republic of Moldova,2005,Teachers at primary level,"10,259"
498,Republic of Moldova,2005,Teachers at lower secondary level,"23,102"
498,Republic of Moldova,2005,Teachers at upper secondary level,"7,818"
498,Republic of Moldova,2010,Teachers at primary level,"9,160"
498,Republic of Moldova,2010,Teachers at lower secondary level,"20,590"
498,Republic of Moldova,2010,Teachers at upper secondary level,"8,451"
498,Republic of Moldova,2015,Teachers at primary level,"7,936"
498,Republic of Moldova,2015,Teachers at lower secondary level,"17,593"
498,Republic of Moldova,2015,Teachers at upper secondary level,"7,375"
498,Republic of Moldova,2021,Teachers at primary level,"7,579"
498,Republic of Moldova,2021,Teachers with minimum required qualifications at primary level,100.0
498,Republic of Moldova,2021,Teachers at lower secondary level,"15,041"
498,Republic of Moldova,2021,Teachers with minimum required qualifications at lower secondary level,100.0
498,Republic of Moldova,2021,Teachers at upper secondary level,"5,826"
498,Republic of Moldova,2021,Teachers with minimum required qualifications at upper secondary level,100.0
498,Republic of Moldova,2022,Teachers at primary level,"7,525"
498,Republic of Moldova,2022,Teachers with minimum required qualifications at primary level,100.0
642,Romania,2005,Teachers at primary level,"57,099"
642,Romania,2005,Teachers at lower secondary level,"93,069"
642,Romania,2005,Teachers at upper secondary level,"68,482"
642,Romania,2010,Teachers at primary level,"52,272"
642,Romania,2010,Teachers at lower secondary level,"82,959"
642,Romania,2010,Teachers at upper secondary level,"63,058"
642,Romania,2015,Teachers at primary level,"50,098"
642,Romania,2015,Teachers at lower secondary level,"73,046"
642,Romania,2015,Teachers at upper secondary level,"56,164"
642,Romania,2021,Teachers at primary level,"47,048"
642,Romania,2021,Teachers at lower secondary level,"69,555"
642,Romania,2021,Teachers at upper secondary level,"55,135"
643,Russian Federation,2005,Teachers at primary level,"317,023"
643,Russian Federation,2005,Teachers with minimum required qualifications at primary level,96.3
643,Russian Federation,2008,Teachers at primary level,"284,789"
643,Russian Federation,2008,Teachers with minimum required qualifications at primary level,96.7
643,Russian Federation,2009,Teachers at primary level,"277,657"
643,Russian Federation,2015,Teachers at primary level,"296,994"
643,Russian Federation,2015,Teachers with minimum required qualifications at primary level,98.9
643,Russian Federation,2018,Teachers at primary level,"321,587"
643,Russian Federation,2018,Teachers with minimum required qualifications at primary level,98.6
643,Russian Federation,2022,Teachers at primary level,"328,588"
674,San Marino,2004,Teachers at primary level,228
674,San Marino,2004,Teachers at lower secondary level,125
674,San Marino,2010,Teachers at primary level,244
674,San Marino,2010,Teachers at lower secondary level,161
674,San Marino,2015,Teachers at primary level,233
674,San Marino,2015,Teachers at lower secondary level,155
674,San Marino,2022,Teachers at primary level,243
674,San Marino,2022,Teachers with minimum required qualifications at primary level,34.2
674,San Marino,2022,Teachers at lower secondary level,158
674,San Marino,2022,Teachers with minimum required qualifications at lower secondary level,0.6
674,San Marino,2022,Teachers at upper secondary level,129
674,San Marino,2022,Teachers with minimum required qualifications at upper secondary level,8.5
688,Serbia,2005,Teachers at upper secondary level,"26,776"
688,Serbia,2007,Teachers at primary level,"17,477"
688,Serbia,2007,Teachers with minimum required qualifications at primary level,100.0
688,Serbia,2007,Teachers at lower secondary level,"29,524"
688,Serbia,2007,Teachers with minimum required qualifications at lower secondary level,100.0
688,Serbia,2007,Teachers at upper secondary level,"27,365"
688,Serbia,2007,Teachers with minimum required qualifications at upper secondary level,100.0
688,Serbia,2009,Teachers at primary level,"17,449"
688,Serbia,2009,Teachers with minimum required qualifications at primary level,94.2
688,Serbia,2009,Teachers at lower secondary level,"31,691"
688,Serbia,2009,Teachers with minimum required qualifications at lower secondary level,92.7
688,Serbia,2009,Teachers at upper secondary level,"28,511"
688,Serbia,2010,Teachers at primary level,"17,314"
688,Serbia,2010,Teachers at lower secondary level,"32,467"
688,Serbia,2010,Teachers at upper secondary level,"29,074"
688,Serbia,2011,Teachers at primary level,"18,648"
688,Serbia,2011,Teachers with minimum required qualifications at primary level,70.4
688,Serbia,2011,Teachers at lower secondary level,"31,952"
688,Serbia,2011,Teachers with minimum required qualifications at lower secondary level,53.1
688,Serbia,2011,Teachers at upper secondary level,"29,750"
688,Serbia,2012,Teachers at primary level,"18,511"
688,Serbia,2012,Teachers with minimum required qualifications at primary level,55.7
688,Serbia,2012,Teachers at lower secondary level,"32,553"
688,Serbia,2012,Teachers at upper secondary level,"29,821"
688,Serbia,2015,Teachers at primary level,"18,318"
688,Serbia,2015,Teachers at lower secondary level,"34,754"
688,Serbia,2015,Teachers at upper secondary level,"30,740"
688,Serbia,2022,Teachers at primary level,"18,616"
688,Serbia,2022,Teachers at lower secondary level,"36,003"
688,Serbia,2022,Teachers at upper secondary level,"31,319"
703,Slovakia,2005,Teachers at primary level,"13,849"
703,Slovakia,2005,Teachers at lower secondary level,"26,872"
703,Slovakia,2005,Teachers at upper secondary level,"23,654"
703,Slovakia,2010,Teachers at primary level,"13,938"
703,Slovakia,2010,Teachers at lower secondary level,"23,519"
703,Slovakia,2010,Teachers at upper secondary level,"22,170"
703,Slovakia,2014,Teachers at primary level,"14,030"
703,Slovakia,2014,Teachers with minimum required qualifications at primary level,95.9
703,Slovakia,2014,Teachers at lower secondary level,"23,527"
703,Slovakia,2014,Teachers with minimum required qualifications at lower secondary level,96.4
703,Slovakia,2014,Teachers at upper secondary level,"18,312"
703,Slovakia,2014,Teachers with minimum required qualifications at upper secondary level,95.2
703,Slovakia,2015,Teachers at primary level,"14,182"
703,Slovakia,2015,Teachers at lower secondary level,"23,105"
703,Slovakia,2015,Teachers at upper secondary level,"17,607"
703,Slovakia,2022,Teachers at primary level,"18,690"
703,Slovakia,2022,Teachers with minimum required qualifications at primary level,97.6
703,Slovakia,2022,Teachers at lower secondary level,"21,031"
703,Slovakia,2022,Teachers with minimum required qualifications at lower secondary level,97.6
703,Slovakia,2022,Teachers at upper secondary level,"16,288"
703,Slovakia,2022,Teachers with minimum required qualifications at upper secondary level,98.5
705,Slovenia,2005,Teachers at primary level,"6,156"
705,Slovenia,2005,Teachers at lower secondary level,"7,867"
705,Slovenia,2005,Teachers at upper secondary level,"8,306"
705,Slovenia,2010,Teachers at primary level,"6,281"
705,Slovenia,2010,Teachers at lower secondary level,"7,662"
705,Slovenia,2010,Teachers at upper secondary level,"7,589"
705,Slovenia,2015,Teachers at primary level,"6,836"
705,Slovenia,2015,Teachers at lower secondary level,"7,239"
705,Slovenia,2015,Teachers at upper secondary level,"6,797"
705,Slovenia,2016,Teachers at primary level,"8,663"
705,Slovenia,2016,Teachers at lower secondary level,"9,060"
705,Slovenia,2016,Teachers at upper secondary level,"6,291"
705,Slovenia,2022,Teachers at upper secondary level,"6,299"
724,Spain,2005,Teachers at primary level,"180,710"
724,Spain,2005,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2005,Teachers at lower secondary level,"160,172"
724,Spain,2005,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2005,Teachers at upper secondary level,"119,858"
724,Spain,2005,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2010,Teachers at primary level,"219,409"
724,Spain,2010,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2010,Teachers at lower secondary level,"188,540"
724,Spain,2010,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2010,Teachers at upper secondary level,"106,235"
724,Spain,2010,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2015,Teachers at primary level,"228,299"
724,Spain,2015,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2015,Teachers at lower secondary level,"132,097"
724,Spain,2015,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2015,Teachers at upper secondary level,"144,390"
724,Spain,2015,Teachers with minimum required qualifications at upper secondary level,100.0
724,Spain,2021,Teachers at primary level,"247,980"
724,Spain,2021,Teachers with minimum required qualifications at primary level,100.0
724,Spain,2021,Teachers at lower secondary level,"160,608"
724,Spain,2021,Teachers with minimum required qualifications at lower secondary level,100.0
724,Spain,2021,Teachers at upper secondary level,"168,518"
724,Spain,2021,Teachers with minimum required qualifications at upper secondary level,100.0
752,Sweden,2005,Teachers at primary level,"65,516"
752,Sweden,2005,Teachers at lower secondary level,"38,262"
752,Sweden,2005,Teachers at upper secondary level,"37,863"
752,Sweden,2010,Teachers at primary level,"60,396"
752,Sweden,2010,Teachers at lower secondary level,"35,155"
752,Sweden,2010,Teachers at upper secondary level,"40,150"
752,Sweden,2015,Teachers at primary level,"65,459"
752,Sweden,2015,Teachers at lower secondary level,"29,745"
752,Sweden,2015,Teachers at upper secondary level,"35,825"
752,Sweden,2022,Teachers at primary level,"71,262"
752,Sweden,2022,Teachers at lower secondary level,"38,277"
752,Sweden,2022,Teachers at upper secondary level,"38,684"
756,Switzerland,2014,Teachers at primary level,"47,889"
756,Switzerland,2014,Teachers at lower secondary level,"33,289"
756,Switzerland,2014,Teachers at upper secondary level,"31,114"
756,Switzerland,2018,Teachers at primary level,"51,655"
756,Switzerland,2018,Teachers at lower secondary level,"30,577"
756,Switzerland,2018,Teachers at upper secondary level,"31,969"
756,Switzerland,2022,Teachers at primary level,"55,749"
756,Switzerland,2022,Teachers at lower secondary level,"32,113"
804,Ukraine,2005,Teachers at primary level,"104,028"
804,Ukraine,2005,Teachers with minimum required qualifications at primary level,99.7
804,Ukraine,2010,Teachers at primary level,"98,371"
804,Ukraine,2010,Teachers with minimum required qualifications at primary level,99.9
804,Ukraine,2012,Teachers at primary level,"98,491"
804,Ukraine,2012,Teachers with minimum required qualifications at primary level,99.9
804,Ukraine,2015,Teachers at primary level,"124,073"
804,Ukraine,2021,Teachers at primary level,"116,084"
804,Ukraine,2021,Teachers with minimum required qualifications at primary level,90.0
826,United Kingdom,2005,Teachers at primary level,"265,257"
826,United Kingdom,2005,Teachers at lower secondary level,"152,541"
826,United Kingdom,2005,Teachers at upper secondary level,"234,991"
826,United Kingdom,2008,Teachers at primary level,"244,391"
826,United Kingdom,2008,Teachers at lower secondary level,"152,096"
826,United Kingdom,2008,Teachers at upper secondary level,"223,289"
826,United Kingdom,2010,Teachers at primary level,"252,290"
826,United Kingdom,2014,Teachers at primary level,"272,430"
826,United Kingdom,2014,Teachers at lower secondary level,"154,724"
826,United Kingdom,2014,Teachers at upper secondary level,"259,503"
826,United Kingdom,2018,Teachers at primary level,"279,097"
826,United Kingdom,2018,Teachers at lower secondary level,"150,037"
826,United Kingdom,2018,Teachers at upper secondary level,"219,103"
826,United Kingdom,2021,Teachers at primary level,"285,965"
826,United Kingdom,2021,Teachers at lower secondary level,"151,631"
840,United States of America,2015,Teachers at primary level,"1,714,415"
840,United States of America,2015,Teachers with minimum required qualifications at primary level,100.0
840,United States of America,2015,Teachers at lower secondary level,"853,176"
840,United States of America,2015,Teachers with minimum required qualifications at lower secondary level,100.0
840,United States of America,2015,Teachers at upper secondary level,"808,199"
840,United States of America,2015,Teachers with minimum required qualifications at upper secondary level,100.0
840,United States of America,2021,Teachers at primary level,"1,762,360"
840,United States of America,2021,Teachers with minimum required qualifications at primary level,100.0
840,United States of America,2021,Teachers at lower secondary level,"888,622"
840,United States of America,2021,Teachers with minimum required qualifications at lower secondary level,100.0
840,United States of America,2021,Teachers at upper secondary level,"836,659"
840,United States of America,2021,Teachers with minimum required qualifications at upper secondary level,100.0
840,United States of America,2022,Teachers at primary level,"1,774,348"
840,United States of America,2022,Teachers at lower secondary level,"894,725"
840,United States of America,2022,Teachers at upper secondary level,"842,481"
