Region/Country/Area,Country/Area name,Year,Variables,"Enrollment in primary, lower secondary and upper secondary education levels"
150,Europe,2010,Gross enrollment ratio - Upper secondary level (female),102.2
150,Europe,2015,Students enrolled in primary education (thousands),"38,360"
150,Europe,2015,Gross enrollment ratio - Primary (male),100.4
150,Europe,2015,Gross enrollment ratio - Primary (female),100.1
150,Europe,2015,Students enrolled in lower secondary education (thousands),"30,636"
150,Europe,2015,Gross enrollment ratio - Lower secondary level (male),102.3
150,Europe,2015,Gross enrollment ratio - Lower secondary level (female),101.1
150,Europe,2015,Students enrolled in upper secondary education (thousands),"26,830"
150,Europe,2015,Gross enrollment ratio - Upper secondary level (male),112.8
150,Europe,2015,Gross enrollment ratio - Upper secondary level (female),112.6
150,Europe,2022,Students enrolled in primary education (thousands),"39,832"
150,Europe,2022,Gross enrollment ratio - Primary (male),101.3
150,Europe,2022,Gross enrollment ratio - Primary (female),101.2
150,Europe,2022,Students enrolled in lower secondary education (thousands),"33,740"
150,Europe,2022,Gross enrollment ratio - Lower secondary level (male),101.3
150,Europe,2022,Gross enrollment ratio - Lower secondary level (female),100.7
150,Europe,2022,Students enrolled in upper secondary education (thousands),"27,126"
150,Europe,2022,Gross enrollment ratio - Upper secondary level (male),109.8
150,Europe,2022,Gross enrollment ratio - Upper secondary level (female),110.1
9,Oceania,2005,Students enrolled in primary education (thousands),"3,143"
9,Oceania,2005,Gross enrollment ratio - Primary (male),91.1
9,Oceania,2005,Gross enrollment ratio - Primary (female),89.5
9,Oceania,2005,Students enrolled in lower secondary education (thousands),"1,891"
9,Oceania,2005,Gross enrollment ratio - Lower secondary level (male),104.4
9,Oceania,2005,Gross enrollment ratio - Lower secondary level (female),102.7
9,Oceania,2005,Students enrolled in upper secondary education (thousands),"1,674"
9,Oceania,2005,Gross enrollment ratio - Upper secondary level (male),117.9
9,Oceania,2005,Gross enrollment ratio - Upper secondary level (female),113.0
9,Oceania,2010,Students enrolled in primary education (thousands),"3,551"
9,Oceania,2010,Gross enrollment ratio - Primary (male),98.1
9,Oceania,2010,Gross enrollment ratio - Primary (female),96.1
9,Oceania,2010,Students enrolled in lower secondary education (thousands),"1,980"
9,Oceania,2010,Gross enrollment ratio - Lower secondary level (male),109.2
9,Oceania,2010,Gross enrollment ratio - Lower secondary level (female),103.2
9,Oceania,2010,Students enrolled in upper secondary education (thousands),"1,777"
9,Oceania,2010,Gross enrollment ratio - Upper secondary level (male),117.3
9,Oceania,2010,Gross enrollment ratio - Upper secondary level (female),109.0
9,Oceania,2015,Students enrolled in primary education (thousands),"4,102"
9,Oceania,2015,Gross enrollment ratio - Primary (male),103.1
9,Oceania,2015,Gross enrollment ratio - Primary (female),100.9
9,Oceania,2015,Students enrolled in lower secondary education (thousands),"2,040"
9,Oceania,2015,Gross enrollment ratio - Lower secondary level (male),111.9
9,Oceania,2015,Gross enrollment ratio - Lower secondary level (female),101.4
9,Oceania,2015,Students enrolled in upper secondary education (thousands),"1,844"
9,Oceania,2015,Gross enrollment ratio - Upper secondary level (male),117.8
9,Oceania,2015,Gross enrollment ratio - Upper secondary level (female),106.0
9,Oceania,2022,Students enrolled in primary education (thousands),"4,514"
9,Oceania,2022,Gross enrollment ratio - Primary (male),104.2
9,Oceania,2022,Gross enrollment ratio - Primary (female),102.3
9,Oceania,2022,Students enrolled in lower secondary education (thousands),"2,353"
9,Oceania,2022,Gross enrollment ratio - Lower secondary level (male),92.2
9,Oceania,2022,Gross enrollment ratio - Lower secondary level (female),88.0
9,Oceania,2022,Students enrolled in upper secondary education (thousands),"1,611"
9,Oceania,2022,Gross enrollment ratio - Upper secondary level (male),117.0
9,Oceania,2022,Gross enrollment ratio - Upper secondary level (female),115.5
432,LLDCs,2005,Students enrolled in primary education (thousands),"53,493"
432,LLDCs,2005,Gross enrollment ratio - Primary (male),101.1
432,LLDCs,2005,Gross enrollment ratio - Primary (female),88.3
432,LLDCs,2005,Students enrolled in lower secondary education (thousands),"16,646"
432,LLDCs,2005,Gross enrollment ratio - Lower secondary level (male),54.5
432,LLDCs,2005,Gross enrollment ratio - Lower secondary level (female),45.6
432,LLDCs,2005,Students enrolled in upper secondary education (thousands),"6,571"
432,LLDCs,2005,Gross enrollment ratio - Upper secondary level (male),31.9
432,LLDCs,2005,Gross enrollment ratio - Upper secondary level (female),26.8
432,LLDCs,2010,Students enrolled in primary education (thousands),"64,531"
432,LLDCs,2010,Gross enrollment ratio - Primary (male),106.9
432,LLDCs,2010,Gross enrollment ratio - Primary (female),98.7
432,LLDCs,2010,Students enrolled in lower secondary education (thousands),"19,845"
432,LLDCs,2010,Gross enrollment ratio - Lower secondary level (male),59.2
432,LLDCs,2010,Gross enrollment ratio - Lower secondary level (female),51.5
432,LLDCs,2010,Students enrolled in upper secondary education (thousands),"8,469"
432,LLDCs,2010,Gross enrollment ratio - Upper secondary level (male),37.5
432,LLDCs,2010,Gross enrollment ratio - Upper secondary level (female),31.4
432,LLDCs,2015,Students enrolled in primary education (thousands),"71,415"
432,LLDCs,2015,Gross enrollment ratio - Primary (male),104.8
432,LLDCs,2015,Gross enrollment ratio - Primary (female),97.0
432,LLDCs,2015,Students enrolled in lower secondary education (thousands),"22,306"
432,LLDCs,2015,Gross enrollment ratio - Lower secondary level (male),58.5
432,LLDCs,2015,Gross enrollment ratio - Lower secondary level (female),53.5
432,LLDCs,2015,Students enrolled in upper secondary education (thousands),"9,581"
432,LLDCs,2015,Gross enrollment ratio - Upper secondary level (male),39.3
432,LLDCs,2015,Gross enrollment ratio - Upper secondary level (female),33.7
432,LLDCs,2020,Students enrolled in primary education (thousands),"81,234"
432,LLDCs,2020,Gross enrollment ratio - Primary (male),106.6
432,LLDCs,2020,Gross enrollment ratio - Primary (female),99.0
432,LLDCs,2020,Students enrolled in lower secondary education (thousands),"25,055"
432,LLDCs,2020,Gross enrollment ratio - Lower secondary level (male),58.3
432,LLDCs,2020,Gross enrollment ratio - Lower secondary level (female),53.0
432,LLDCs,2020,Students enrolled in upper secondary education (thousands),"10,911"
432,LLDCs,2020,Gross enrollment ratio - Upper secondary level (male),39.4
432,LLDCs,2020,Gross enrollment ratio - Upper secondary level (female),35.3
432,LLDCs,2022,Students enrolled in primary education (thousands),"81,591"
432,LLDCs,2022,Gross enrollment ratio - Primary (male),103.1
432,LLDCs,2022,Gross enrollment ratio - Primary (female),96.2
199,LDC§,2005,Students enrolled in primary education (thousands),"106,819"
199,LDC§,2005,Gross enrollment ratio - Primary (male),98.7
199,LDC§,2005,Gross enrollment ratio - Primary (female),87.9
199,LDC§,2005,Students enrolled in lower secondary education (thousands),"23,607"
199,LDC§,2005,Gross enrollment ratio - Lower secondary level (male),45.0
199,LDC§,2005,Gross enrollment ratio - Lower secondary level (female),36.9
199,LDC§,2005,Students enrolled in upper secondary education (thousands),"9,924"
199,LDC§,2005,Gross enrollment ratio - Upper secondary level (male),23.0
199,LDC§,2005,Gross enrollment ratio - Upper secondary level (female),16.9
199,LDC§,2010,Students enrolled in primary education (thousands),"130,200"
199,LDC§,2010,Gross enrollment ratio - Primary (male),104.4
199,LDC§,2010,Gross enrollment ratio - Primary (female),97.3
199,LDC§,2010,Students enrolled in lower secondary education (thousands),"31,028"
199,LDC§,2010,Gross enrollment ratio - Lower secondary level (male),51.9
199,LDC§,2010,Gross enrollment ratio - Lower secondary level (female),45.6
199,LDC§,2010,Students enrolled in upper secondary education (thousands),"14,306"
199,LDC§,2010,Gross enrollment ratio - Upper secondary level (male),29.7
199,LDC§,2010,Gross enrollment ratio - Upper secondary level (female),22.5
199,LDC§,2015,Students enrolled in primary education (thousands),"145,520"
199,LDC§,2015,Gross enrollment ratio - Primary (male),103.5
199,LDC§,2015,Gross enrollment ratio - Primary (female),98.6
199,LDC§,2015,Students enrolled in lower secondary education (thousands),"38,824"
199,LDC§,2015,Gross enrollment ratio - Lower secondary level (male),56.3
199,LDC§,2015,Gross enrollment ratio - Lower secondary level (female),52.7
199,LDC§,2015,Students enrolled in upper secondary education (thousands),"19,338"
199,LDC§,2015,Gross enrollment ratio - Upper secondary level (male),34.6
199,LDC§,2015,Gross enrollment ratio - Upper secondary level (female),28.5
199,LDC§,2021,Students enrolled in primary education (thousands),"168,138"
199,LDC§,2021,Gross enrollment ratio - Primary (male),106.4
199,LDC§,2021,Gross enrollment ratio - Primary (female),101.7
199,LDC§,2021,Students enrolled in lower secondary education (thousands),"45,313"
199,LDC§,2021,Gross enrollment ratio - Lower secondary level (male),57.3
199,LDC§,2021,Gross enrollment ratio - Lower secondary level (female),53.9
199,LDC§,2021,Students enrolled in upper secondary education (thousands),"24,772"
199,LDC§,2021,Gross enrollment ratio - Upper secondary level (male),37.6
199,LDC§,2021,Gross enrollment ratio - Upper secondary level (female),33.7
199,LDC§,2022,Students enrolled in primary education (thousands),"171,022"
199,LDC§,2022,Gross enrollment ratio - Primary (male),106.3
199,LDC§,2022,Gross enrollment ratio - Primary (female),101.7
722,SIDS,2005,Students enrolled in primary education (thousands),"6,928"
722,SIDS,2005,Gross enrollment ratio - Primary (male),101.9
722,SIDS,2005,Gross enrollment ratio - Primary (female),97.7
722,SIDS,2005,Students enrolled in lower secondary education (thousands),"2,717"
722,SIDS,2005,Gross enrollment ratio - Lower secondary level (male),87.8
722,SIDS,2005,Gross enrollment ratio - Lower secondary level (female),87.6
722,SIDS,2005,Students enrolled in upper secondary education (thousands),"1,295"
722,SIDS,2005,Gross enrollment ratio - Upper secondary level (male),33.0
722,SIDS,2005,Gross enrollment ratio - Upper secondary level (female),36.9
722,SIDS,2010,Students enrolled in primary education (thousands),"7,230"
722,SIDS,2010,Gross enrollment ratio - Primary (male),106.0
722,SIDS,2010,Gross enrollment ratio - Primary (female),100.9
722,SIDS,2010,Students enrolled in lower secondary education (thousands),"2,763"
722,SIDS,2010,Gross enrollment ratio - Lower secondary level (male),90.6
722,SIDS,2010,Gross enrollment ratio - Lower secondary level (female),89.4
722,SIDS,2010,Students enrolled in upper secondary education (thousands),"1,400"
722,SIDS,2010,Gross enrollment ratio - Upper secondary level (male),35.2
722,SIDS,2010,Gross enrollment ratio - Upper secondary level (female),38.5
722,SIDS,2015,Students enrolled in primary education (thousands),"7,466"
722,SIDS,2015,Gross enrollment ratio - Primary (male),109.8
722,SIDS,2015,Gross enrollment ratio - Primary (female),105.1
722,SIDS,2015,Students enrolled in lower secondary education (thousands),"2,764"
722,SIDS,2015,Gross enrollment ratio - Lower secondary level (male),89.8
722,SIDS,2015,Gross enrollment ratio - Lower secondary level (female),89.2
722,SIDS,2015,Students enrolled in upper secondary education (thousands),"1,539"
722,SIDS,2015,Gross enrollment ratio - Upper secondary level (male),38.3
722,SIDS,2015,Gross enrollment ratio - Upper secondary level (female),40.8
722,SIDS,2022,Students enrolled in primary education (thousands),"7,515"
722,SIDS,2022,Gross enrollment ratio - Primary (male),107.3
722,SIDS,2022,Gross enrollment ratio - Primary (female),104.1
722,SIDS,2022,Students enrolled in lower secondary education (thousands),"3,078"
722,SIDS,2022,Gross enrollment ratio - Lower secondary level (male),84.8
722,SIDS,2022,Gross enrollment ratio - Lower secondary level (female),82.8
722,SIDS,2022,Students enrolled in upper secondary education (thousands),"1,129"
722,SIDS,2022,Gross enrollment ratio - Upper secondary level (male),32.7
722,SIDS,2022,Gross enrollment ratio - Upper secondary level (female),35.5
