Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
136,Cayman Islands,2005,Teachers at primary level,253
136,Cayman Islands,2005,Teachers with minimum required qualifications at primary level,98.8
136,Cayman Islands,2005,Teachers at lower secondary level,140
136,Cayman Islands,2005,Teachers with minimum required qualifications at lower secondary level,99.3
136,Cayman Islands,2005,Teachers at upper secondary level,135
136,Cayman Islands,2005,Teachers with minimum required qualifications at upper secondary level,100.0
136,Cayman Islands,2006,Teachers at primary level,286
136,Cayman Islands,2006,Teachers with minimum required qualifications at primary level,97.2
136,Cayman Islands,2006,Teachers at lower secondary level,141
136,Cayman Islands,2006,Teachers with minimum required qualifications at lower secondary level,100.0
136,Cayman Islands,2006,Teachers at upper secondary level,175
136,Cayman Islands,2006,Teachers with minimum required qualifications at upper secondary level,99.4
136,Cayman Islands,2008,Teachers at primary level,309
136,Cayman Islands,2008,Teachers with minimum required qualifications at primary level,95.8
136,Cayman Islands,2012,Teachers at primary level,303
136,Cayman Islands,2012,Teachers with minimum required qualifications at primary level,97.0
136,Cayman Islands,2012,Teachers at lower secondary level,300
136,Cayman Islands,2012,Teachers with minimum required qualifications at lower secondary level,99.0
136,Cayman Islands,2012,Teachers at upper secondary level,326
136,Cayman Islands,2012,Teachers with minimum required qualifications at upper secondary level,99.1
136,Cayman Islands,2013,Teachers at primary level,303
136,Cayman Islands,2013,Teachers with minimum required qualifications at primary level,88.1
136,Cayman Islands,2022,Teachers at primary level,351
136,Cayman Islands,2022,Teachers with minimum required qualifications at primary level,96.6
136,Cayman Islands,2022,Teachers at lower secondary level,180
136,Cayman Islands,2022,Teachers with minimum required qualifications at lower secondary level,100.0
136,Cayman Islands,2022,Teachers at upper secondary level,170
136,Cayman Islands,2022,Teachers with minimum required qualifications at upper secondary level,100.0
140,Central African Republic,2005,Teachers at primary level,"4,653"
140,Central African Republic,2010,Teachers at primary level,"7,553"
140,Central African Republic,2012,Teachers at primary level,"8,267"
140,Central African Republic,2017,Teachers at primary level,"11,334"
148,Chad,2000,Teachers at primary level,"13,313"
148,Chad,2000,Teachers at lower secondary level,"2,703"
148,Chad,2000,Teachers at upper secondary level,"1,557"
148,Chad,2005,Teachers at primary level,"19,989"
148,Chad,2010,Teachers at primary level,"27,764"
148,Chad,2010,Teachers with minimum required qualifications at primary level,70.2
148,Chad,2010,Teachers at lower secondary level,"7,174"
148,Chad,2010,Teachers at upper secondary level,"6,079"
148,Chad,2013,Teachers at primary level,"37,336"
148,Chad,2013,Teachers with minimum required qualifications at primary level,65.0
148,Chad,2015,Teachers at primary level,"40,872"
148,Chad,2015,Teachers at lower secondary level,"10,197"
148,Chad,2015,Teachers with minimum required qualifications at lower secondary level,37.6
148,Chad,2015,Teachers at upper secondary level,"8,499"
148,Chad,2022,Teachers at primary level,"49,875"
148,Chad,2022,Teachers with minimum required qualifications at primary level,64.7
148,Chad,2022,Teachers at lower secondary level,"13,868"
148,Chad,2022,Teachers with minimum required qualifications at lower secondary level,79.2
148,Chad,2022,Teachers at upper secondary level,"17,872"
148,Chad,2022,Teachers with minimum required qualifications at upper secondary level,49.7
152,Chile,2005,Teachers at primary level,"66,060"
152,Chile,2005,Teachers at lower secondary level,"23,241"
152,Chile,2005,Teachers at upper secondary level,"42,572"
152,Chile,2010,Teachers at primary level,"66,059"
152,Chile,2010,Teachers at lower secondary level,"22,600"
152,Chile,2010,Teachers at upper secondary level,"46,834"
152,Chile,2015,Teachers at primary level,"80,398"
152,Chile,2015,Teachers at lower secondary level,"26,769"
152,Chile,2015,Teachers at upper secondary level,"52,767"
152,Chile,2022,Teachers at primary level,"93,529"
152,Chile,2022,Teachers at lower secondary level,"31,092"
152,Chile,2022,Teachers at upper secondary level,"61,549"
156,China,2003,Teachers at primary level,"5,778,853"
156,China,2003,Teachers at lower secondary level,"3,430,307"
156,China,2003,Teachers at upper secondary level,"1,707,729"
156,China,2010,Teachers at primary level,"5,997,393"
156,China,2010,Teachers at lower secondary level,"3,657,744"
156,China,2010,Teachers at upper secondary level,"2,759,294"
156,China,2015,Teachers at primary level,"5,889,014"
156,China,2015,Teachers at lower secondary level,"3,565,616"
156,China,2015,Teachers at upper secondary level,"2,668,508"
156,China,2022,Teachers at primary level,"6,703,981"
156,China,2022,Teachers at lower secondary level,"4,014,842"
156,China,2022,Teachers at upper secondary level,"3,044,900"
344,"China, Hong Kong SAR",2005,Teachers at primary level,"24,591"
344,"China, Hong Kong SAR",2005,Teachers with minimum required qualifications at primary level,93.2
344,"China, Hong Kong SAR",2005,Teachers at lower secondary level,"14,496"
344,"China, Hong Kong SAR",2010,Teachers at primary level,"22,984"
344,"China, Hong Kong SAR",2010,Teachers with minimum required qualifications at primary level,95.6
344,"China, Hong Kong SAR",2015,Teachers at primary level,"24,339"
344,"China, Hong Kong SAR",2015,Teachers with minimum required qualifications at primary level,96.2
344,"China, Hong Kong SAR",2022,Teachers at primary level,"29,177"
344,"China, Hong Kong SAR",2022,Teachers with minimum required qualifications at primary level,95.7
446,"China, Macao SAR",2005,Teachers at primary level,"1,609"
446,"China, Macao SAR",2005,Teachers with minimum required qualifications at primary level,90.8
446,"China, Macao SAR",2005,Teachers at lower secondary level,"1,136"
446,"China, Macao SAR",2005,Teachers with minimum required qualifications at lower secondary level,67.0
446,"China, Macao SAR",2005,Teachers at upper secondary level,941
446,"China, Macao SAR",2005,Teachers with minimum required qualifications at upper secondary level,66.1
446,"China, Macao SAR",2010,Teachers at primary level,"1,577"
446,"China, Macao SAR",2010,Teachers with minimum required qualifications at primary level,84.7
446,"China, Macao SAR",2010,Teachers at lower secondary level,"1,217"
446,"China, Macao SAR",2010,Teachers with minimum required qualifications at lower secondary level,69.8
446,"China, Macao SAR",2010,Teachers at upper secondary level,"1,138"
446,"China, Macao SAR",2010,Teachers with minimum required qualifications at upper secondary level,72.7
446,"China, Macao SAR",2015,Teachers at primary level,"1,722"
446,"China, Macao SAR",2015,Teachers with minimum required qualifications at primary level,96.2
446,"China, Macao SAR",2015,Teachers at lower secondary level,"1,204"
446,"China, Macao SAR",2015,Teachers with minimum required qualifications at lower secondary level,87.3
446,"China, Macao SAR",2015,Teachers at upper secondary level,"1,425"
446,"China, Macao SAR",2015,Teachers with minimum required qualifications at upper secondary level,87.4
446,"China, Macao SAR",2022,Teachers at primary level,"2,752"
446,"China, Macao SAR",2022,Teachers with minimum required qualifications at primary level,99.1
446,"China, Macao SAR",2022,Teachers at lower secondary level,"1,365"
446,"China, Macao SAR",2022,Teachers with minimum required qualifications at lower secondary level,93.7
446,"China, Macao SAR",2022,Teachers at upper secondary level,"1,404"
446,"China, Macao SAR",2022,Teachers with minimum required qualifications at upper secondary level,93.2
170,Colombia,2004,Teachers at primary level,"188,147"
170,Colombia,2004,Teachers at lower secondary level,"121,849"
170,Colombia,2004,Teachers at upper secondary level,"42,491"
170,Colombia,2005,Teachers at primary level,"186,898"
170,Colombia,2010,Teachers at primary level,"180,760"
170,Colombia,2010,Teachers with minimum required qualifications at primary level,100.0
170,Colombia,2010,Teachers at lower secondary level,"122,289"
170,Colombia,2010,Teachers with minimum required qualifications at lower secondary level,96.3
170,Colombia,2010,Teachers at upper secondary level,"64,835"
170,Colombia,2010,Teachers with minimum required qualifications at upper secondary level,96.6
170,Colombia,2015,Teachers at primary level,"184,791"
170,Colombia,2015,Teachers with minimum required qualifications at primary level,94.0
170,Colombia,2015,Teachers at lower secondary level,"129,554"
170,Colombia,2015,Teachers with minimum required qualifications at lower secondary level,97.3
170,Colombia,2015,Teachers at upper secondary level,"51,487"
170,Colombia,2015,Teachers with minimum required qualifications at upper secondary level,98.1
170,Colombia,2022,Teachers at primary level,"180,781"
170,Colombia,2022,Teachers with minimum required qualifications at primary level,97.6
170,Colombia,2022,Teachers at lower secondary level,"125,885"
170,Colombia,2022,Teachers with minimum required qualifications at lower secondary level,97.8
170,Colombia,2022,Teachers at upper secondary level,"65,055"
170,Colombia,2022,Teachers with minimum required qualifications at upper secondary level,98.4
174,Comoros,2003,Teachers at primary level,"2,908"
174,Comoros,2003,Teachers at lower secondary level,"1,996"
174,Comoros,2003,Teachers with minimum required qualifications at lower secondary level,55.7
174,Comoros,2003,Teachers at upper secondary level,"1,403"
174,Comoros,2003,Teachers with minimum required qualifications at upper secondary level,44.8
174,Comoros,2004,Teachers at primary level,"2,967"
174,Comoros,2004,Teachers at lower secondary level,"1,801"
174,Comoros,2004,Teachers at upper secondary level,"1,310"
174,Comoros,2008,Teachers at primary level,"3,685"
174,Comoros,2008,Teachers with minimum required qualifications at primary level,57.4
174,Comoros,2011,Teachers at primary level,"4,201"
174,Comoros,2011,Teachers with minimum required qualifications at primary level,55.2
174,Comoros,2011,Teachers at lower secondary level,"2,279"
174,Comoros,2011,Teachers with minimum required qualifications at lower secondary level,77.9
174,Comoros,2013,Teachers at primary level,"4,322"
174,Comoros,2013,Teachers at lower secondary level,"4,119"
174,Comoros,2013,Teachers at upper secondary level,"3,665"
174,Comoros,2014,Teachers at lower secondary level,"4,304"
174,Comoros,2014,Teachers at upper secondary level,"3,846"
174,Comoros,2017,Teachers at primary level,"6,429"
174,Comoros,2017,Teachers with minimum required qualifications at primary level,50.8
174,Comoros,2017,Teachers at lower secondary level,"7,412"
174,Comoros,2017,Teachers at upper secondary level,"5,240"
174,Comoros,2018,Teachers at primary level,"4,428"
174,Comoros,2018,Teachers at lower secondary level,"5,538"
174,Comoros,2018,Teachers at upper secondary level,"3,332"
178,Congo,2004,Teachers at primary level,"7,058"
178,Congo,2004,Teachers with minimum required qualifications at primary level,62.2
178,Congo,2004,Teachers at lower secondary level,"4,057"
178,Congo,2004,Teachers at upper secondary level,"2,809"
178,Congo,2010,Teachers at primary level,"14,347"
178,Congo,2010,Teachers with minimum required qualifications at primary level,86.8
178,Congo,2012,Teachers at primary level,"16,527"
178,Congo,2012,Teachers with minimum required qualifications at primary level,80.3
178,Congo,2012,Teachers at lower secondary level,"12,507"
178,Congo,2012,Teachers with minimum required qualifications at lower secondary level,47.9
178,Congo,2012,Teachers at upper secondary level,"5,658"
178,Congo,2012,Teachers with minimum required qualifications at upper secondary level,84.2
178,Congo,2015,Teachers at primary level,"17,759"
178,Congo,2018,Teachers at primary level,"27,845"
178,Congo,2018,Teachers with minimum required qualifications at primary level,84.7
178,Congo,2018,Teachers at lower secondary level,"19,320"
178,Congo,2018,Teachers with minimum required qualifications at lower secondary level,56.6
178,Congo,2018,Teachers at upper secondary level,"6,527"
184,Cook Islands,2005,Teachers at primary level,137
184,Cook Islands,2007,Teachers at primary level,125
184,Cook Islands,2007,Teachers with minimum required qualifications at primary level,79.2
184,Cook Islands,2010,Teachers at primary level,123
184,Cook Islands,2015,Teachers at primary level,104
184,Cook Islands,2015,Teachers with minimum required qualifications at primary level,99.0
184,Cook Islands,2022,Teachers at primary level,112
184,Cook Islands,2022,Teachers with minimum required qualifications at primary level,100.0
188,Costa Rica,2002,Teachers at primary level,"24,142"
188,Costa Rica,2002,Teachers with minimum required qualifications at primary level,88.2
188,Costa Rica,2002,Teachers at lower secondary level,"10,722"
188,Costa Rica,2002,Teachers with minimum required qualifications at lower secondary level,83.7
188,Costa Rica,2002,Teachers at upper secondary level,"4,688"
188,Costa Rica,2002,Teachers with minimum required qualifications at upper secondary level,86.2
188,Costa Rica,2005,Teachers at primary level,"25,399"
188,Costa Rica,2005,Teachers with minimum required qualifications at primary level,96.8
188,Costa Rica,2010,Teachers at primary level,"29,163"
188,Costa Rica,2010,Teachers with minimum required qualifications at primary level,89.5
188,Costa Rica,2010,Teachers at lower secondary level,"18,276"
188,Costa Rica,2010,Teachers with minimum required qualifications at lower secondary level,88.0
188,Costa Rica,2010,Teachers at upper secondary level,"8,400"
188,Costa Rica,2010,Teachers with minimum required qualifications at upper secondary level,87.7
188,Costa Rica,2015,Teachers at primary level,"37,349"
188,Costa Rica,2015,Teachers with minimum required qualifications at primary level,93.9
188,Costa Rica,2015,Teachers at lower secondary level,"20,799"
188,Costa Rica,2015,Teachers with minimum required qualifications at lower secondary level,96.7
188,Costa Rica,2015,Teachers at upper secondary level,"12,189"
188,Costa Rica,2015,Teachers with minimum required qualifications at upper secondary level,95.6
188,Costa Rica,2020,Teachers at primary level,"43,093"
188,Costa Rica,2020,Teachers with minimum required qualifications at primary level,94.3
188,Costa Rica,2020,Teachers at lower secondary level,"22,768"
188,Costa Rica,2020,Teachers with minimum required qualifications at lower secondary level,96.8
188,Costa Rica,2020,Teachers at upper secondary level,"16,841"
188,Costa Rica,2020,Teachers with minimum required qualifications at upper secondary level,96.6
188,Costa Rica,2022,Teachers at primary level,"43,117"
188,Costa Rica,2022,Teachers at lower secondary level,"20,953"
188,Costa Rica,2022,Teachers at upper secondary level,"16,085"
384,Côte d’Ivoire,2003,Teachers at primary level,"48,308"
384,Côte d’Ivoire,2003,Teachers with minimum required qualifications at primary level,100.0
384,Côte d’Ivoire,2009,Teachers at primary level,"56,575"
384,Côte d’Ivoire,2009,Teachers with minimum required qualifications at primary level,100.0
384,Côte d’Ivoire,2015,Teachers at primary level,"80,155"
384,Côte d’Ivoire,2015,Teachers with minimum required qualifications at primary level,100.0
384,Côte d’Ivoire,2023,Teachers at primary level,"105,502"
384,Côte d’Ivoire,2023,Teachers with minimum required qualifications at primary level,82.4
191,Croatia,2003,Teachers at primary level,"10,832"
191,Croatia,2003,Teachers with minimum required qualifications at primary level,100.0
191,Croatia,2003,Teachers at lower secondary level,"17,073"
191,Croatia,2003,Teachers with minimum required qualifications at lower secondary level,100.0
191,Croatia,2003,Teachers at upper secondary level,"19,733"
191,Croatia,2003,Teachers with minimum required qualifications at upper secondary level,100.0
191,Croatia,2005,Teachers at primary level,"11,198"
191,Croatia,2005,Teachers at lower secondary level,"17,547"
191,Croatia,2005,Teachers at upper secondary level,"21,925"
191,Croatia,2010,Teachers at primary level,"11,746"
191,Croatia,2010,Teachers at lower secondary level,"22,058"
191,Croatia,2010,Teachers at upper secondary level,"25,615"
191,Croatia,2015,Teachers at primary level,"11,849"
191,Croatia,2015,Teachers at lower secondary level,"22,996"
191,Croatia,2015,Teachers at upper secondary level,"28,218"
191,Croatia,2021,Teachers at primary level,"13,085"
191,Croatia,2021,Teachers at lower secondary level,"25,277"
191,Croatia,2021,Teachers at upper secondary level,"27,977"
192,Cuba,2005,Teachers at primary level,"86,827"
192,Cuba,2005,Teachers with minimum required qualifications at primary level,100.0
192,Cuba,2005,Teachers at lower secondary level,"46,352"
192,Cuba,2005,Teachers with minimum required qualifications at lower secondary level,100.0
192,Cuba,2005,Teachers at upper secondary level,"38,475"
192,Cuba,2005,Teachers with minimum required qualifications at upper secondary level,100.0
192,Cuba,2010,Teachers at primary level,"93,414"
192,Cuba,2010,Teachers with minimum required qualifications at primary level,100.0
192,Cuba,2010,Teachers at lower secondary level,"40,821"
192,Cuba,2010,Teachers with minimum required qualifications at lower secondary level,100.0
192,Cuba,2010,Teachers at upper secondary level,"44,655"
192,Cuba,2010,Teachers with minimum required qualifications at upper secondary level,100.0
192,Cuba,2015,Teachers at primary level,"83,798"
192,Cuba,2015,Teachers with minimum required qualifications at primary level,100.0
192,Cuba,2015,Teachers at lower secondary level,"43,203"
192,Cuba,2015,Teachers with minimum required qualifications at lower secondary level,100.0
192,Cuba,2015,Teachers at upper secondary level,"48,086"
192,Cuba,2015,Teachers with minimum required qualifications at upper secondary level,100.0
192,Cuba,2022,Teachers at primary level,"90,000"
192,Cuba,2022,Teachers with minimum required qualifications at primary level,100.0
192,Cuba,2022,Teachers at lower secondary level,"39,675"
192,Cuba,2022,Teachers with minimum required qualifications at lower secondary level,100.0
192,Cuba,2022,Teachers at upper secondary level,"48,844"
192,Cuba,2022,Teachers with minimum required qualifications at upper secondary level,100.0
196,Cyprus,2005,Teachers at primary level,"3,455"
196,Cyprus,2005,Teachers at lower secondary level,"2,789"
196,Cyprus,2005,Teachers at upper secondary level,"2,905"
196,Cyprus,2010,Teachers at primary level,"3,985"
196,Cyprus,2010,Teachers at lower secondary level,"3,167"
196,Cyprus,2010,Teachers at upper secondary level,"3,359"
196,Cyprus,2015,Teachers at primary level,"4,513"
196,Cyprus,2015,Teachers at lower secondary level,"2,580"
196,Cyprus,2015,Teachers at upper secondary level,"2,941"
196,Cyprus,2021,Teachers at primary level,"5,196"
196,Cyprus,2021,Teachers with minimum required qualifications at primary level,100.0
196,Cyprus,2021,Teachers at lower secondary level,"3,723"
196,Cyprus,2021,Teachers with minimum required qualifications at lower secondary level,100.0
196,Cyprus,2021,Teachers at upper secondary level,"3,910"
196,Cyprus,2021,Teachers with minimum required qualifications at upper secondary level,100.0
203,Czechia,2005,Teachers at primary level,"30,952"
203,Czechia,2005,Teachers at lower secondary level,"40,088"
203,Czechia,2005,Teachers at upper secondary level,"53,242"
203,Czechia,2010,Teachers at primary level,"24,769"
203,Czechia,2010,Teachers at lower secondary level,"33,660"
203,Czechia,2010,Teachers at upper secondary level,"42,581"
203,Czechia,2013,Teachers at primary level,"25,979"
203,Czechia,2013,Teachers at lower secondary level,"32,403"
203,Czechia,2013,Teachers at upper secondary level,"36,984"
408,Dem. People's Rep. Korea,2009,Teachers at primary level,"70,298"
408,Dem. People's Rep. Korea,2015,Teachers at lower secondary level,"54,780"
408,Dem. People's Rep. Korea,2015,Teachers at upper secondary level,"68,191"
408,Dem. People's Rep. Korea,2018,Teachers at primary level,"74,274"
408,Dem. People's Rep. Korea,2018,Teachers at lower secondary level,"54,533"
408,Dem. People's Rep. Korea,2018,Teachers at upper secondary level,"69,006"
180,Dem. Rep. of the Congo,2002,Teachers at primary level,"158,887"
180,Dem. Rep. of the Congo,2010,Teachers at primary level,"285,640"
180,Dem. Rep. of the Congo,2010,Teachers with minimum required qualifications at primary level,91.7
180,Dem. Rep. of the Congo,2014,Teachers at primary level,"383,207"
180,Dem. Rep. of the Congo,2014,Teachers with minimum required qualifications at primary level,94.6
180,Dem. Rep. of the Congo,2015,Teachers at primary level,"414,580"
180,Dem. Rep. of the Congo,2021,Teachers at primary level,"511,999"
180,Dem. Rep. of the Congo,2021,Teachers with minimum required qualifications at primary level,100.0
208,Denmark,2001,Teachers at primary level,"39,854"
208,Denmark,2001,Teachers at lower secondary level,"20,491"
208,Denmark,2001,Teachers at upper secondary level,"23,430"
208,Denmark,2014,Teachers at primary level,"43,538"
208,Denmark,2014,Teachers at lower secondary level,"23,895"
208,Denmark,2014,Teachers at upper secondary level,"25,155"
208,Denmark,2022,Teachers at primary level,"43,047"
208,Denmark,2022,Teachers at lower secondary level,"27,570"
208,Denmark,2022,Teachers at upper secondary level,"25,108"
262,Djibouti,2004,Teachers at primary level,"1,410"
262,Djibouti,2009,Teachers at primary level,"1,627"
262,Djibouti,2009,Teachers with minimum required qualifications at primary level,100.0
262,Djibouti,2009,Teachers at lower secondary level,959
262,Djibouti,2009,Teachers at upper secondary level,538
262,Djibouti,2015,Teachers at primary level,"1,906"
262,Djibouti,2015,Teachers with minimum required qualifications at primary level,100.0
262,Djibouti,2015,Teachers at lower secondary level,"1,355"
262,Djibouti,2015,Teachers with minimum required qualifications at lower secondary level,100.0
262,Djibouti,2015,Teachers at upper secondary level,"1,257"
262,Djibouti,2015,Teachers with minimum required qualifications at upper secondary level,100.0
262,Djibouti,2018,Teachers at primary level,"2,144"
262,Djibouti,2018,Teachers with minimum required qualifications at primary level,100.0
262,Djibouti,2018,Teachers at lower secondary level,"1,418"
262,Djibouti,2018,Teachers at upper secondary level,"1,145"
262,Djibouti,2022,Teachers at primary level,"2,569"
262,Djibouti,2022,Teachers at lower secondary level,"1,783"
262,Djibouti,2022,Teachers at upper secondary level,"1,680"
212,Dominica,2005,Teachers at primary level,519
212,Dominica,2005,Teachers with minimum required qualifications at primary level,59.9
212,Dominica,2005,Teachers at lower secondary level,355
212,Dominica,2005,Teachers with minimum required qualifications at lower secondary level,31.0
212,Dominica,2005,Teachers at upper secondary level,141
212,Dominica,2005,Teachers with minimum required qualifications at upper secondary level,31.9
212,Dominica,2010,Teachers at primary level,508
212,Dominica,2010,Teachers with minimum required qualifications at primary level,60.8
212,Dominica,2010,Teachers at lower secondary level,291
212,Dominica,2010,Teachers with minimum required qualifications at lower secondary level,33.7
212,Dominica,2010,Teachers at upper secondary level,220
212,Dominica,2010,Teachers with minimum required qualifications at upper secondary level,45.5
212,Dominica,2014,Teachers at primary level,540
212,Dominica,2014,Teachers with minimum required qualifications at primary level,64.8
212,Dominica,2014,Teachers at lower secondary level,260
212,Dominica,2014,Teachers with minimum required qualifications at lower secondary level,46.2
212,Dominica,2014,Teachers at upper secondary level,256
212,Dominica,2014,Teachers with minimum required qualifications at upper secondary level,46.5
212,Dominica,2015,Teachers at primary level,538
212,Dominica,2015,Teachers with minimum required qualifications at primary level,64.5
212,Dominica,2016,Teachers at primary level,560
212,Dominica,2016,Teachers with minimum required qualifications at primary level,65.7
212,Dominica,2016,Teachers at lower secondary level,277
212,Dominica,2016,Teachers with minimum required qualifications at lower secondary level,48.4
212,Dominica,2016,Teachers at upper secondary level,279
212,Dominica,2016,Teachers with minimum required qualifications at upper secondary level,48.7
212,Dominica,2022,Teachers at primary level,555
212,Dominica,2022,Teachers with minimum required qualifications at primary level,66.7
214,Dominican Republic,2005,Teachers at primary level,"53,015"
214,Dominican Republic,2005,Teachers with minimum required qualifications at primary level,88.3
214,Dominican Republic,2005,Teachers at lower secondary level,"12,394"
214,Dominican Republic,2005,Teachers with minimum required qualifications at lower secondary level,88.3
214,Dominican Republic,2005,Teachers at upper secondary level,"18,189"
214,Dominican Republic,2005,Teachers with minimum required qualifications at upper secondary level,82.4
214,Dominican Republic,2010,Teachers at primary level,"51,615"
214,Dominican Republic,2010,Teachers with minimum required qualifications at primary level,84.9
214,Dominican Republic,2010,Teachers at lower secondary level,"11,876"
214,Dominican Republic,2010,Teachers with minimum required qualifications at lower secondary level,85.0
214,Dominican Republic,2010,Teachers at upper secondary level,"20,208"
214,Dominican Republic,2010,Teachers with minimum required qualifications at upper secondary level,93.3
214,Dominican Republic,2015,Teachers at primary level,"71,463"
214,Dominican Republic,2015,Teachers with minimum required qualifications at primary level,87.3
214,Dominican Republic,2015,Teachers at lower secondary level,"16,641"
214,Dominican Republic,2015,Teachers with minimum required qualifications at lower secondary level,88.1
214,Dominican Republic,2015,Teachers at upper secondary level,"25,430"
214,Dominican Republic,2015,Teachers with minimum required qualifications at upper secondary level,79.4
214,Dominican Republic,2021,Teachers at primary level,"59,969"
214,Dominican Republic,2021,Teachers with minimum required qualifications at primary level,100.0
214,Dominican Republic,2021,Teachers at lower secondary level,"13,838"
214,Dominican Republic,2021,Teachers with minimum required qualifications at lower secondary level,100.0
214,Dominican Republic,2021,Teachers at upper secondary level,"50,148"
214,Dominican Republic,2021,Teachers with minimum required qualifications at upper secondary level,100.0
214,Dominican Republic,2022,Teachers at primary level,"61,750"
214,Dominican Republic,2022,Teachers at lower secondary level,"14,689"
214,Dominican Republic,2022,Teachers at upper secondary level,"58,383"
218,Ecuador,2005,Teachers at primary level,"87,247"
218,Ecuador,2005,Teachers with minimum required qualifications at primary level,71.1
218,Ecuador,2005,Teachers at lower secondary level,"43,476"
218,Ecuador,2005,Teachers with minimum required qualifications at lower secondary level,70.0
218,Ecuador,2005,Teachers at upper secondary level,"32,267"
218,Ecuador,2005,Teachers with minimum required qualifications at upper secondary level,69.7
218,Ecuador,2007,Teachers at primary level,"90,366"
218,Ecuador,2007,Teachers with minimum required qualifications at primary level,71.6
218,Ecuador,2007,Teachers at lower secondary level,"44,563"
218,Ecuador,2007,Teachers with minimum required qualifications at lower secondary level,70.6
218,Ecuador,2007,Teachers at upper secondary level,"33,341"
218,Ecuador,2007,Teachers with minimum required qualifications at upper secondary level,70.4
218,Ecuador,2010,Teachers at primary level,"96,170"
218,Ecuador,2010,Teachers at lower secondary level,"42,951"
218,Ecuador,2010,Teachers at upper secondary level,"40,038"
218,Ecuador,2015,Teachers at primary level,"79,581"
218,Ecuador,2015,Teachers at lower secondary level,"43,860"
218,Ecuador,2015,Teachers at upper secondary level,"42,595"
218,Ecuador,2022,Teachers at primary level,"77,838"
218,Ecuador,2022,Teachers with minimum required qualifications at primary level,89.5
218,Ecuador,2022,Teachers at lower secondary level,"41,378"
218,Ecuador,2022,Teachers with minimum required qualifications at lower secondary level,79.2
218,Ecuador,2022,Teachers at upper secondary level,"49,793"
218,Ecuador,2022,Teachers with minimum required qualifications at upper secondary level,73.2
818,Egypt,2004,Teachers at primary level,"362,679"
818,Egypt,2004,Teachers at lower secondary level,"230,889"
818,Egypt,2004,Teachers at upper secondary level,"256,820"
818,Egypt,2005,Teachers at primary level,"373,104"
818,Egypt,2009,Teachers at primary level,"382,488"
818,Egypt,2009,Teachers at lower secondary level,"272,359"
818,Egypt,2009,Teachers at upper secondary level,"276,985"
818,Egypt,2010,Teachers at primary level,"380,111"
818,Egypt,2010,Teachers at upper secondary level,"268,831"
818,Egypt,2021,Teachers at primary level,"526,106"
818,Egypt,2021,Teachers with minimum required qualifications at primary level,86.9
818,Egypt,2021,Teachers at lower secondary level,"295,610"
818,Egypt,2021,Teachers with minimum required qualifications at lower secondary level,85.8
818,Egypt,2021,Teachers at upper secondary level,"274,190"
818,Egypt,2021,Teachers with minimum required qualifications at upper secondary level,83.3
818,Egypt,2022,Teachers at primary level,"441,263"
818,Egypt,2022,Teachers at lower secondary level,"246,472"
818,Egypt,2022,Teachers at upper secondary level,"234,936"
222,El Salvador,2005,Teachers at primary level,"24,179"
222,El Salvador,2005,Teachers with minimum required qualifications at primary level,94.9
222,El Salvador,2005,Teachers at lower secondary level,"11,022"
222,El Salvador,2005,Teachers with minimum required qualifications at lower secondary level,92.8
222,El Salvador,2005,Teachers at upper secondary level,"7,104"
222,El Salvador,2005,Teachers with minimum required qualifications at upper secondary level,83.2
222,El Salvador,2009,Teachers at primary level,"31,077"
222,El Salvador,2009,Teachers with minimum required qualifications at primary level,92.7
222,El Salvador,2009,Teachers at lower secondary level,"14,777"
222,El Salvador,2009,Teachers with minimum required qualifications at lower secondary level,93.0
222,El Salvador,2009,Teachers at upper secondary level,"8,030"
222,El Salvador,2009,Teachers with minimum required qualifications at upper secondary level,92.5
222,El Salvador,2015,Teachers at primary level,"24,967"
222,El Salvador,2015,Teachers with minimum required qualifications at primary level,95.6
222,El Salvador,2015,Teachers at lower secondary level,"11,269"
222,El Salvador,2015,Teachers with minimum required qualifications at lower secondary level,93.5
222,El Salvador,2015,Teachers at upper secondary level,"8,180"
222,El Salvador,2015,Teachers with minimum required qualifications at upper secondary level,90.1
222,El Salvador,2018,Teachers at primary level,"24,642"
222,El Salvador,2018,Teachers with minimum required qualifications at primary level,95.5
222,El Salvador,2018,Teachers at lower secondary level,"11,101"
222,El Salvador,2018,Teachers with minimum required qualifications at lower secondary level,93.2
222,El Salvador,2018,Teachers at upper secondary level,"7,827"
222,El Salvador,2018,Teachers with minimum required qualifications at upper secondary level,91.5
226,Equatorial Guinea,2000,Teachers at primary level,"1,691"
226,Equatorial Guinea,2000,Teachers at lower secondary level,761
226,Equatorial Guinea,2000,Teachers at upper secondary level,133
226,Equatorial Guinea,2001,Teachers at primary level,"1,810"
226,Equatorial Guinea,2001,Teachers at lower secondary level,700
226,Equatorial Guinea,2003,Teachers at primary level,"2,307"
226,Equatorial Guinea,2010,Teachers at primary level,"3,131"
226,Equatorial Guinea,2010,Teachers with minimum required qualifications at primary level,45.3
226,Equatorial Guinea,2015,Teachers at primary level,"4,021"
226,Equatorial Guinea,2015,Teachers with minimum required qualifications at primary level,37.2
226,Equatorial Guinea,2015,Teachers at lower secondary level,"1,654"
226,Equatorial Guinea,2015,Teachers with minimum required qualifications at lower secondary level,11.2
