Region/Country/Area,Country/Area name,Year,Variables,"Enrollment in primary, lower secondary and upper secondary education levels"
152,Chile,2015,Gross enrollment ratio - Lower secondary level (female),103.2
152,Chile,2015,Students enrolled in upper secondary education (thousands),"1,032"
152,Chile,2015,Gross enrollment ratio - Upper secondary level (male),98.4
152,Chile,2015,Gross enrollment ratio - Upper secondary level (female),100.3
152,Chile,2022,Students enrolled in primary education (thousands),"1,545"
152,Chile,2022,Gross enrollment ratio - Primary (male),101.7
152,Chile,2022,Gross enrollment ratio - Primary (female),98.6
152,Chile,2022,Students enrolled in lower secondary education (thousands),554
152,Chile,2022,Gross enrollment ratio - Lower secondary level (male),107.5
152,Chile,2022,Gross enrollment ratio - Lower secondary level (female),103.7
152,Chile,2022,Students enrolled in upper secondary education (thousands),"1,050"
152,Chile,2022,Gross enrollment ratio - Upper secondary level (male),106.7
152,Chile,2022,Gross enrollment ratio - Upper secondary level (female),105.9
156,China,2001,Students enrolled in primary education (thousands),"130,133"
156,China,2001,Gross enrollment ratio - Primary (male),115.0
156,China,2001,Gross enrollment ratio - Primary (female),116.9
156,China,2001,Students enrolled in lower secondary education (thousands),"62,791"
156,China,2001,Gross enrollment ratio - Lower secondary level (male),85.1
156,China,2001,Gross enrollment ratio - Lower secondary level (female),82.3
156,China,2001,Students enrolled in upper secondary education (thousands),"23,726"
156,China,2001,Gross enrollment ratio - Upper secondary level (male),38.3
156,China,2001,Gross enrollment ratio - Upper secondary level (female),35.4
156,China,2003,Students enrolled in lower secondary education (thousands),"67,153"
156,China,2003,Gross enrollment ratio - Lower secondary level (male),88.0
156,China,2003,Gross enrollment ratio - Lower secondary level (female),87.4
156,China,2003,Students enrolled in upper secondary education (thousands),"28,471"
156,China,2003,Gross enrollment ratio - Upper secondary level (male),40.9
156,China,2003,Gross enrollment ratio - Upper secondary level (female),37.3
156,China,2010,Students enrolled in primary education (thousands),"101,019"
156,China,2010,Gross enrollment ratio - Primary (male),104.8
156,China,2010,Gross enrollment ratio - Primary (female),105.2
156,China,2010,Students enrolled in lower secondary education (thousands),"54,525"
156,China,2010,Gross enrollment ratio - Lower secondary level (male),104.2
156,China,2010,Gross enrollment ratio - Lower secondary level (female),107.6
156,China,2010,Students enrolled in upper secondary education (thousands),"44,693"
156,China,2010,Gross enrollment ratio - Upper secondary level (male),78.7
156,China,2010,Gross enrollment ratio - Upper secondary level (female),78.5
156,China,2012,Students enrolled in primary education (thousands),"99,540"
156,China,2012,Gross enrollment ratio - Primary (male),103.1
156,China,2012,Gross enrollment ratio - Primary (female),103.8
156,China,2012,Students enrolled in lower secondary education (thousands),"50,780"
156,China,2012,Gross enrollment ratio - Lower secondary level (male),102.7
156,China,2012,Gross enrollment ratio - Lower secondary level (female),106.0
156,China,2012,Students enrolled in upper secondary education (thousands),"44,224"
156,China,2012,Gross enrollment ratio - Upper secondary level (male),82.2
156,China,2012,Gross enrollment ratio - Upper secondary level (female),84.4
156,China,2015,Students enrolled in primary education (thousands),"95,958"
156,China,2015,Gross enrollment ratio - Primary (male),96.6
156,China,2015,Gross enrollment ratio - Primary (female),97.8
156,China,2015,Students enrolled in lower secondary education (thousands),"44,411"
156,China,2015,Students enrolled in upper secondary education (thousands),"41,716"
156,China,2015,Gross enrollment ratio - Upper secondary level (male),83.1
156,China,2015,Gross enrollment ratio - Upper secondary level (female),89.0
156,China,2022,Students enrolled in primary education (thousands),"108,020"
156,China,2022,Gross enrollment ratio - Primary (male),99.4
156,China,2022,Gross enrollment ratio - Primary (female),101.0
156,China,2022,Students enrolled in lower secondary education (thousands),"50,287"
156,China,2022,Students enrolled in upper secondary education (thousands),"43,454"
156,China,2022,Gross enrollment ratio - Upper secondary level (male),88.1
156,China,2022,Gross enrollment ratio - Upper secondary level (female),91.1
344,"China, Hong Kong SAR",2005,Students enrolled in primary education (thousands),451
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Primary (male),102.0
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Primary (female),99.4
344,"China, Hong Kong SAR",2005,Students enrolled in lower secondary education (thousands),257
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Lower secondary level (male),101.1
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Lower secondary level (female),100.2
344,"China, Hong Kong SAR",2005,Students enrolled in upper secondary education (thousands),241
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Upper secondary level (male),69.4
344,"China, Hong Kong SAR",2005,Gross enrollment ratio - Upper secondary level (female),70.4
344,"China, Hong Kong SAR",2010,Students enrolled in primary education (thousands),349
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Primary (male),106.2
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Primary (female),104.7
344,"China, Hong Kong SAR",2010,Students enrolled in lower secondary education (thousands),241
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Lower secondary level (male),102.0
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Lower secondary level (female),98.8
344,"China, Hong Kong SAR",2010,Students enrolled in upper secondary education (thousands),267
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Upper secondary level (male),78.2
344,"China, Hong Kong SAR",2010,Gross enrollment ratio - Upper secondary level (female),79.8
344,"China, Hong Kong SAR",2015,Students enrolled in primary education (thousands),333
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Primary (male),106.2
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Primary (female),104.0
344,"China, Hong Kong SAR",2015,Students enrolled in lower secondary education (thousands),183
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Lower secondary level (male),112.1
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Lower secondary level (female),108.9
344,"China, Hong Kong SAR",2015,Students enrolled in upper secondary education (thousands),211
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Upper secondary level (male),107.0
344,"China, Hong Kong SAR",2015,Gross enrollment ratio - Upper secondary level (female),102.7
344,"China, Hong Kong SAR",2022,Students enrolled in primary education (thousands),353
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Primary (male),102.2
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Primary (female),99.9
344,"China, Hong Kong SAR",2022,Students enrolled in lower secondary education (thousands),178
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Lower secondary level (male),106.6
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Lower secondary level (female),104.0
344,"China, Hong Kong SAR",2022,Students enrolled in upper secondary education (thousands),161
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Upper secondary level (male),100.1
344,"China, Hong Kong SAR",2022,Gross enrollment ratio - Upper secondary level (female),97.0
446,"China, Macao SAR",2005,Students enrolled in primary education (thousands),37
446,"China, Macao SAR",2005,Gross enrollment ratio - Primary (male),104.9
446,"China, Macao SAR",2005,Gross enrollment ratio - Primary (female),100.6
446,"China, Macao SAR",2005,Students enrolled in lower secondary education (thousands),27
446,"China, Macao SAR",2005,Gross enrollment ratio - Lower secondary level (male),115.3
446,"China, Macao SAR",2005,Gross enrollment ratio - Lower secondary level (female),112.2
446,"China, Macao SAR",2005,Students enrolled in upper secondary education (thousands),20
446,"China, Macao SAR",2005,Gross enrollment ratio - Upper secondary level (male),69.3
446,"China, Macao SAR",2005,Gross enrollment ratio - Upper secondary level (female),77.3
446,"China, Macao SAR",2010,Students enrolled in primary education (thousands),25
446,"China, Macao SAR",2010,Gross enrollment ratio - Primary (male),102.7
446,"China, Macao SAR",2010,Gross enrollment ratio - Primary (female),99.6
446,"China, Macao SAR",2010,Students enrolled in lower secondary education (thousands),20
446,"China, Macao SAR",2010,Gross enrollment ratio - Lower secondary level (male),107.2
446,"China, Macao SAR",2010,Gross enrollment ratio - Lower secondary level (female),102.6
446,"China, Macao SAR",2010,Students enrolled in upper secondary education (thousands),18
446,"China, Macao SAR",2010,Gross enrollment ratio - Upper secondary level (male),76.8
446,"China, Macao SAR",2010,Gross enrollment ratio - Upper secondary level (female),82.1
446,"China, Macao SAR",2015,Students enrolled in primary education (thousands),24
446,"China, Macao SAR",2015,Gross enrollment ratio - Primary (male),98.0
446,"China, Macao SAR",2015,Gross enrollment ratio - Primary (female),101.8
446,"China, Macao SAR",2015,Students enrolled in lower secondary education (thousands),14
446,"China, Macao SAR",2015,Gross enrollment ratio - Lower secondary level (male),110.9
446,"China, Macao SAR",2015,Gross enrollment ratio - Lower secondary level (female),107.2
446,"China, Macao SAR",2015,Students enrolled in upper secondary education (thousands),16
446,"China, Macao SAR",2015,Gross enrollment ratio - Upper secondary level (male),92.2
446,"China, Macao SAR",2015,Gross enrollment ratio - Upper secondary level (female),97.6
446,"China, Macao SAR",2022,Students enrolled in primary education (thousands),37
446,"China, Macao SAR",2022,Gross enrollment ratio - Primary (male),83.1
446,"China, Macao SAR",2022,Gross enrollment ratio - Primary (female),87.1
446,"China, Macao SAR",2022,Students enrolled in lower secondary education (thousands),16
446,"China, Macao SAR",2022,Gross enrollment ratio - Lower secondary level (male),98.2
446,"China, Macao SAR",2022,Gross enrollment ratio - Lower secondary level (female),92.5
446,"China, Macao SAR",2022,Students enrolled in upper secondary education (thousands),13
446,"China, Macao SAR",2022,Gross enrollment ratio - Upper secondary level (male),83.2
446,"China, Macao SAR",2022,Gross enrollment ratio - Upper secondary level (female),86.3
170,Colombia,2005,Students enrolled in primary education (thousands),"5,298"
170,Colombia,2005,Gross enrollment ratio - Primary (male),125.7
170,Colombia,2005,Gross enrollment ratio - Primary (female),122.3
170,Colombia,2005,Students enrolled in lower secondary education (thousands),"3,192"
170,Colombia,2005,Gross enrollment ratio - Lower secondary level (male),92.7
170,Colombia,2005,Gross enrollment ratio - Lower secondary level (female),98.3
170,Colombia,2005,Students enrolled in upper secondary education (thousands),"1,105"
170,Colombia,2005,Gross enrollment ratio - Upper secondary level (male),64.2
170,Colombia,2005,Gross enrollment ratio - Upper secondary level (female),74.3
170,Colombia,2010,Students enrolled in primary education (thousands),"5,085"
170,Colombia,2010,Gross enrollment ratio - Primary (male),125.4
170,Colombia,2010,Gross enrollment ratio - Primary (female),123.3
170,Colombia,2010,Students enrolled in lower secondary education (thousands),"3,681"
170,Colombia,2010,Gross enrollment ratio - Lower secondary level (male),105.5
170,Colombia,2010,Gross enrollment ratio - Lower secondary level (female),111.7
170,Colombia,2010,Students enrolled in upper secondary education (thousands),"1,398"
170,Colombia,2010,Gross enrollment ratio - Upper secondary level (male),76.0
170,Colombia,2010,Gross enrollment ratio - Upper secondary level (female),89.7
170,Colombia,2015,Students enrolled in primary education (thousands),"4,479"
170,Colombia,2015,Gross enrollment ratio - Primary (male),117.1
170,Colombia,2015,Gross enrollment ratio - Primary (female),113.9
170,Colombia,2015,Students enrolled in lower secondary education (thousands),"3,458"
170,Colombia,2015,Gross enrollment ratio - Lower secondary level (male),104.9
170,Colombia,2015,Gross enrollment ratio - Lower secondary level (female),108.6
170,Colombia,2015,Students enrolled in upper secondary education (thousands),"1,335"
170,Colombia,2015,Gross enrollment ratio - Upper secondary level (male),73.5
170,Colombia,2015,Gross enrollment ratio - Upper secondary level (female),86.9
170,Colombia,2022,Students enrolled in primary education (thousands),"4,140"
170,Colombia,2022,Gross enrollment ratio - Primary (male),106.2
170,Colombia,2022,Gross enrollment ratio - Primary (female),103.4
170,Colombia,2022,Students enrolled in lower secondary education (thousands),"3,405"
170,Colombia,2022,Gross enrollment ratio - Lower secondary level (male),107.2
170,Colombia,2022,Gross enrollment ratio - Lower secondary level (female),107.5
170,Colombia,2022,Students enrolled in upper secondary education (thousands),"1,445"
170,Colombia,2022,Gross enrollment ratio - Upper secondary level (male),84.7
170,Colombia,2022,Gross enrollment ratio - Upper secondary level (female),95.8
174,Comoros,2004,Students enrolled in primary education (thousands),104
174,Comoros,2004,Gross enrollment ratio - Primary (male),102.8
174,Comoros,2004,Gross enrollment ratio - Primary (female),94.0
174,Comoros,2004,Students enrolled in lower secondary education (thousands),29
174,Comoros,2004,Gross enrollment ratio - Lower secondary level (male),54.1
174,Comoros,2004,Gross enrollment ratio - Lower secondary level (female),41.3
174,Comoros,2004,Students enrolled in upper secondary education (thousands),14
174,Comoros,2004,Gross enrollment ratio - Upper secondary level (male),41.3
174,Comoros,2004,Gross enrollment ratio - Upper secondary level (female),29.1
174,Comoros,2008,Students enrolled in primary education (thousands),111
174,Comoros,2008,Gross enrollment ratio - Primary (male),105.3
174,Comoros,2008,Gross enrollment ratio - Primary (female),99.5
174,Comoros,2014,Students enrolled in primary education (thousands),120
174,Comoros,2014,Gross enrollment ratio - Primary (male),114.2
174,Comoros,2014,Gross enrollment ratio - Primary (female),107.1
174,Comoros,2014,Students enrolled in lower secondary education (thousands),45
174,Comoros,2014,Gross enrollment ratio - Lower secondary level (male),64.0
174,Comoros,2014,Gross enrollment ratio - Lower secondary level (female),68.5
174,Comoros,2014,Students enrolled in upper secondary education (thousands),25
174,Comoros,2014,Gross enrollment ratio - Upper secondary level (male),50.2
174,Comoros,2014,Gross enrollment ratio - Upper secondary level (female),54.5
174,Comoros,2018,Students enrolled in primary education (thousands),124
174,Comoros,2018,Gross enrollment ratio - Primary (male),106.6
174,Comoros,2018,Gross enrollment ratio - Primary (female),105.8
174,Comoros,2018,Students enrolled in lower secondary education (thousands),51
174,Comoros,2018,Gross enrollment ratio - Lower secondary level (male),72.9
174,Comoros,2018,Gross enrollment ratio - Lower secondary level (female),76.4
174,Comoros,2018,Students enrolled in upper secondary education (thousands),23
174,Comoros,2018,Gross enrollment ratio - Upper secondary level (male),44.0
174,Comoros,2018,Gross enrollment ratio - Upper secondary level (female),49.4
178,Congo,2004,Students enrolled in primary education (thousands),584
178,Congo,2004,Gross enrollment ratio - Primary (male),109.7
178,Congo,2004,Gross enrollment ratio - Primary (female),102.6
178,Congo,2004,Students enrolled in lower secondary education (thousands),184
178,Congo,2004,Gross enrollment ratio - Lower secondary level (male),59.5
178,Congo,2004,Gross enrollment ratio - Lower secondary level (female),52.8
178,Congo,2004,Students enrolled in upper secondary education (thousands),51
178,Congo,2004,Gross enrollment ratio - Upper secondary level (male),26.5
178,Congo,2004,Gross enrollment ratio - Upper secondary level (female),18.5
178,Congo,2005,Students enrolled in primary education (thousands),597
178,Congo,2005,Gross enrollment ratio - Primary (male),110.1
178,Congo,2005,Gross enrollment ratio - Primary (female),102.1
178,Congo,2005,Students enrolled in lower secondary education (thousands),197
178,Congo,2005,Gross enrollment ratio - Lower secondary level (male),62.8
178,Congo,2005,Gross enrollment ratio - Lower secondary level (female),55.1
178,Congo,2010,Students enrolled in primary education (thousands),705
178,Congo,2010,Gross enrollment ratio - Primary (male),111.8
178,Congo,2010,Gross enrollment ratio - Primary (female),105.7
178,Congo,2010,Students enrolled in upper secondary education (thousands),84
178,Congo,2010,Gross enrollment ratio - Upper secondary level (male),39.8
178,Congo,2010,Gross enrollment ratio - Upper secondary level (female),23.3
178,Congo,2012,Students enrolled in primary education (thousands),734
178,Congo,2012,Gross enrollment ratio - Primary (male),101.7
178,Congo,2012,Gross enrollment ratio - Primary (female),109.2
178,Congo,2012,Students enrolled in lower secondary education (thousands),244
178,Congo,2012,Gross enrollment ratio - Lower secondary level (male),61.5
178,Congo,2012,Gross enrollment ratio - Lower secondary level (female),62.3
178,Congo,2012,Students enrolled in upper secondary education (thousands),95
178,Congo,2012,Gross enrollment ratio - Upper secondary level (male),44.3
178,Congo,2012,Gross enrollment ratio - Upper secondary level (female),25.2
178,Congo,2014,Students enrolled in primary education (thousands),787
178,Congo,2014,Gross enrollment ratio - Primary (male),105.4
178,Congo,2014,Gross enrollment ratio - Primary (female),103.7
178,Congo,2014,Students enrolled in upper secondary education (thousands),115
178,Congo,2014,Gross enrollment ratio - Upper secondary level (male),46.1
178,Congo,2014,Gross enrollment ratio - Upper secondary level (female),35.6
178,Congo,2015,Students enrolled in primary education (thousands),842
178,Congo,2015,Gross enrollment ratio - Primary (male),106.8
178,Congo,2015,Gross enrollment ratio - Primary (female),107.9
178,Congo,2015,Students enrolled in upper secondary education (thousands),140
178,Congo,2018,Students enrolled in primary education (thousands),783
178,Congo,2018,Gross enrollment ratio - Primary (male),89.0
178,Congo,2018,Gross enrollment ratio - Primary (female),86.3
178,Congo,2018,Students enrolled in lower secondary education (thousands),346
178,Congo,2018,Gross enrollment ratio - Lower secondary level (male),74.0
178,Congo,2018,Gross enrollment ratio - Lower secondary level (female),71.0
178,Congo,2018,Students enrolled in upper secondary education (thousands),171
178,Congo,2018,Gross enrollment ratio - Upper secondary level (male),59.3
178,Congo,2018,Gross enrollment ratio - Upper secondary level (female),50.7
184,Cook Islands,2003,Students enrolled in primary education (thousands),2
184,Cook Islands,2003,Gross enrollment ratio - Primary (male),107.4
184,Cook Islands,2003,Gross enrollment ratio - Primary (female),101.6
184,Cook Islands,2003,Students enrolled in lower secondary education (thousands),1
184,Cook Islands,2003,Gross enrollment ratio - Lower secondary level (male),96.4
184,Cook Islands,2003,Gross enrollment ratio - Lower secondary level (female),102.3
184,Cook Islands,2003,Students enrolled in upper secondary education (thousands),1
184,Cook Islands,2003,Gross enrollment ratio - Upper secondary level (male),58.9
184,Cook Islands,2003,Gross enrollment ratio - Upper secondary level (female),74.5
184,Cook Islands,2005,Students enrolled in primary education (thousands),2
184,Cook Islands,2005,Gross enrollment ratio - Primary (male),111.2
184,Cook Islands,2005,Gross enrollment ratio - Primary (female),108.4
184,Cook Islands,2010,Students enrolled in primary education (thousands),2
184,Cook Islands,2010,Gross enrollment ratio - Primary (male),97.6
184,Cook Islands,2010,Gross enrollment ratio - Primary (female),97.8
184,Cook Islands,2010,Students enrolled in lower secondary education (thousands),1
184,Cook Islands,2010,Gross enrollment ratio - Lower secondary level (male),99.8
184,Cook Islands,2010,Gross enrollment ratio - Lower secondary level (female),100.7
184,Cook Islands,2010,Students enrolled in upper secondary education (thousands),1
184,Cook Islands,2010,Gross enrollment ratio - Upper secondary level (male),66.8
184,Cook Islands,2010,Gross enrollment ratio - Upper secondary level (female),77.4
184,Cook Islands,2015,Students enrolled in primary education (thousands),2
184,Cook Islands,2015,Gross enrollment ratio - Primary (male),93.8
184,Cook Islands,2015,Gross enrollment ratio - Primary (female),92.6
184,Cook Islands,2015,Students enrolled in lower secondary education (thousands),1
184,Cook Islands,2015,Gross enrollment ratio - Lower secondary level (male),92.4
184,Cook Islands,2015,Gross enrollment ratio - Lower secondary level (female),94.2
184,Cook Islands,2015,Students enrolled in upper secondary education (thousands),1
184,Cook Islands,2015,Gross enrollment ratio - Upper secondary level (male),73.2
184,Cook Islands,2015,Gross enrollment ratio - Upper secondary level (female),74.3
184,Cook Islands,2022,Students enrolled in primary education (thousands),2
184,Cook Islands,2022,Gross enrollment ratio - Primary (male),103.1
184,Cook Islands,2022,Gross enrollment ratio - Primary (female),102.7
184,Cook Islands,2022,Students enrolled in lower secondary education (thousands),1
184,Cook Islands,2022,Gross enrollment ratio - Lower secondary level (male),129.1
184,Cook Islands,2022,Gross enrollment ratio - Lower secondary level (female),118.8
184,Cook Islands,2022,Students enrolled in upper secondary education (thousands),1
184,Cook Islands,2022,Gross enrollment ratio - Upper secondary level (male),78.8
184,Cook Islands,2022,Gross enrollment ratio - Upper secondary level (female),79.8
188,Costa Rica,2005,Students enrolled in primary education (thousands),542
188,Costa Rica,2005,Gross enrollment ratio - Primary (male),112.0
188,Costa Rica,2005,Gross enrollment ratio - Primary (female),111.3
188,Costa Rica,2005,Students enrolled in lower secondary education (thousands),246
188,Costa Rica,2005,Gross enrollment ratio - Lower secondary level (male),94.7
188,Costa Rica,2005,Gross enrollment ratio - Lower secondary level (female),100.0
188,Costa Rica,2005,Students enrolled in upper secondary education (thousands),102
188,Costa Rica,2005,Gross enrollment ratio - Upper secondary level (male),53.5
188,Costa Rica,2005,Gross enrollment ratio - Upper secondary level (female),63.6
188,Costa Rica,2010,Students enrolled in primary education (thousands),521
188,Costa Rica,2010,Gross enrollment ratio - Primary (male),114.1
188,Costa Rica,2010,Gross enrollment ratio - Primary (female),112.7
188,Costa Rica,2010,Students enrolled in lower secondary education (thousands),287
188,Costa Rica,2010,Gross enrollment ratio - Lower secondary level (male),116.9
188,Costa Rica,2010,Gross enrollment ratio - Lower secondary level (female),117.6
188,Costa Rica,2010,Students enrolled in upper secondary education (thousands),127
188,Costa Rica,2010,Gross enrollment ratio - Upper secondary level (male),68.1
188,Costa Rica,2010,Gross enrollment ratio - Upper secondary level (female),82.4
188,Costa Rica,2015,Students enrolled in primary education (thousands),473
188,Costa Rica,2015,Gross enrollment ratio - Primary (male),106.8
188,Costa Rica,2015,Gross enrollment ratio - Primary (female),106.7
188,Costa Rica,2015,Students enrolled in lower secondary education (thousands),291
188,Costa Rica,2015,Gross enrollment ratio - Lower secondary level (male),129.2
188,Costa Rica,2015,Gross enrollment ratio - Lower secondary level (female),126.0
188,Costa Rica,2015,Students enrolled in upper secondary education (thousands),169
188,Costa Rica,2015,Gross enrollment ratio - Upper secondary level (male),95.2
188,Costa Rica,2015,Gross enrollment ratio - Upper secondary level (female),113.6
188,Costa Rica,2022,Students enrolled in primary education (thousands),482
188,Costa Rica,2022,Gross enrollment ratio - Primary (male),106.4
188,Costa Rica,2022,Gross enrollment ratio - Primary (female),108.9
188,Costa Rica,2022,Students enrolled in lower secondary education (thousands),281
188,Costa Rica,2022,Gross enrollment ratio - Lower secondary level (male),120.4
188,Costa Rica,2022,Gross enrollment ratio - Lower secondary level (female),126.0
188,Costa Rica,2022,Students enrolled in upper secondary education (thousands),220
188,Costa Rica,2022,Gross enrollment ratio - Upper secondary level (male),134.7
188,Costa Rica,2022,Gross enrollment ratio - Upper secondary level (female),163.5
384,Côte d’Ivoire,2003,Students enrolled in primary education (thousands),"2,046"
384,Côte d’Ivoire,2003,Gross enrollment ratio - Primary (male),75.3
384,Côte d’Ivoire,2003,Gross enrollment ratio - Primary (female),60.1
384,Côte d’Ivoire,2009,Students enrolled in primary education (thousands),"2,383"
384,Côte d’Ivoire,2009,Gross enrollment ratio - Primary (male),75.0
384,Côte d’Ivoire,2009,Gross enrollment ratio - Primary (female),62.1
384,Côte d’Ivoire,2015,Students enrolled in primary education (thousands),"3,371"
384,Côte d’Ivoire,2015,Gross enrollment ratio - Primary (male),90.3
384,Côte d’Ivoire,2015,Gross enrollment ratio - Primary (female),81.3
384,Côte d’Ivoire,2015,Students enrolled in lower secondary education (thousands),"1,179"
384,Côte d’Ivoire,2015,Gross enrollment ratio - Lower secondary level (male),58.9
384,Côte d’Ivoire,2015,Gross enrollment ratio - Lower secondary level (female),43.7
384,Côte d’Ivoire,2015,Students enrolled in upper secondary education (thousands),408
384,Côte d’Ivoire,2015,Gross enrollment ratio - Upper secondary level (male),31.9
384,Côte d’Ivoire,2015,Gross enrollment ratio - Upper secondary level (female),21.8
384,Côte d’Ivoire,2022,Students enrolled in primary education (thousands),"4,253"
384,Côte d’Ivoire,2022,Gross enrollment ratio - Primary (male),96.8
384,Côte d’Ivoire,2022,Gross enrollment ratio - Primary (female),92.5
384,Côte d’Ivoire,2022,Students enrolled in lower secondary education (thousands),"1,833"
384,Côte d’Ivoire,2022,Gross enrollment ratio - Lower secondary level (male),70.0
384,Côte d’Ivoire,2022,Gross enrollment ratio - Lower secondary level (female),65.0
384,Côte d’Ivoire,2022,Students enrolled in upper secondary education (thousands),690
384,Côte d’Ivoire,2022,Gross enrollment ratio - Upper secondary level (male),40.3
384,Côte d’Ivoire,2022,Gross enrollment ratio - Upper secondary level (female),33.5
191,Croatia,2005,Students enrolled in primary education (thousands),196
191,Croatia,2005,Gross enrollment ratio - Primary (male),100.4
191,Croatia,2005,Gross enrollment ratio - Primary (female),99.9
191,Croatia,2005,Students enrolled in lower secondary education (thousands),208
191,Croatia,2005,Gross enrollment ratio - Lower secondary level (male),105.0
191,Croatia,2005,Gross enrollment ratio - Lower secondary level (female),107.4
191,Croatia,2005,Students enrolled in upper secondary education (thousands),192
191,Croatia,2005,Gross enrollment ratio - Upper secondary level (male),90.3
191,Croatia,2005,Gross enrollment ratio - Upper secondary level (female),94.6
191,Croatia,2010,Students enrolled in primary education (thousands),167
191,Croatia,2010,Gross enrollment ratio - Primary (male),98.2
191,Croatia,2010,Gross enrollment ratio - Primary (female),98.0
191,Croatia,2010,Students enrolled in lower secondary education (thousands),208
191,Croatia,2010,Gross enrollment ratio - Lower secondary level (male),103.9
191,Croatia,2010,Gross enrollment ratio - Lower secondary level (female),106.9
191,Croatia,2010,Students enrolled in upper secondary education (thousands),181
191,Croatia,2010,Gross enrollment ratio - Upper secondary level (male),87.3
191,Croatia,2010,Gross enrollment ratio - Upper secondary level (female),97.7
191,Croatia,2015,Students enrolled in primary education (thousands),162
191,Croatia,2015,Gross enrollment ratio - Primary (male),98.5
191,Croatia,2015,Gross enrollment ratio - Primary (female),99.0
191,Croatia,2015,Students enrolled in lower secondary education (thousands),179
191,Croatia,2015,Gross enrollment ratio - Lower secondary level (male),106.5
191,Croatia,2015,Gross enrollment ratio - Lower secondary level (female),110.7
191,Croatia,2015,Students enrolled in upper secondary education (thousands),182
191,Croatia,2015,Gross enrollment ratio - Upper secondary level (male),91.7
191,Croatia,2015,Gross enrollment ratio - Upper secondary level (female),96.5
191,Croatia,2021,Students enrolled in primary education (thousands),152
191,Croatia,2021,Gross enrollment ratio - Primary (male),95.8
191,Croatia,2021,Gross enrollment ratio - Primary (female),96.1
191,Croatia,2021,Students enrolled in lower secondary education (thousands),177
191,Croatia,2021,Gross enrollment ratio - Lower secondary level (male),107.2
191,Croatia,2021,Gross enrollment ratio - Lower secondary level (female),113.0
191,Croatia,2021,Students enrolled in upper secondary education (thousands),149
191,Croatia,2021,Gross enrollment ratio - Upper secondary level (male),93.1
191,Croatia,2021,Gross enrollment ratio - Upper secondary level (female),98.5
192,Cuba,2005,Students enrolled in primary education (thousands),895
192,Cuba,2005,Gross enrollment ratio - Primary (male),104.9
192,Cuba,2005,Gross enrollment ratio - Primary (female),101.4
192,Cuba,2005,Students enrolled in lower secondary education (thousands),490
192,Cuba,2005,Gross enrollment ratio - Lower secondary level (male),99.7
192,Cuba,2005,Gross enrollment ratio - Lower secondary level (female),97.7
192,Cuba,2005,Students enrolled in upper secondary education (thousands),448
192,Cuba,2005,Gross enrollment ratio - Upper secondary level (male),83.8
192,Cuba,2005,Gross enrollment ratio - Upper secondary level (female),89.9
192,Cuba,2010,Students enrolled in primary education (thousands),853
192,Cuba,2010,Gross enrollment ratio - Primary (male),101.8
192,Cuba,2010,Gross enrollment ratio - Primary (female),99.6
192,Cuba,2010,Students enrolled in lower secondary education (thousands),415
192,Cuba,2010,Gross enrollment ratio - Lower secondary level (male),97.3
192,Cuba,2010,Gross enrollment ratio - Lower secondary level (female),95.3
192,Cuba,2010,Students enrolled in upper secondary education (thousands),394
192,Cuba,2010,Gross enrollment ratio - Upper secondary level (male),87.9
192,Cuba,2010,Gross enrollment ratio - Upper secondary level (female),89.1
192,Cuba,2015,Students enrolled in primary education (thousands),746
192,Cuba,2015,Gross enrollment ratio - Primary (male),105.6
192,Cuba,2015,Gross enrollment ratio - Primary (female),99.8
192,Cuba,2015,Students enrolled in lower secondary education (thousands),408
192,Cuba,2015,Gross enrollment ratio - Lower secondary level (male),99.4
192,Cuba,2015,Gross enrollment ratio - Lower secondary level (female),93.8
192,Cuba,2015,Students enrolled in upper secondary education (thousands),418
192,Cuba,2015,Gross enrollment ratio - Upper secondary level (male),90.8
192,Cuba,2015,Gross enrollment ratio - Upper secondary level (female),101.4
192,Cuba,2022,Students enrolled in primary education (thousands),749
192,Cuba,2022,Gross enrollment ratio - Primary (male),100.6
192,Cuba,2022,Gross enrollment ratio - Primary (female),99.1
192,Cuba,2022,Students enrolled in lower secondary education (thousands),348
192,Cuba,2022,Gross enrollment ratio - Lower secondary level (male),99.1
