"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Djibouti","2001","Not applicable","Not applicable","Percent","0"
"Djibouti","2000","Not applicable","Not applicable","Percent","0"
"Djibouti","1999","Not applicable","Not applicable","Percent","0"
"Dominican Republic","2014","Not applicable","Not applicable","Percent","57.37942"
"Dominican Republic","2012","Not applicable","Not applicable","Percent","57.64046"
"Ecuador","2013","Not applicable","Not applicable","Percent","40.43218"
"Ecuador","2012","Not applicable","Not applicable","Percent","37.8027"
"Ecuador","2008","Not applicable","Not applicable","Percent","35.29808"
"Egypt","2014","Not applicable","Not applicable","Percent","19.15022"
"Egypt","2013","Not applicable","Not applicable","Percent","18.78544"
"Egypt","2012","Not applicable","Not applicable","Percent","17.54481"
"Egypt","2011","Not applicable","Not applicable","Percent","18.59589"
"Egypt","2010","Not applicable","Not applicable","Percent","18.85585"
"El Salvador","2014","Not applicable","Not applicable","Percent","69.1576"
"El Salvador","2013","Not applicable","Not applicable","Percent","68.32441"
"El Salvador","2012","Not applicable","Not applicable","Percent","67.67927"
"El Salvador","2011","Not applicable","Not applicable","Percent","66.23268"
"El Salvador","2010","Not applicable","Not applicable","Percent","66.55534"
"El Salvador","2009","Not applicable","Not applicable","Percent","66.24586"
"El Salvador","2008","Not applicable","Not applicable","Percent","66.42571"
"El Salvador","2007","Not applicable","Not applicable","Percent","66.23111"
"El Salvador","2006","Not applicable","Not applicable","Percent","66.27293"
"El Salvador","2005","Not applicable","Not applicable","Percent","65.33721"
"El Salvador","2002","Not applicable","Not applicable","Percent","68.65992"
"El Salvador","2000","Not applicable","Not applicable","Percent","70.76957"
"El Salvador","1999","Not applicable","Not applicable","Percent","71.71093"
"Eritrea","2014","Not applicable","Not applicable","Percent","0"
"Eritrea","2010","Not applicable","Not applicable","Percent","0"
"Eritrea","2009","Not applicable","Not applicable","Percent","0"
"Eritrea","2002","Not applicable","Not applicable","Percent","0"
"Eritrea","2001","Not applicable","Not applicable","Percent","0"
"Eritrea","2000","Not applicable","Not applicable","Percent","0"
"Eritrea","1999","Not applicable","Not applicable","Percent","0"
"Estonia","2013","Not applicable","Not applicable","Percent","83.8302"
"Estonia","2012","Not applicable","Not applicable","Percent","82.59352"
"Estonia","2011","Not applicable","Not applicable","Percent","83.20142"
"Estonia","2010","Not applicable","Not applicable","Percent","83.84721"
"Estonia","2009","Not applicable","Not applicable","Percent","84.21761"
"Estonia","2008","Not applicable","Not applicable","Percent","84.15679"
"Estonia","2007","Not applicable","Not applicable","Percent","83.76111"
"Estonia","2006","Not applicable","Not applicable","Percent","83.59839"
"Estonia","2005","Not applicable","Not applicable","Percent","82.21665"
"Estonia","2004","Not applicable","Not applicable","Percent","82.3025"
"Estonia","2003","Not applicable","Not applicable","Percent","82.78978"
"Estonia","2002","Not applicable","Not applicable","Percent","83.22286"
"Estonia","2001","Not applicable","Not applicable","Percent","83.36045"
"Ethiopia","2008","Not applicable","Not applicable","Percent","18.46939"
"Ethiopia","2004","Not applicable","Not applicable","Percent","22.73242"
"Ethiopia","2003","Not applicable","Not applicable","Percent","23.92771"
"Ethiopia","2002","Not applicable","Not applicable","Percent","18.7481"
"Ethiopia","2001","Not applicable","Not applicable","Percent","17.38628"
"Ethiopia","2000","Not applicable","Not applicable","Percent","12.36639"
"Finland","2014","Not applicable","Not applicable","Percent","29.15741"
"Finland","2013","Not applicable","Not applicable","Percent","27.79498"
"Finland","2012","Not applicable","Not applicable","Percent","25.80991"
"Finland","2011","Not applicable","Not applicable","Percent","25.6347"
"Finland","2010","Not applicable","Not applicable","Percent","18.78282"
"Finland","2009","Not applicable","Not applicable","Percent","16.31091"
"Finland","2008","Not applicable","Not applicable","Percent","10.66017"
"Finland","2007","Not applicable","Not applicable","Percent","10.62676"
"Finland","2006","Not applicable","Not applicable","Percent","10.48433"
"Finland","2005","Not applicable","Not applicable","Percent","10.44262"
"Finland","2004","Not applicable","Not applicable","Percent","10.57328"
"Finland","2003","Not applicable","Not applicable","Percent","10.59713"
"Finland","2002","Not applicable","Not applicable","Percent","10.30355"
"Finland","2001","Not applicable","Not applicable","Percent","14.98241"
"Finland","2000","Not applicable","Not applicable","Percent","10.79446"
"Finland","1999","Not applicable","Not applicable","Percent","11.45118"
"Finland","1998","Not applicable","Not applicable","Percent","11.07792"
"France","2014","Not applicable","Not applicable","Percent","20.7838"
"France","2013","Not applicable","Not applicable","Percent","20.79063"
"France","2012","Not applicable","Not applicable","Percent","20.47345"
"France","2011","Not applicable","Not applicable","Percent","20.07265"
"France","2010","Not applicable","Not applicable","Percent","19.68819"
"France","2009","Not applicable","Not applicable","Percent","18.82542"
"France","2008","Not applicable","Not applicable","Percent","18.11403"
"France","2007","Not applicable","Not applicable","Percent","17.08278"
"France","2006","Not applicable","Not applicable","Percent","16.572"
"France","2005","Not applicable","Not applicable","Percent","16.41368"
"France","2004","Not applicable","Not applicable","Percent","16.35828"
"France","2003","Not applicable","Not applicable","Percent","16.09212"
"France","2002","Not applicable","Not applicable","Percent","15.8709"
"France","2001","Not applicable","Not applicable","Percent","15.2506"
"France","2000","Not applicable","Not applicable","Percent","14.50953"
"France","1999","Not applicable","Not applicable","Percent","13.70743"
"Gambia","2012","Not applicable","Not applicable","Percent","40.012"
"Gambia","2011","Not applicable","Not applicable","Percent","50.35461"
"Georgia","2014","Not applicable","Not applicable","Percent","29.05403"
"Georgia","2013","Not applicable","Not applicable","Percent","26.78321"
"Georgia","2012","Not applicable","Not applicable","Percent","24.79271"
"Georgia","2011","Not applicable","Not applicable","Percent","20.9141"
"Georgia","2010","Not applicable","Not applicable","Percent","27.10982"
"Georgia","2009","Not applicable","Not applicable","Percent","28.49987"
"Georgia","2008","Not applicable","Not applicable","Percent","29.68921"
"Georgia","2007","Not applicable","Not applicable","Percent","21.20337"
"Georgia","2006","Not applicable","Not applicable","Percent","20.74474"
"Georgia","2005","Not applicable","Not applicable","Percent","20.33801"
"Georgia","2004","Not applicable","Not applicable","Percent","18.95291"
"Georgia","2003","Not applicable","Not applicable","Percent","20.24084"
"Georgia","2002","Not applicable","Not applicable","Percent","21.3803"
"Georgia","2001","Not applicable","Not applicable","Percent","23.56446"
"Georgia","2000","Not applicable","Not applicable","Percent","54.15992"
"Georgia","1999","Not applicable","Not applicable","Percent","53.17138"
"Germany","2014","Not applicable","Not applicable","Percent","8.30832"
"Germany","2013","Not applicable","Not applicable","Percent","7.86357"
"Ghana","2014","Not applicable","Not applicable","Percent","18.76427"
"Ghana","2013","Not applicable","Not applicable","Percent","17.43824"
"Ghana","2012","Not applicable","Not applicable","Percent","20.2811"
"Ghana","2011","Not applicable","Not applicable","Percent","11.29041"
"Ghana","2009","Not applicable","Not applicable","Percent","11.26534"
"Ghana","2008","Not applicable","Not applicable","Percent","16.64556"
"Gibraltar","2008","Not applicable","Not applicable","Percent","0"
"Gibraltar","2003","Not applicable","Not applicable","Percent","0"
"Gibraltar","2002","Not applicable","Not applicable","Percent","0"
"Gibraltar","2001","Not applicable","Not applicable","Percent","0"
"Gibraltar","2000","Not applicable","Not applicable","Percent","0"
"Gibraltar","1999","Not applicable","Not applicable","Percent","0"
"Greece","2013","Not applicable","Not applicable","Percent","0"
"Greece","2012","Not applicable","Not applicable","Percent","0"
"Greece","2011","Not applicable","Not applicable","Percent","0"
"Greece","2010","Not applicable","Not applicable","Percent","0"
"Greece","2007","Not applicable","Not applicable","Percent","0"
"Greece","2006","Not applicable","Not applicable","Percent","0"
"Greece","2005","Not applicable","Not applicable","Percent","0"
"Greece","2004","Not applicable","Not applicable","Percent","0"
"Greece","2003","Not applicable","Not applicable","Percent","0"
"Greece","2002","Not applicable","Not applicable","Percent","0"
"Greece","2001","Not applicable","Not applicable","Percent","0"
"Greece","2000","Not applicable","Not applicable","Percent","0"
"Greece","1999","Not applicable","Not applicable","Percent","0"
"Greece","1998","Not applicable","Not applicable","Percent","0"
"Grenada","2009","Not applicable","Not applicable","Percent","100"
"Guatemala","2013","Not applicable","Not applicable","Percent","40.32024"
"Guatemala","2007","Not applicable","Not applicable","Percent","48.59568"
"Guinea","2013","Not applicable","Not applicable","Percent","35.11612"
"Guinea","2012","Not applicable","Not applicable","Percent","26.88464"
"Guinea","2011","Not applicable","Not applicable","Percent","25.33433"
"Guinea","2010","Not applicable","Not applicable","Percent","22.86457"
"Guinea","2009","Not applicable","Not applicable","Percent","21.14988"
"Guinea","2008","Not applicable","Not applicable","Percent","9.70058"
"Guinea","2006","Not applicable","Not applicable","Percent","5.61682"
"Guyana","2012","Not applicable","Not applicable","Percent","0"
"Guyana","2011","Not applicable","Not applicable","Percent","0"
"Guyana","2010","Not applicable","Not applicable","Percent","0"
"Guyana","2009","Not applicable","Not applicable","Percent","0"
"Guyana","2008","Not applicable","Not applicable","Percent","0"
"Guyana","2007","Not applicable","Not applicable","Percent","0"
"Guyana","2006","Not applicable","Not applicable","Percent","0"
"Guyana","2005","Not applicable","Not applicable","Percent","0"
"Guyana","2004","Not applicable","Not applicable","Percent","0"
"Honduras","2014","Not applicable","Not applicable","Percent","36.35865"
"Honduras","2013","Not applicable","Not applicable","Percent","37.77991"
"Honduras","2012","Not applicable","Not applicable","Percent","40.18007"
"Honduras","2010","Not applicable","Not applicable","Percent","40.13174"
"Honduras","2008","Not applicable","Not applicable","Percent","33.49736"
"Honduras","2003","Not applicable","Not applicable","Percent","19.66349"
"Honduras","2000","Not applicable","Not applicable","Percent","20.97661"
"Hong Kong Special Administrative Region of China","2014","Not applicable","Not applicable","Percent","17.61512"
"Hong Kong Special Administrative Region of China","2013","Not applicable","Not applicable","Percent","16.58283"
"Hong Kong Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","16.56179"
"Hong Kong Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","17.15007"
"Hong Kong Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","16.45635"
"Hong Kong Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","4.2421"
"Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","3.80251"
"Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","3.59657"
"Hong Kong Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","3.31281"
"Hungary","2014","Not applicable","Not applicable","Percent","14.7744"
"Hungary","2013","Not applicable","Not applicable","Percent","17.19641"
"Hungary","2012","Not applicable","Not applicable","Percent","17.01899"
"Hungary","2011","Not applicable","Not applicable","Percent","16.78488"
"Hungary","2010","Not applicable","Not applicable","Percent","16.57591"
"Hungary","2009","Not applicable","Not applicable","Percent","16.25356"
"Hungary","2008","Not applicable","Not applicable","Percent","15.79904"
"Hungary","2007","Not applicable","Not applicable","Percent","15.45513"
"Hungary","2006","Not applicable","Not applicable","Percent","15.02911"
"Hungary","2005","Not applicable","Not applicable","Percent","15.05394"
"Hungary","2004","Not applicable","Not applicable","Percent","15.45797"
"Hungary","2003","Not applicable","Not applicable","Percent","15.02434"
"Hungary","2002","Not applicable","Not applicable","Percent","14.29825"
"Hungary","2001","Not applicable","Not applicable","Percent","13.36776"
"Hungary","2000","Not applicable","Not applicable","Percent","12.88399"
"Hungary","1999","Not applicable","Not applicable","Percent","13.11575"
"Hungary","1998","Not applicable","Not applicable","Percent","11.77418"
"Iceland","2012","Not applicable","Not applicable","Percent","17.76533"
"Iceland","2011","Not applicable","Not applicable","Percent","18.77421"
"Iceland","2010","Not applicable","Not applicable","Percent","19.70528"
"Iceland","2009","Not applicable","Not applicable","Percent","21.45517"
"Iceland","2008","Not applicable","Not applicable","Percent","21.08111"
"Iceland","2007","Not applicable","Not applicable","Percent","20.5992"
"Iceland","2006","Not applicable","Not applicable","Percent","19.6934"
"Iceland","2005","Not applicable","Not applicable","Percent","14.19342"
"Iceland","2004","Not applicable","Not applicable","Percent","13.39905"
"Iceland","2003","Not applicable","Not applicable","Percent","13.84581"
"Iceland","2002","Not applicable","Not applicable","Percent","12.76761"
"Iceland","2001","Not applicable","Not applicable","Percent","10.75216"
"Iceland","2000","Not applicable","Not applicable","Percent","8.98935"
"Iceland","1999","Not applicable","Not applicable","Percent","6.0624"
"Iceland","1998","Not applicable","Not applicable","Percent","4.46914"
"India","2013","Not applicable","Not applicable","Percent","53.87951"
"Indonesia","2014","Not applicable","Not applicable","Percent","66.94486"
"Indonesia","2013","Not applicable","Not applicable","Percent","67.1465"
"Indonesia","2012","Not applicable","Not applicable","Percent","66.24383"
"Indonesia","2011","Not applicable","Not applicable","Percent","61.68405"
"Indonesia","2010","Not applicable","Not applicable","Percent","58.15547"
"Indonesia","2009","Not applicable","Not applicable","Percent","59.44365"
"Indonesia","2005","Not applicable","Not applicable","Percent","60.52027"
"Indonesia","2004","Not applicable","Not applicable","Percent","65.19789"
"Indonesia","2003","Not applicable","Not applicable","Percent","61.04976"
"Indonesia","2002","Not applicable","Not applicable","Percent","62.65437"
"Indonesia","2001","Not applicable","Not applicable","Percent","62.78648"
"Iran, Islamic Republic of","2014","Not applicable","Not applicable","Percent","41.52074"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Percent","44.73877"
"Iran, Islamic Republic of","2012","Not applicable","Not applicable","Percent","44.71068"
"Iran, Islamic Republic of","2011","Not applicable","Not applicable","Percent","45.16354"
"Iran, Islamic Republic of","2010","Not applicable","Not applicable","Percent","44.91256"
"Iran, Islamic Republic of","2009","Not applicable","Not applicable","Percent","46.72725"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Percent","42.51285"
"Iran, Islamic Republic of","2007","Not applicable","Not applicable","Percent","48.94776"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Percent","52.36774"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Percent","53.71415"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Percent","54.06528"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Percent","54.43951"
"Iraq","1999","Not applicable","Not applicable","Percent","39.51375"
"Ireland","2013","Not applicable","Not applicable","Percent","1.64521"
"Ireland","2012","Not applicable","Not applicable","Percent","2.23102"
"Ireland","2011","Not applicable","Not applicable","Percent","4.70811"
"Ireland","2010","Not applicable","Not applicable","Percent","4.45856"
"Ireland","2009","Not applicable","Not applicable","Percent","3.12964"
"Ireland","2008","Not applicable","Not applicable","Percent","4.67236"
"Ireland","2007","Not applicable","Not applicable","Percent","8.538"
"Ireland","2006","Not applicable","Not applicable","Percent","7.90404"
"Ireland","2005","Not applicable","Not applicable","Percent","7.52194"
"Ireland","2004","Not applicable","Not applicable","Percent","7.18955"
"Ireland","2003","Not applicable","Not applicable","Percent","6.22614"
"Ireland","2002","Not applicable","Not applicable","Percent","6.25142"
"Ireland","2001","Not applicable","Not applicable","Percent","5.21969"
"Ireland","2000","Not applicable","Not applicable","Percent","5.12107"
"Ireland","1999","Not applicable","Not applicable","Percent","6.47624"
"Ireland","1998","Not applicable","Not applicable","Percent","5.52201"
"Israel","2014","Not applicable","Not applicable","Percent","84.56886"
"Israel","2013","Not applicable","Not applicable","Percent","84.97247"
"Israel","2012","Not applicable","Not applicable","Percent","85.7633"
"Israel","2011","Not applicable","Not applicable","Percent","85.36748"
"Israel","2010","Not applicable","Not applicable","Percent","85.24743"
"Israel","2009","Not applicable","Not applicable","Percent","86.21913"
"Israel","2008","Not applicable","Not applicable","Percent","86.2049"
"Israel","2007","Not applicable","Not applicable","Percent","86.07463"
"Israel","2006","Not applicable","Not applicable","Percent","86.56383"
"Israel","2005","Not applicable","Not applicable","Percent","84.51423"
"Israel","2004","Not applicable","Not applicable","Percent","84.71352"
"Israel","2003","Not applicable","Not applicable","Percent","84.26057"
"Israel","2002","Not applicable","Not applicable","Percent","86.13754"
"Israel","2001","Not applicable","Not applicable","Percent","68.79315"
"Israel","2000","Not applicable","Not applicable","Percent","70.31588"
"Israel","1999","Not applicable","Not applicable","Percent","69.91119"
"Italy","2013","Not applicable","Not applicable","Percent","9.09364"
"Italy","2012","Not applicable","Not applicable","Percent","9.44115"
"Italy","2011","Not applicable","Not applicable","Percent","9.59341"
"Italy","2010","Not applicable","Not applicable","Percent","8.51707"
"Italy","2009","Not applicable","Not applicable","Percent","7.64284"
"Italy","2008","Not applicable","Not applicable","Percent","6.95"
"Italy","2007","Not applicable","Not applicable","Percent","7.71409"
"Italy","2006","Not applicable","Not applicable","Percent","7.23481"
"Italy","2005","Not applicable","Not applicable","Percent","6.39564"
"Italy","2004","Not applicable","Not applicable","Percent","6.39125"
"Italy","2003","Not applicable","Not applicable","Percent","6.51516"
"Italy","2002","Not applicable","Not applicable","Percent","6.60328"
"Italy","2001","Not applicable","Not applicable","Percent","7.07892"
"Italy","2000","Not applicable","Not applicable","Percent","6.36677"
"Italy","1999","Not applicable","Not applicable","Percent","12.3773"
"Jamaica","2013","Not applicable","Not applicable","Percent","36.23646"
"Jamaica","2011","Not applicable","Not applicable","Percent","40.0464"
"Jamaica","2010","Not applicable","Not applicable","Percent","95.99731"
"Jamaica","2009","Not applicable","Not applicable","Percent","39.4804"
"Jamaica","2008","Not applicable","Not applicable","Percent","38.96694"
"Jamaica","2006","Not applicable","Not applicable","Percent","24.85715"
"Jamaica","2005","Not applicable","Not applicable","Percent","28.57533"
"Jamaica","2004","Not applicable","Not applicable","Percent","22.55836"
"Jamaica","2003","Not applicable","Not applicable","Percent","22.69302"
"Jamaica","2002","Not applicable","Not applicable","Percent","25.21919"
"Jamaica","2001","Not applicable","Not applicable","Percent","25.91878"
"Jamaica","2000","Not applicable","Not applicable","Percent","44.4784"
"Japan","2013","Not applicable","Not applicable","Percent","78.70361"
"Japan","2012","Not applicable","Not applicable","Percent","78.70337"
"Japan","2011","Not applicable","Not applicable","Percent","78.65884"
"Japan","2010","Not applicable","Not applicable","Percent","78.64226"
"Japan","2009","Not applicable","Not applicable","Percent","78.89121"
"Japan","2008","Not applicable","Not applicable","Percent","79.19008"
"Japan","2007","Not applicable","Not applicable","Percent","79.64616"
"Japan","2006","Not applicable","Not applicable","Percent","79.91038"
"Japan","2005","Not applicable","Not applicable","Percent","79.73742"
"Japan","2004","Not applicable","Not applicable","Percent","76.99546"
"Japan","2003","Not applicable","Not applicable","Percent","77.0191"
"Japan","2002","Not applicable","Not applicable","Percent","76.93925"
"Japan","2001","Not applicable","Not applicable","Percent","77.12538"
"Japan","2000","Not applicable","Not applicable","Percent","77.51671"
"Japan","1999","Not applicable","Not applicable","Percent","78.59335"
"Japan","1998","Not applicable","Not applicable","Percent","78.83753"
"Jordan","2011","Not applicable","Not applicable","Percent","39.05667"
"Jordan","2009","Not applicable","Not applicable","Percent","32.95364"
"Jordan","2008","Not applicable","Not applicable","Percent","28.64982"
"Jordan","2007","Not applicable","Not applicable","Percent","30.57235"
"Jordan","2006","Not applicable","Not applicable","Percent","30.74515"
"Jordan","2005","Not applicable","Not applicable","Percent","25.93574"
"Jordan","2004","Not applicable","Not applicable","Percent","24.66208"
"Jordan","2003","Not applicable","Not applicable","Percent","37.06556"
"Jordan","2002","Not applicable","Not applicable","Percent","31.57762"
"Jordan","2000","Not applicable","Not applicable","Percent","35.91462"
"Kazakhstan","2015","Not applicable","Not applicable","Percent","49.22974"
"Kazakhstan","2014","Not applicable","Not applicable","Percent","50.2467"
"Kazakhstan","2012","Not applicable","Not applicable","Percent","48.76291"
"Kazakhstan","2010","Not applicable","Not applicable","Percent","46.39728"
"Kenya","2009","Not applicable","Not applicable","Percent","13.21443"
"Kenya","2004","Not applicable","Not applicable","Percent","13.50743"
"Kenya","2001","Not applicable","Not applicable","Percent","30.65762"
"Kiribati","2012","Not applicable","Not applicable","Percent","0"
"Kyrgyzstan","2014","Not applicable","Not applicable","Percent","11.97895"
"Kyrgyzstan","2013","Not applicable","Not applicable","Percent","11.62738"
"Kyrgyzstan","2011","Not applicable","Not applicable","Percent","11.55951"
"Kyrgyzstan","2010","Not applicable","Not applicable","Percent","10.77123"
"Kyrgyzstan","2009","Not applicable","Not applicable","Percent","10.15914"
"Kyrgyzstan","2008","Not applicable","Not applicable","Percent","9.46666"
"Kyrgyzstan","2007","Not applicable","Not applicable","Percent","8.69037"
"Kyrgyzstan","2006","Not applicable","Not applicable","Percent","7.48555"
"Kyrgyzstan","2005","Not applicable","Not applicable","Percent","7.16955"
"Kyrgyzstan","2004","Not applicable","Not applicable","Percent","7.34904"
"Kyrgyzstan","2003","Not applicable","Not applicable","Percent","7.08255"
"Kyrgyzstan","2002","Not applicable","Not applicable","Percent","7.4138"
"Kyrgyzstan","1999","Not applicable","Not applicable","Percent","6.6498"
"Lao People's Democratic Republic","2014","Not applicable","Not applicable","Percent","30.55688"
"Lao People's Democratic Republic","2013","Not applicable","Not applicable","Percent","29.19208"
"Lao People's Democratic Republic","2012","Not applicable","Not applicable","Percent","27.75227"
"Lao People's Democratic Republic","2011","Not applicable","Not applicable","Percent","25.83724"
"Lao People's Democratic Republic","2010","Not applicable","Not applicable","Percent","28.23112"
"Lao People's Democratic Republic","2009","Not applicable","Not applicable","Percent","30.485"
"Lao People's Democratic Republic","2008","Not applicable","Not applicable","Percent","34.05659"
"Lao People's Democratic Republic","2007","Not applicable","Not applicable","Percent","23.51906"
"Lao People's Democratic Republic","2006","Not applicable","Not applicable","Percent","26.66972"
"Lao People's Democratic Republic","2005","Not applicable","Not applicable","Percent","30.85779"
"Lao People's Democratic Republic","2004","Not applicable","Not applicable","Percent","21.82464"
"Lao People's Democratic Republic","2003","Not applicable","Not applicable","Percent","24.39805"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Percent","23.4208"
"Lao People's Democratic Republic","2001","Not applicable","Not applicable","Percent","25.00448"
"Lao People's Democratic Republic","2000","Not applicable","Not applicable","Percent","23.37974"
"Lao People's Democratic Republic","1999","Not applicable","Not applicable","Percent","27.55879"
"Latvia","2014","Not applicable","Not applicable","Percent","92.25168"
"Latvia","2013","Not applicable","Not applicable","Percent","92.49741"
"Latvia","2012","Not applicable","Not applicable","Percent","92.70411"
"Latvia","2011","Not applicable","Not applicable","Percent","93.30226"
"Latvia","2010","Not applicable","Not applicable","Percent","93.77704"
"Latvia","2009","Not applicable","Not applicable","Percent","94.58918"
"Latvia","2008","Not applicable","Not applicable","Percent","95.10488"
"Latvia","2007","Not applicable","Not applicable","Percent","95.78755"
"Latvia","2006","Not applicable","Not applicable","Percent","96.09152"
"Latvia","2005","Not applicable","Not applicable","Percent","96.50284"
"Latvia","2004","Not applicable","Not applicable","Percent","97.95309"
"Latvia","2003","Not applicable","Not applicable","Percent","98.79859"
"Latvia","2002","Not applicable","Not applicable","Percent","99.21176"
"Lebanon","2014","Not applicable","Not applicable","Percent","60.61043"
"Lebanon","2013","Not applicable","Not applicable","Percent","60.92549"
"Lebanon","2012","Not applicable","Not applicable","Percent","59.87047"
"Lebanon","2011","Not applicable","Not applicable","Percent","60.76292"
"Lebanon","2010","Not applicable","Not applicable","Percent","57.94163"
"Lebanon","2009","Not applicable","Not applicable","Percent","56.01735"
"Lebanon","2008","Not applicable","Not applicable","Percent","54.31763"
"Lebanon","2007","Not applicable","Not applicable","Percent","53.35757"
"Lebanon","2006","Not applicable","Not applicable","Percent","51.02846"
"Lebanon","2005","Not applicable","Not applicable","Percent","49.54384"
"Lebanon","2004","Not applicable","Not applicable","Percent","49.28703"
"Lebanon","2003","Not applicable","Not applicable","Percent","47.05727"
"Lebanon","2002","Not applicable","Not applicable","Percent","45.94581"
"Lebanon","2001","Not applicable","Not applicable","Percent","42.08987"
"Lebanon","2000","Not applicable","Not applicable","Percent","42.40609"
"Lebanon","1999","Not applicable","Not applicable","Percent","43.42163"
"Lesotho","2014","Not applicable","Not applicable","Percent","15.53196"
"Lesotho","2013","Not applicable","Not applicable","Percent","14.62634"
"Lesotho","2012","Not applicable","Not applicable","Percent","13.72172"
"Lesotho","2006","Not applicable","Not applicable","Percent","0"
"Lesotho","2003","Not applicable","Not applicable","Percent","0"
"Lesotho","2002","Not applicable","Not applicable","Percent","0"
"Lesotho","2001","Not applicable","Not applicable","Percent","0"
"Lesotho","2000","Not applicable","Not applicable","Percent","0"
"Lesotho","1999","Not applicable","Not applicable","Percent","0"
"Liberia","2012","Not applicable","Not applicable","Percent","38.84192"
"Liberia","2010","Not applicable","Not applicable","Percent","38.84075"
"Libyan Arab Jamahiriya","2000","Not applicable","Not applicable","Percent","19.52768"
"Liechtenstein","2014","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2012","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2011","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2010","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2009","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2008","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2007","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2006","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2005","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2004","Not applicable","Not applicable","Percent","100"
"Liechtenstein","2003","Not applicable","Not applicable","Percent","100"
"Lithuania","2014","Not applicable","Not applicable","Percent","10.21572"
"Lithuania","2013","Not applicable","Not applicable","Percent","10.66345"
"Lithuania","2012","Not applicable","Not applicable","Percent","10.79993"
"Lithuania","2011","Not applicable","Not applicable","Percent","11.50136"
"Lithuania","2010","Not applicable","Not applicable","Percent","11.76225"
"Lithuania","2009","Not applicable","Not applicable","Percent","12.11327"
"Lithuania","2008","Not applicable","Not applicable","Percent","11.51357"
"Lithuania","2007","Not applicable","Not applicable","Percent","9.25821"
"Lithuania","2006","Not applicable","Not applicable","Percent","8.28037"
"Lithuania","2005","Not applicable","Not applicable","Percent","7.43226"
"Lithuania","2004","Not applicable","Not applicable","Percent","6.70222"
"Lithuania","2003","Not applicable","Not applicable","Percent","4.99147"
"Lithuania","2002","Not applicable","Not applicable","Percent","4.39417"
"Lithuania","2001","Not applicable","Not applicable","Percent","3.91324"
"Lithuania","2000","Not applicable","Not applicable","Percent","3.93999"
"Lithuania","1999","Not applicable","Not applicable","Percent","72.59796"
"Luxembourg","2012","Not applicable","Not applicable","Percent","93.44289"
"Luxembourg","2010","Not applicable","Not applicable","Percent","100"
"Luxembourg","2003","Not applicable","Not applicable","Percent","0"
"Luxembourg","2002","Not applicable","Not applicable","Percent","0"
"Macao Special Administrative Region of China","2014","Not applicable","Not applicable","Percent","53.97852"
"Macao Special Administrative Region of China","2013","Not applicable","Not applicable","Percent","52.88018"
"Macao Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","54.09639"
"Macao Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","62.96733"
"Macao Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","64.31673"
"Macao Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","65.43656"
"Macao Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","62.23482"
"Macao Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","61.01056"
"Macao Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","60.52982"
"Macao Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","62.77541"
"Macao Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","66.87084"
"Macao Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","71.47533"
"Macao Special Administrative Region of China","2002","Not applicable","Not applicable","Percent","70.87602"
"Macao Special Administrative Region of China","2001","Not applicable","Not applicable","Percent","62.10346"
"Macao Special Administrative Region of China","2000","Not applicable","Not applicable","Percent","34.61384"
"Madagascar","2013","Not applicable","Not applicable","Percent","24.74963"
"Madagascar","2010","Not applicable","Not applicable","Percent","22.91924"
"Madagascar","2009","Not applicable","Not applicable","Percent","22.2232"
"Madagascar","2008","Not applicable","Not applicable","Percent","18.42466"
"Madagascar","2007","Not applicable","Not applicable","Percent","14.04147"
