Region/Country/Area,Country/Area name,Year,Variables,Data values
620,Portugal,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),10.2
620,Portugal,2005,All staff compensation as % of total expenditure in public institutions (%),86.2
620,Portugal,2005,Capital expenditure as % of total expenditure in public institutions (%),3.6
620,Portugal,2005,Ratio of girls to boys in primary education,0.96
620,Portugal,2005,Ratio of girls to boys in lower secondary education,1.03
620,Portugal,2005,Ratio of girls to boys in upper secondary education,1.16
642,Romania,2005,Teachers at primary level,"57,099"
642,Romania,2005,Teachers at lower secondary level,"93,069"
642,Romania,2005,Teachers at upper secondary level,"68,482"
642,Romania,2005,Students enrolled in primary education (thousands),970
642,Romania,2005,Gross enrollment ratio - Primary (male),103
642,Romania,2005,Gross enrollment ratio - Primary (female),101.3
642,Romania,2005,Students enrolled in lower secondary education (thousands),"1,026"
642,Romania,2005,Gross enrollment ratio - Lower secondary level (male),82.2
642,Romania,2005,Gross enrollment ratio - Lower secondary level (female),80.4
642,Romania,2005,Students enrolled in upper secondary education (thousands),"1,063"
642,Romania,2005,Gross enrollment ratio - Upper secondary level (male),78.9
642,Romania,2005,Gross enrollment ratio - Upper secondary level (female),82.8
642,Romania,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),34.4
642,Romania,2005,All staff compensation as % of total expenditure in public institutions (%),59.1
642,Romania,2005,Capital expenditure as % of total expenditure in public institutions (%),6.5
642,Romania,2005,Ratio of girls to boys in primary education,0.98
642,Romania,2005,Ratio of girls to boys in lower secondary education,0.98
642,Romania,2005,Ratio of girls to boys in upper secondary education,1.05
643,Russian Federation,2005,Teachers at primary level,"317,023"
643,Russian Federation,2005,Teachers with minimum required qualifications at primary level,96.3
643,Russian Federation,2005,Students enrolled in primary education (thousands),"5,309"
643,Russian Federation,2005,Gross enrollment ratio - Primary (male),96.7
643,Russian Federation,2005,Gross enrollment ratio - Primary (female),96.3
643,Russian Federation,2005,Students enrolled in lower secondary education (thousands),"7,730"
643,Russian Federation,2005,Gross enrollment ratio - Lower secondary level (male),81.8
643,Russian Federation,2005,Gross enrollment ratio - Lower secondary level (female),82.2
643,Russian Federation,2005,Students enrolled in upper secondary education (thousands),"4,703"
643,Russian Federation,2005,Gross enrollment ratio - Upper secondary level (male),96.6
643,Russian Federation,2005,Gross enrollment ratio - Upper secondary level (female),92.4
643,Russian Federation,2005,Ratio of girls to boys in primary education,1
643,Russian Federation,2005,Ratio of girls to boys in lower secondary education,1
643,Russian Federation,2005,Ratio of girls to boys in upper secondary education,0.96
688,Serbia,2005,Teachers at upper secondary level,"26,776"
688,Serbia,2005,Students enrolled in primary education (thousands),325
688,Serbia,2005,Gross enrollment ratio - Primary (male),104
688,Serbia,2005,Gross enrollment ratio - Primary (female),104.4
688,Serbia,2005,Students enrolled in lower secondary education (thousands),335
688,Serbia,2005,Gross enrollment ratio - Lower secondary level (male),99.3
688,Serbia,2005,Gross enrollment ratio - Lower secondary level (female),98.6
688,Serbia,2005,Students enrolled in upper secondary education (thousands),298
688,Serbia,2005,Gross enrollment ratio - Upper secondary level (male),77.8
688,Serbia,2005,Gross enrollment ratio - Upper secondary level (female),83.7
688,Serbia,2005,Ratio of girls to boys in primary education,1
688,Serbia,2005,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2005,Ratio of girls to boys in upper secondary education,1.07
703,Slovakia,2005,Teachers at primary level,"13,849"
703,Slovakia,2005,Teachers at lower secondary level,"26,872"
703,Slovakia,2005,Teachers at upper secondary level,"23,654"
703,Slovakia,2005,Students enrolled in primary education (thousands),242
703,Slovakia,2005,Gross enrollment ratio - Primary (male),103.3
703,Slovakia,2005,Gross enrollment ratio - Primary (female),102.6
703,Slovakia,2005,Students enrolled in lower secondary education (thousands),360
703,Slovakia,2005,Gross enrollment ratio - Lower secondary level (male),98.5
703,Slovakia,2005,Gross enrollment ratio - Lower secondary level (female),97.5
703,Slovakia,2005,Students enrolled in upper secondary education (thousands),303
703,Slovakia,2005,Gross enrollment ratio - Upper secondary level (male),91
703,Slovakia,2005,Gross enrollment ratio - Upper secondary level (female),93.8
703,Slovakia,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),34.1
703,Slovakia,2005,All staff compensation as % of total expenditure in public institutions (%),60.2
703,Slovakia,2005,Capital expenditure as % of total expenditure in public institutions (%),5.6
703,Slovakia,2005,Ratio of girls to boys in primary education,0.99
703,Slovakia,2005,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2005,Ratio of girls to boys in upper secondary education,1.03
705,Slovenia,2005,Teachers at primary level,"6,156"
705,Slovenia,2005,Teachers at lower secondary level,"7,867"
705,Slovenia,2005,Teachers at upper secondary level,"8,306"
705,Slovenia,2005,Students enrolled in primary education (thousands),93
705,Slovenia,2005,Gross enrollment ratio - Primary (male),98.7
705,Slovenia,2005,Gross enrollment ratio - Primary (female),97.7
705,Slovenia,2005,Students enrolled in lower secondary education (thousands),81
705,Slovenia,2005,Gross enrollment ratio - Lower secondary level (male),96.2
705,Slovenia,2005,Gross enrollment ratio - Lower secondary level (female),95.7
705,Slovenia,2005,Students enrolled in upper secondary education (thousands),100
705,Slovenia,2005,Gross enrollment ratio - Upper secondary level (male),100.3
705,Slovenia,2005,Gross enrollment ratio - Upper secondary level (female),100.7
705,Slovenia,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),20.6
705,Slovenia,2005,All staff compensation as % of total expenditure in public institutions (%),69.4
705,Slovenia,2005,Capital expenditure as % of total expenditure in public institutions (%),10
705,Slovenia,2005,Ratio of girls to boys in primary education,0.99
705,Slovenia,2005,Ratio of girls to boys in lower secondary education,0.99
705,Slovenia,2005,Ratio of girls to boys in upper secondary education,1
724,Spain,2005,Teachers at primary level,"180,710"
724,Spain,2005,Teachers with minimum required qualifications at primary level,100
724,Spain,2005,Teachers at lower secondary level,"160,172"
724,Spain,2005,Teachers with minimum required qualifications at lower secondary level,100
724,Spain,2005,Teachers at upper secondary level,"119,858"
724,Spain,2005,Teachers with minimum required qualifications at upper secondary level,100
724,Spain,2005,Students enrolled in primary education (thousands),"2,485"
724,Spain,2005,Gross enrollment ratio - Primary (male),105
724,Spain,2005,Gross enrollment ratio - Primary (female),103.6
724,Spain,2005,Students enrolled in lower secondary education (thousands),"1,983"
724,Spain,2005,Gross enrollment ratio - Lower secondary level (male),114.2
724,Spain,2005,Gross enrollment ratio - Lower secondary level (female),114.7
724,Spain,2005,Students enrolled in upper secondary education (thousands),"1,125"
724,Spain,2005,Gross enrollment ratio - Upper secondary level (male),113.8
724,Spain,2005,Gross enrollment ratio - Upper secondary level (female),133.7
724,Spain,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),16.7
724,Spain,2005,All staff compensation as % of total expenditure in public institutions (%),73.5
724,Spain,2005,Capital expenditure as % of total expenditure in public institutions (%),9.8
724,Spain,2005,Ratio of girls to boys in primary education,0.99
724,Spain,2005,Ratio of girls to boys in lower secondary education,1
724,Spain,2005,Ratio of girls to boys in upper secondary education,1.15
752,Sweden,2005,Teachers at primary level,"65,516"
752,Sweden,2005,Teachers at lower secondary level,"38,262"
752,Sweden,2005,Teachers at upper secondary level,"37,863"
752,Sweden,2005,Students enrolled in primary education (thousands),658
752,Sweden,2005,Gross enrollment ratio - Primary (male),100.5
752,Sweden,2005,Gross enrollment ratio - Primary (female),100
752,Sweden,2005,Students enrolled in lower secondary education (thousands),387
752,Sweden,2005,Gross enrollment ratio - Lower secondary level (male),101.6
752,Sweden,2005,Gross enrollment ratio - Lower secondary level (female),101.3
752,Sweden,2005,Students enrolled in upper secondary education (thousands),349
752,Sweden,2005,Gross enrollment ratio - Upper secondary level (male),101.6
752,Sweden,2005,Gross enrollment ratio - Upper secondary level (female),101.3
752,Sweden,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),28.4
752,Sweden,2005,All staff compensation as % of total expenditure in public institutions (%),65
752,Sweden,2005,Capital expenditure as % of total expenditure in public institutions (%),6.6
752,Sweden,2005,Ratio of girls to boys in primary education,1
752,Sweden,2005,Ratio of girls to boys in lower secondary education,1
752,Sweden,2005,Ratio of girls to boys in upper secondary education,1
756,Switzerland,2005,Students enrolled in primary education (thousands),524
756,Switzerland,2005,Gross enrollment ratio - Primary (male),104.2
756,Switzerland,2005,Gross enrollment ratio - Primary (female),103.7
756,Switzerland,2005,Students enrolled in lower secondary education (thousands),297
756,Switzerland,2005,Gross enrollment ratio - Lower secondary level (male),109.9
756,Switzerland,2005,Gross enrollment ratio - Lower secondary level (female),112.6
756,Switzerland,2005,Students enrolled in upper secondary education (thousands),278
756,Switzerland,2005,Gross enrollment ratio - Upper secondary level (male),86
756,Switzerland,2005,Gross enrollment ratio - Upper secondary level (female),74.5
756,Switzerland,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),15.5
756,Switzerland,2005,All staff compensation as % of total expenditure in public institutions (%),75.3
756,Switzerland,2005,Capital expenditure as % of total expenditure in public institutions (%),9.1
756,Switzerland,2005,Ratio of girls to boys in primary education,1
756,Switzerland,2005,Ratio of girls to boys in lower secondary education,1.02
756,Switzerland,2005,Ratio of girls to boys in upper secondary education,0.87
804,Ukraine,2005,Teachers at primary level,"104,028"
804,Ukraine,2005,Teachers with minimum required qualifications at primary level,99.7
804,Ukraine,2005,Students enrolled in primary education (thousands),"1,946"
804,Ukraine,2005,Gross enrollment ratio - Primary (male),109.5
804,Ukraine,2005,Gross enrollment ratio - Primary (female),108.9
804,Ukraine,2005,Students enrolled in lower secondary education (thousands),"2,698"
804,Ukraine,2005,Gross enrollment ratio - Lower secondary level (male),98.8
804,Ukraine,2005,Gross enrollment ratio - Lower secondary level (female),89.9
804,Ukraine,2005,Students enrolled in upper secondary education (thousands),"1,345"
804,Ukraine,2005,Gross enrollment ratio - Upper secondary level (male),98.7
804,Ukraine,2005,Gross enrollment ratio - Upper secondary level (female),94.1
804,Ukraine,2005,Ratio of girls to boys in primary education,0.99
804,Ukraine,2005,Ratio of girls to boys in lower secondary education,0.91
804,Ukraine,2005,Ratio of girls to boys in upper secondary education,0.95
826,United Kingdom,2005,Teachers at primary level,"265,257"
826,United Kingdom,2005,Teachers at lower secondary level,"152,541"
826,United Kingdom,2005,Teachers at upper secondary level,"234,991"
826,United Kingdom,2005,Students enrolled in primary education (thousands),"4,635"
826,United Kingdom,2005,Gross enrollment ratio - Primary (male),105.8
826,United Kingdom,2005,Gross enrollment ratio - Primary (female),105.8
826,United Kingdom,2005,Students enrolled in lower secondary education (thousands),"2,347"
826,United Kingdom,2005,Gross enrollment ratio - Lower secondary level (male),101.1
826,United Kingdom,2005,Gross enrollment ratio - Lower secondary level (female),100.5
826,United Kingdom,2005,Students enrolled in upper secondary education (thousands),"3,414"
826,United Kingdom,2005,Gross enrollment ratio - Upper secondary level (male),107.7
826,United Kingdom,2005,Gross enrollment ratio - Upper secondary level (female),111
826,United Kingdom,2005,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),18.5
826,United Kingdom,2005,All staff compensation as % of total expenditure in public institutions (%),73.5
826,United Kingdom,2005,Capital expenditure as % of total expenditure in public institutions (%),8
826,United Kingdom,2005,Ratio of girls to boys in primary education,1
826,United Kingdom,2005,Ratio of girls to boys in lower secondary education,0.99
826,United Kingdom,2005,Ratio of girls to boys in upper secondary education,1.03
840,United States of America,2005,Gross enrollment ratio - Primary (male),102.4
840,United States of America,2005,Gross enrollment ratio - Primary (female),101.3
840,United States of America,2005,Gross enrollment ratio - Lower secondary level (male),101.6
840,United States of America,2005,Gross enrollment ratio - Lower secondary level (female),100
840,United States of America,2005,Gross enrollment ratio - Upper secondary level (male),86.6
840,United States of America,2005,Gross enrollment ratio - Upper secondary level (female),91.7
840,United States of America,2005,Ratio of girls to boys in primary education,0.99
840,United States of America,2005,Ratio of girls to boys in lower secondary education,0.99
840,United States of America,2005,Ratio of girls to boys in upper secondary education,1.06
8,Albania,2015,Teachers at primary level,"10,119"
8,Albania,2015,Teachers at lower secondary level,"14,658"
8,Albania,2015,Teachers at upper secondary level,"8,671"
8,Albania,2015,Students enrolled in primary education (thousands),188
8,Albania,2015,Gross enrollment ratio - Primary (male),115
8,Albania,2015,Gross enrollment ratio - Primary (female),111.5
8,Albania,2015,Students enrolled in lower secondary education (thousands),175
8,Albania,2015,Gross enrollment ratio - Lower secondary level (male),108.6
8,Albania,2015,Gross enrollment ratio - Lower secondary level (female),105.5
8,Albania,2015,Students enrolled in upper secondary education (thousands),140
8,Albania,2015,Gross enrollment ratio - Upper secondary level (male),105.3
8,Albania,2015,Gross enrollment ratio - Upper secondary level (female),91.5
8,Albania,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),12.5
8,Albania,2015,All staff compensation as % of total expenditure in public institutions (%),79.5
8,Albania,2015,Capital expenditure as % of total expenditure in public institutions (%),8.1
8,Albania,2015,Ratio of girls to boys in primary education,0.97
8,Albania,2015,Ratio of girls to boys in lower secondary education,0.97
8,Albania,2015,Ratio of girls to boys in upper secondary education,0.87
20,Andorra,2015,Teachers at primary level,419
20,Andorra,2015,Teachers with minimum required qualifications at primary level,100
20,Andorra,2015,Students enrolled in primary education (thousands),4
20,Andorra,2015,Gross enrollment ratio - Primary (male),89.6
20,Andorra,2015,Gross enrollment ratio - Primary (female),88.2
20,Andorra,2015,Students enrolled in lower secondary education (thousands),3
20,Andorra,2015,Gross enrollment ratio - Lower secondary level (male),97.7
20,Andorra,2015,Gross enrollment ratio - Lower secondary level (female),92.2
20,Andorra,2015,Students enrolled in upper secondary education (thousands),1
20,Andorra,2015,Gross enrollment ratio - Upper secondary level (male),83.8
20,Andorra,2015,Gross enrollment ratio - Upper secondary level (female),91.6
20,Andorra,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),63.6
20,Andorra,2015,Capital expenditure as % of total expenditure in public institutions (%),1.3
20,Andorra,2015,Ratio of girls to boys in primary education,0.98
20,Andorra,2015,Ratio of girls to boys in lower secondary education,0.94
20,Andorra,2015,Ratio of girls to boys in upper secondary education,1.09
36,Australia,2015,Students enrolled in primary education (thousands),"2,141"
36,Australia,2015,Gross enrollment ratio - Primary (male),101.7
36,Australia,2015,Gross enrollment ratio - Primary (female),101.6
36,Australia,2015,Students enrolled in lower secondary education (thousands),"1,408"
36,Australia,2015,Gross enrollment ratio - Lower secondary level (male),132.3
36,Australia,2015,Gross enrollment ratio - Lower secondary level (female),117.2
36,Australia,2015,Students enrolled in upper secondary education (thousands),"1,301"
36,Australia,2015,Gross enrollment ratio - Upper secondary level (male),243.9
36,Australia,2015,Gross enrollment ratio - Upper secondary level (female),207
36,Australia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),27.1
36,Australia,2015,All staff compensation as % of total expenditure in public institutions (%),65.2
36,Australia,2015,Capital expenditure as % of total expenditure in public institutions (%),7.7
36,Australia,2015,Basic access to computers by level of education: Primary,100
36,Australia,2015,Basic access to computers by level of education: Lower secondary,100
36,Australia,2015,Basic access to computers by level of education: Upper secondary,100
36,Australia,2015,Ratio of girls to boys in primary education,1
36,Australia,2015,Ratio of girls to boys in lower secondary education,0.89
36,Australia,2015,Ratio of girls to boys in upper secondary education,0.85
40,Austria,2015,Teachers at primary level,"30,972"
40,Austria,2015,Teachers at lower secondary level,"42,227"
40,Austria,2015,Teachers at upper secondary level,"29,936"
40,Austria,2015,Students enrolled in primary education (thousands),328
40,Austria,2015,Gross enrollment ratio - Primary (male),101.7
40,Austria,2015,Gross enrollment ratio - Primary (female),100.4
40,Austria,2015,Students enrolled in lower secondary education (thousands),334
40,Austria,2015,Gross enrollment ratio - Lower secondary level (male),100.8
40,Austria,2015,Gross enrollment ratio - Lower secondary level (female),100.6
40,Austria,2015,Students enrolled in upper secondary education (thousands),358
40,Austria,2015,Gross enrollment ratio - Upper secondary level (male),105.1
40,Austria,2015,Gross enrollment ratio - Upper secondary level (female),98.8
40,Austria,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.2
40,Austria,2015,All staff compensation as % of total expenditure in public institutions (%),68.3
40,Austria,2015,Capital expenditure as % of total expenditure in public institutions (%),5.5
40,Austria,2015,Basic access to computers by level of education: Primary,100
40,Austria,2015,Basic access to computers by level of education: Lower secondary,100
40,Austria,2015,Basic access to computers by level of education: Upper secondary,100
40,Austria,2015,Ratio of girls to boys in primary education,0.99
40,Austria,2015,Ratio of girls to boys in lower secondary education,1
40,Austria,2015,Ratio of girls to boys in upper secondary education,0.94
53,Australia and New Zealand,2015,Students enrolled in primary education (thousands),"2,509"
53,Australia and New Zealand,2015,Gross enrollment ratio - Primary (male),101.2
53,Australia and New Zealand,2015,Gross enrollment ratio - Primary (female),101.2
53,Australia and New Zealand,2015,Students enrolled in lower secondary education (thousands),"1,651"
53,Australia and New Zealand,2015,Gross enrollment ratio - Lower secondary level (male),127.1
53,Australia and New Zealand,2015,Gross enrollment ratio - Lower secondary level (female),114.6
53,Australia and New Zealand,2015,Students enrolled in upper secondary education (thousands),"1,546"
53,Australia and New Zealand,2015,Gross enrollment ratio - Upper secondary level (male),214.4
53,Australia and New Zealand,2015,Gross enrollment ratio - Upper secondary level (female),190.3
53,Australia and New Zealand,2015,Ratio of girls to boys in primary education,1
53,Australia and New Zealand,2015,Ratio of girls to boys in lower secondary education,0.9
53,Australia and New Zealand,2015,Ratio of girls to boys in upper secondary education,0.89
56,Belgium,2015,Teachers at primary level,"69,681"
56,Belgium,2015,Teachers at lower secondary level,"47,829"
56,Belgium,2015,Teachers at upper secondary level,"81,393"
56,Belgium,2015,Students enrolled in primary education (thousands),783
56,Belgium,2015,Gross enrollment ratio - Primary (male),102.2
56,Belgium,2015,Gross enrollment ratio - Primary (female),102.3
56,Belgium,2015,Students enrolled in lower secondary education (thousands),445
56,Belgium,2015,Gross enrollment ratio - Lower secondary level (male),177.2
56,Belgium,2015,Gross enrollment ratio - Lower secondary level (female),188
56,Belgium,2015,Students enrolled in upper secondary education (thousands),773
56,Belgium,2015,Gross enrollment ratio - Upper secondary level (male),142.4
56,Belgium,2015,Gross enrollment ratio - Upper secondary level (female),168.4
56,Belgium,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13.9
56,Belgium,2015,All staff compensation as % of total expenditure in public institutions (%),81
56,Belgium,2015,Capital expenditure as % of total expenditure in public institutions (%),5
56,Belgium,2015,Basic access to computers by level of education: Primary,100
56,Belgium,2015,Basic access to computers by level of education: Upper secondary,100
56,Belgium,2015,Ratio of girls to boys in primary education,1
56,Belgium,2015,Ratio of girls to boys in lower secondary education,1.06
56,Belgium,2015,Ratio of girls to boys in upper secondary education,1.15
70,Bosnia and Herzegovina,2015,Teachers at primary level,"9,475"
70,Bosnia and Herzegovina,2015,Teachers at lower secondary level,"14,631"
70,Bosnia and Herzegovina,2015,Teachers at upper secondary level,"12,774"
70,Bosnia and Herzegovina,2015,Students enrolled in primary education (thousands),163
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Primary (male),91.6
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Primary (female),90.7
70,Bosnia and Herzegovina,2015,Students enrolled in lower secondary education (thousands),134
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Lower secondary level (male),90.2
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Lower secondary level (female),88.5
70,Bosnia and Herzegovina,2015,Students enrolled in upper secondary education (thousands),144
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Upper secondary level (male),76.7
70,Bosnia and Herzegovina,2015,Gross enrollment ratio - Upper secondary level (female),79.3
70,Bosnia and Herzegovina,2015,Ratio of girls to boys in primary education,0.99
70,Bosnia and Herzegovina,2015,Ratio of girls to boys in lower secondary education,0.98
70,Bosnia and Herzegovina,2015,Ratio of girls to boys in upper secondary education,1.03
100,Bulgaria,2015,Students enrolled in primary education (thousands),262
100,Bulgaria,2015,Gross enrollment ratio - Primary (male),99.2
100,Bulgaria,2015,Gross enrollment ratio - Primary (female),98.3
100,Bulgaria,2015,Students enrolled in lower secondary education (thousands),224
100,Bulgaria,2015,Gross enrollment ratio - Lower secondary level (male),122.5
100,Bulgaria,2015,Gross enrollment ratio - Lower secondary level (female),117.2
100,Bulgaria,2015,Students enrolled in upper secondary education (thousands),278
100,Bulgaria,2015,Gross enrollment ratio - Upper secondary level (male),89.2
100,Bulgaria,2015,Gross enrollment ratio - Upper secondary level (female),87.3
100,Bulgaria,2015,Basic access to computers by level of education: Primary,43.3
100,Bulgaria,2015,Ratio of girls to boys in primary education,0.99
100,Bulgaria,2015,Ratio of girls to boys in lower secondary education,0.96
100,Bulgaria,2015,Ratio of girls to boys in upper secondary education,0.98
112,Belarus,2015,Teachers at primary level,"22,029"
112,Belarus,2015,Teachers with minimum required qualifications at primary level,99.4
112,Belarus,2015,Teachers at lower secondary level,"53,875"
112,Belarus,2015,Teachers with minimum required qualifications at lower secondary level,98
112,Belarus,2015,Teachers at upper secondary level,"23,153"
112,Belarus,2015,Teachers with minimum required qualifications at upper secondary level,91.5
112,Belarus,2015,Students enrolled in primary education (thousands),387
112,Belarus,2015,Gross enrollment ratio - Primary (male),96.8
112,Belarus,2015,Gross enrollment ratio - Primary (female),95.3
112,Belarus,2015,Students enrolled in lower secondary education (thousands),445
112,Belarus,2015,Gross enrollment ratio - Lower secondary level (male),95
112,Belarus,2015,Gross enrollment ratio - Lower secondary level (female),93.2
112,Belarus,2015,Students enrolled in upper secondary education (thousands),200
112,Belarus,2015,Gross enrollment ratio - Upper secondary level (male),108.9
112,Belarus,2015,Gross enrollment ratio - Upper secondary level (female),103
112,Belarus,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.4
112,Belarus,2015,All staff compensation as % of total expenditure in public institutions (%),68.9
112,Belarus,2015,Capital expenditure as % of total expenditure in public institutions (%),4.8
112,Belarus,2015,Ratio of girls to boys in primary education,0.98
112,Belarus,2015,Ratio of girls to boys in lower secondary education,0.98
112,Belarus,2015,Ratio of girls to boys in upper secondary education,0.95
124,Canada,2015,Teachers at upper secondary level,"169,282"
124,Canada,2015,Students enrolled in primary education (thousands),"2,304"
124,Canada,2015,Gross enrollment ratio - Primary (male),100.1
124,Canada,2015,Gross enrollment ratio - Primary (female),99.5
124,Canada,2015,Students enrolled in lower secondary education (thousands),"1,152"
124,Canada,2015,Gross enrollment ratio - Lower secondary level (male),101.1
124,Canada,2015,Gross enrollment ratio - Lower secondary level (female),100.4
124,Canada,2015,Students enrolled in upper secondary education (thousands),"1,490"
124,Canada,2015,Gross enrollment ratio - Upper secondary level (male),121.4
124,Canada,2015,Gross enrollment ratio - Upper secondary level (female),123.5
124,Canada,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),22.8
124,Canada,2015,All staff compensation as % of total expenditure in public institutions (%),69.4
124,Canada,2015,Capital expenditure as % of total expenditure in public institutions (%),7.8
124,Canada,2015,Basic access to computers by level of education: Primary,78.1
124,Canada,2015,Ratio of girls to boys in primary education,0.99
124,Canada,2015,Ratio of girls to boys in lower secondary education,0.99
124,Canada,2015,Ratio of girls to boys in upper secondary education,1.02
156,China,2015,Teachers at primary level,"5,889,014"
156,China,2015,Teachers at lower secondary level,"3,565,616"
156,China,2015,Teachers at upper secondary level,"2,668,508"
156,China,2015,Students enrolled in primary education (thousands),"95,958"
156,China,2015,Gross enrollment ratio - Primary (male),96.6
156,China,2015,Gross enrollment ratio - Primary (female),97.8
156,China,2015,Students enrolled in lower secondary education (thousands),"44,411"
156,China,2015,Students enrolled in upper secondary education (thousands),"41,716"
156,China,2015,Gross enrollment ratio - Upper secondary level (male),83.1
156,China,2015,Gross enrollment ratio - Upper secondary level (female),89
156,China,2015,Ratio of girls to boys in primary education,1.01
156,China,2015,Ratio of girls to boys in upper secondary education,1.07
191,Croatia,2015,Teachers at primary level,"11,849"
191,Croatia,2015,Teachers at lower secondary level,"22,996"
191,Croatia,2015,Teachers at upper secondary level,"28,218"
191,Croatia,2015,Students enrolled in primary education (thousands),162
191,Croatia,2015,Gross enrollment ratio - Primary (male),98.5
191,Croatia,2015,Gross enrollment ratio - Primary (female),99
191,Croatia,2015,Students enrolled in lower secondary education (thousands),179
191,Croatia,2015,Gross enrollment ratio - Lower secondary level (male),106.5
191,Croatia,2015,Gross enrollment ratio - Lower secondary level (female),110.7
191,Croatia,2015,Students enrolled in upper secondary education (thousands),182
191,Croatia,2015,Gross enrollment ratio - Upper secondary level (male),91.7
191,Croatia,2015,Gross enrollment ratio - Upper secondary level (female),96.5
191,Croatia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),26.3
191,Croatia,2015,All staff compensation as % of total expenditure in public institutions (%),69.3
191,Croatia,2015,Capital expenditure as % of total expenditure in public institutions (%),4.4
191,Croatia,2015,Basic access to computers by level of education: Primary,13.5
191,Croatia,2015,Ratio of girls to boys in primary education,1.01
191,Croatia,2015,Ratio of girls to boys in lower secondary education,1.04
191,Croatia,2015,Ratio of girls to boys in upper secondary education,1.05
196,Cyprus,2015,Teachers at primary level,"4,513"
196,Cyprus,2015,Teachers at lower secondary level,"2,580"
196,Cyprus,2015,Teachers at upper secondary level,"2,941"
196,Cyprus,2015,Students enrolled in primary education (thousands),54
196,Cyprus,2015,Gross enrollment ratio - Primary (male),99.3
196,Cyprus,2015,Gross enrollment ratio - Primary (female),99.3
196,Cyprus,2015,Students enrolled in lower secondary education (thousands),27
196,Cyprus,2015,Gross enrollment ratio - Lower secondary level (male),100
196,Cyprus,2015,Gross enrollment ratio - Lower secondary level (female),99.2
196,Cyprus,2015,Students enrolled in upper secondary education (thousands),30
196,Cyprus,2015,Gross enrollment ratio - Upper secondary level (male),100.3
196,Cyprus,2015,Gross enrollment ratio - Upper secondary level (female),99.6
196,Cyprus,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),13
196,Cyprus,2015,All staff compensation as % of total expenditure in public institutions (%),82.9
196,Cyprus,2015,Capital expenditure as % of total expenditure in public institutions (%),4.1
196,Cyprus,2015,Basic access to computers by level of education: Primary,87.9
196,Cyprus,2015,Ratio of girls to boys in primary education,1
196,Cyprus,2015,Ratio of girls to boys in lower secondary education,0.99
196,Cyprus,2015,Ratio of girls to boys in upper secondary education,0.99
203,Czechia,2015,Students enrolled in primary education (thousands),535
203,Czechia,2015,Gross enrollment ratio - Primary (male),96.8
203,Czechia,2015,Gross enrollment ratio - Primary (female),97.1
203,Czechia,2015,Students enrolled in lower secondary education (thousands),370
203,Czechia,2015,Gross enrollment ratio - Lower secondary level (male),99.7
203,Czechia,2015,Gross enrollment ratio - Lower secondary level (female),100.1
203,Czechia,2015,Students enrolled in upper secondary education (thousands),400
203,Czechia,2015,Gross enrollment ratio - Upper secondary level (male),108.9
203,Czechia,2015,Gross enrollment ratio - Upper secondary level (female),110.7
203,Czechia,2015,Current expenditure other than staff compensation as % of total expenditure in public institutions (%),56.6
203,Czechia,2015,All staff compensation as % of total expenditure in public institutions (%),35.5
203,Czechia,2015,Capital expenditure as % of total expenditure in public institutions (%),7.9
203,Czechia,2015,Basic access to computers by level of education: Primary,96.7
203,Czechia,2015,Basic access to computers by level of education: Lower secondary,100
203,Czechia,2015,Basic access to computers by level of education: Upper secondary,100
203,Czechia,2015,Ratio of girls to boys in primary education,1
203,Czechia,2015,Ratio of girls to boys in lower secondary education,1
203,Czechia,2015,Ratio of girls to boys in upper secondary education,1.02
208,Denmark,2015,Students enrolled in primary education (thousands),469
208,Denmark,2015,Gross enrollment ratio - Primary (male),101.4
208,Denmark,2015,Gross enrollment ratio - Primary (female),100.4
208,Denmark,2015,Students enrolled in lower secondary education (thousands),242
208,Denmark,2015,Gross enrollment ratio - Lower secondary level (male),118.9
208,Denmark,2015,Gross enrollment ratio - Lower secondary level (female),118.7
208,Denmark,2015,Students enrolled in upper secondary education (thousands),312
