Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
348,Hungary,2015,Ratio of girls to boys in upper secondary education,1.02
348,Hungary,2020,Ratio of girls to boys in upper secondary education,0.99
348,Hungary,2021,Ratio of girls to boys in upper secondary education,1.0
352,Iceland,1995,Ratio of girls to boys in primary education,1.0
352,Iceland,2005,Ratio of girls to boys in primary education,0.98
352,Iceland,2010,Ratio of girls to boys in primary education,1.0
352,Iceland,2015,Ratio of girls to boys in primary education,1.0
352,Iceland,2020,Ratio of girls to boys in primary education,1.0
352,Iceland,2021,Ratio of girls to boys in primary education,1.0
352,Iceland,1995,Ratio of girls to boys in lower secondary education,1.0
352,Iceland,2005,Ratio of girls to boys in lower secondary education,1.0
352,Iceland,2010,Ratio of girls to boys in lower secondary education,0.99
352,Iceland,2015,Ratio of girls to boys in lower secondary education,0.99
352,Iceland,2020,Ratio of girls to boys in lower secondary education,1.0
352,Iceland,2021,Ratio of girls to boys in lower secondary education,1.0
352,Iceland,1995,Ratio of girls to boys in upper secondary education,0.96
352,Iceland,2005,Ratio of girls to boys in upper secondary education,1.03
352,Iceland,2010,Ratio of girls to boys in upper secondary education,1.04
352,Iceland,2015,Ratio of girls to boys in upper secondary education,1.02
352,Iceland,2020,Ratio of girls to boys in upper secondary education,0.95
352,Iceland,2021,Ratio of girls to boys in upper secondary education,0.94
356,India,1995,Ratio of girls to boys in primary education,0.81
356,India,2010,Ratio of girls to boys in primary education,1.01
356,India,2015,Ratio of girls to boys in primary education,1.02
356,India,2020,Ratio of girls to boys in primary education,1.01
356,India,2021,Ratio of girls to boys in primary education,1.0
356,India,2022,Ratio of girls to boys in primary education,1.0
356,India,1995,Ratio of girls to boys in lower secondary education,0.7
356,India,2005,Ratio of girls to boys in lower secondary education,0.87
356,India,2010,Ratio of girls to boys in lower secondary education,0.96
356,India,2015,Ratio of girls to boys in lower secondary education,1.04
356,India,2020,Ratio of girls to boys in lower secondary education,1.03
356,India,2021,Ratio of girls to boys in lower secondary education,1.02
356,India,2022,Ratio of girls to boys in lower secondary education,1.02
356,India,1995,Ratio of girls to boys in upper secondary education,0.56
356,India,2005,Ratio of girls to boys in upper secondary education,0.76
356,India,2010,Ratio of girls to boys in upper secondary education,0.88
356,India,2015,Ratio of girls to boys in upper secondary education,0.95
356,India,2020,Ratio of girls to boys in upper secondary education,0.93
356,India,2021,Ratio of girls to boys in upper secondary education,0.89
356,India,2022,Ratio of girls to boys in upper secondary education,0.95
372,Ireland,1995,Ratio of girls to boys in primary education,1.0
372,Ireland,2005,Ratio of girls to boys in primary education,1.0
372,Ireland,2010,Ratio of girls to boys in primary education,1.0
372,Ireland,2015,Ratio of girls to boys in primary education,1.0
372,Ireland,2020,Ratio of girls to boys in primary education,1.0
372,Ireland,2021,Ratio of girls to boys in primary education,1.01
372,Ireland,1995,Ratio of girls to boys in lower secondary education,1.02
372,Ireland,2005,Ratio of girls to boys in lower secondary education,1.04
372,Ireland,2010,Ratio of girls to boys in lower secondary education,1.02
372,Ireland,2015,Ratio of girls to boys in lower secondary education,1.0
372,Ireland,2020,Ratio of girls to boys in lower secondary education,1.03
372,Ireland,2021,Ratio of girls to boys in lower secondary education,1.02
372,Ireland,1995,Ratio of girls to boys in upper secondary education,1.09
372,Ireland,2005,Ratio of girls to boys in upper secondary education,1.13
372,Ireland,2010,Ratio of girls to boys in upper secondary education,1.1
372,Ireland,2015,Ratio of girls to boys in upper secondary education,1.06
372,Ireland,2020,Ratio of girls to boys in upper secondary education,1.14
372,Ireland,2021,Ratio of girls to boys in upper secondary education,1.15
380,Italy,1995,Ratio of girls to boys in primary education,0.98
380,Italy,2005,Ratio of girls to boys in primary education,0.99
380,Italy,2010,Ratio of girls to boys in primary education,0.99
380,Italy,2015,Ratio of girls to boys in primary education,1.0
380,Italy,2020,Ratio of girls to boys in primary education,1.0
380,Italy,2021,Ratio of girls to boys in primary education,0.99
380,Italy,1995,Ratio of girls to boys in lower secondary education,0.95
380,Italy,2005,Ratio of girls to boys in lower secondary education,0.97
380,Italy,2010,Ratio of girls to boys in lower secondary education,0.98
380,Italy,2015,Ratio of girls to boys in lower secondary education,0.97
380,Italy,2020,Ratio of girls to boys in lower secondary education,0.98
380,Italy,2021,Ratio of girls to boys in lower secondary education,0.98
380,Italy,1995,Ratio of girls to boys in upper secondary education,1.02
380,Italy,2005,Ratio of girls to boys in upper secondary education,1.01
380,Italy,2010,Ratio of girls to boys in upper secondary education,1.0
380,Italy,2015,Ratio of girls to boys in upper secondary education,1.0
380,Italy,2020,Ratio of girls to boys in upper secondary education,0.99
380,Italy,2021,Ratio of girls to boys in upper secondary education,0.99
392,Japan,1995,Ratio of girls to boys in primary education,1.0
392,Japan,2015,Ratio of girls to boys in primary education,1.0
392,Japan,2020,Ratio of girls to boys in primary education,1.0
392,Japan,2021,Ratio of girls to boys in primary education,1.0
392,Japan,1995,Ratio of girls to boys in lower secondary education,0.99
392,Japan,2015,Ratio of girls to boys in lower secondary education,1.0
392,Japan,2020,Ratio of girls to boys in lower secondary education,1.0
392,Japan,2021,Ratio of girls to boys in lower secondary education,1.0
392,Japan,1995,Ratio of girls to boys in upper secondary education,1.03
392,Japan,2015,Ratio of girls to boys in upper secondary education,1.0
392,Japan,2020,Ratio of girls to boys in upper secondary education,1.0
392,Japan,2021,Ratio of girls to boys in upper secondary education,1.01
428,Latvia,1995,Ratio of girls to boys in primary education,0.94
428,Latvia,2005,Ratio of girls to boys in primary education,0.98
428,Latvia,2010,Ratio of girls to boys in primary education,0.98
428,Latvia,2015,Ratio of girls to boys in primary education,1.0
428,Latvia,2020,Ratio of girls to boys in primary education,1.0
428,Latvia,2021,Ratio of girls to boys in primary education,1.0
428,Latvia,2022,Ratio of girls to boys in primary education,1.0
428,Latvia,1995,Ratio of girls to boys in lower secondary education,0.98
428,Latvia,2005,Ratio of girls to boys in lower secondary education,0.96
428,Latvia,2010,Ratio of girls to boys in lower secondary education,0.96
428,Latvia,2015,Ratio of girls to boys in lower secondary education,0.97
428,Latvia,2020,Ratio of girls to boys in lower secondary education,0.99
428,Latvia,2021,Ratio of girls to boys in lower secondary education,1.0
428,Latvia,2022,Ratio of girls to boys in lower secondary education,0.99
428,Latvia,1995,Ratio of girls to boys in upper secondary education,1.15
428,Latvia,2005,Ratio of girls to boys in upper secondary education,1.04
428,Latvia,2010,Ratio of girls to boys in upper secondary education,1.01
428,Latvia,2015,Ratio of girls to boys in upper secondary education,0.99
428,Latvia,2020,Ratio of girls to boys in upper secondary education,1.02
428,Latvia,2021,Ratio of girls to boys in upper secondary education,1.03
428,Latvia,2022,Ratio of girls to boys in upper secondary education,1.02
438,Liechtenstein,2005,Ratio of girls to boys in primary education,1.02
438,Liechtenstein,2010,Ratio of girls to boys in primary education,0.94
438,Liechtenstein,2015,Ratio of girls to boys in primary education,0.98
438,Liechtenstein,2020,Ratio of girls to boys in primary education,0.97
438,Liechtenstein,2021,Ratio of girls to boys in primary education,0.98
438,Liechtenstein,2005,Ratio of girls to boys in lower secondary education,0.99
438,Liechtenstein,2010,Ratio of girls to boys in lower secondary education,1.0
438,Liechtenstein,2015,Ratio of girls to boys in lower secondary education,0.92
438,Liechtenstein,2020,Ratio of girls to boys in lower secondary education,0.97
438,Liechtenstein,2021,Ratio of girls to boys in lower secondary education,0.97
438,Liechtenstein,2005,Ratio of girls to boys in upper secondary education,0.77
438,Liechtenstein,2010,Ratio of girls to boys in upper secondary education,0.7
438,Liechtenstein,2015,Ratio of girls to boys in upper secondary education,0.66
438,Liechtenstein,2020,Ratio of girls to boys in upper secondary education,0.76
438,Liechtenstein,2021,Ratio of girls to boys in upper secondary education,0.75
440,Lithuania,1995,Ratio of girls to boys in primary education,0.94
440,Lithuania,2005,Ratio of girls to boys in primary education,0.99
440,Lithuania,2010,Ratio of girls to boys in primary education,0.99
440,Lithuania,2015,Ratio of girls to boys in primary education,1.0
440,Lithuania,2020,Ratio of girls to boys in primary education,1.0
440,Lithuania,2021,Ratio of girls to boys in primary education,1.0
440,Lithuania,2005,Ratio of girls to boys in lower secondary education,0.98
440,Lithuania,2010,Ratio of girls to boys in lower secondary education,0.97
440,Lithuania,2015,Ratio of girls to boys in lower secondary education,0.96
440,Lithuania,2020,Ratio of girls to boys in lower secondary education,0.98
440,Lithuania,2021,Ratio of girls to boys in lower secondary education,0.99
440,Lithuania,2005,Ratio of girls to boys in upper secondary education,1.05
440,Lithuania,2010,Ratio of girls to boys in upper secondary education,1.01
440,Lithuania,2015,Ratio of girls to boys in upper secondary education,0.95
440,Lithuania,2020,Ratio of girls to boys in upper secondary education,0.96
440,Lithuania,2021,Ratio of girls to boys in upper secondary education,0.95
442,Luxembourg,2005,Ratio of girls to boys in primary education,1.0
442,Luxembourg,2010,Ratio of girls to boys in primary education,1.01
442,Luxembourg,2015,Ratio of girls to boys in primary education,1.0
442,Luxembourg,2020,Ratio of girls to boys in primary education,1.0
442,Luxembourg,2021,Ratio of girls to boys in primary education,1.0
442,Luxembourg,1995,Ratio of girls to boys in lower secondary education,1.06
442,Luxembourg,2005,Ratio of girls to boys in lower secondary education,1.04
442,Luxembourg,2010,Ratio of girls to boys in lower secondary education,1.02
442,Luxembourg,2015,Ratio of girls to boys in lower secondary education,1.01
442,Luxembourg,2020,Ratio of girls to boys in lower secondary education,0.96
442,Luxembourg,2021,Ratio of girls to boys in lower secondary education,0.94
442,Luxembourg,1995,Ratio of girls to boys in upper secondary education,0.96
442,Luxembourg,2005,Ratio of girls to boys in upper secondary education,1.08
442,Luxembourg,2010,Ratio of girls to boys in upper secondary education,1.04
442,Luxembourg,2015,Ratio of girls to boys in upper secondary education,1.06
442,Luxembourg,2020,Ratio of girls to boys in upper secondary education,1.06
442,Luxembourg,2021,Ratio of girls to boys in upper secondary education,1.08
470,Malta,1995,Ratio of girls to boys in primary education,0.98
470,Malta,2005,Ratio of girls to boys in primary education,0.98
470,Malta,2010,Ratio of girls to boys in primary education,0.99
470,Malta,2015,Ratio of girls to boys in primary education,1.03
470,Malta,2020,Ratio of girls to boys in primary education,0.99
470,Malta,2021,Ratio of girls to boys in primary education,0.99
470,Malta,2022,Ratio of girls to boys in primary education,1.0
470,Malta,2005,Ratio of girls to boys in lower secondary education,1.02
470,Malta,2010,Ratio of girls to boys in lower secondary education,0.97
470,Malta,2015,Ratio of girls to boys in lower secondary education,0.99
470,Malta,2020,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2021,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2022,Ratio of girls to boys in lower secondary education,0.98
470,Malta,2005,Ratio of girls to boys in upper secondary education,0.81
470,Malta,2010,Ratio of girls to boys in upper secondary education,0.76
470,Malta,2015,Ratio of girls to boys in upper secondary education,1.09
470,Malta,2020,Ratio of girls to boys in upper secondary education,1.06
470,Malta,2021,Ratio of girls to boys in upper secondary education,1.03
470,Malta,2022,Ratio of girls to boys in upper secondary education,1.03
484,Mexico,1995,Ratio of girls to boys in primary education,0.96
484,Mexico,2005,Ratio of girls to boys in primary education,0.98
484,Mexico,2010,Ratio of girls to boys in primary education,0.99
484,Mexico,2015,Ratio of girls to boys in primary education,0.99
484,Mexico,2020,Ratio of girls to boys in primary education,1.0
484,Mexico,2021,Ratio of girls to boys in primary education,1.0
484,Mexico,2022,Ratio of girls to boys in primary education,1.0
484,Mexico,1995,Ratio of girls to boys in lower secondary education,0.98
484,Mexico,2005,Ratio of girls to boys in lower secondary education,1.07
484,Mexico,2010,Ratio of girls to boys in lower secondary education,1.08
484,Mexico,2015,Ratio of girls to boys in lower secondary education,1.09
484,Mexico,2020,Ratio of girls to boys in lower secondary education,1.1
484,Mexico,2021,Ratio of girls to boys in lower secondary education,1.11
484,Mexico,2022,Ratio of girls to boys in lower secondary education,1.12
484,Mexico,1995,Ratio of girls to boys in upper secondary education,0.97
484,Mexico,2005,Ratio of girls to boys in upper secondary education,1.05
484,Mexico,2010,Ratio of girls to boys in upper secondary education,1.06
484,Mexico,2015,Ratio of girls to boys in upper secondary education,1.03
484,Mexico,2020,Ratio of girls to boys in upper secondary education,1.08
484,Mexico,2021,Ratio of girls to boys in upper secondary education,1.1
484,Mexico,2022,Ratio of girls to boys in upper secondary education,1.13
499,Montenegro,2005,Ratio of girls to boys in primary education,0.96
499,Montenegro,2010,Ratio of girls to boys in primary education,0.96
499,Montenegro,2015,Ratio of girls to boys in primary education,0.97
499,Montenegro,2020,Ratio of girls to boys in primary education,0.99
499,Montenegro,2021,Ratio of girls to boys in primary education,1.0
499,Montenegro,2022,Ratio of girls to boys in primary education,1.0
499,Montenegro,2005,Ratio of girls to boys in lower secondary education,0.96
499,Montenegro,2010,Ratio of girls to boys in lower secondary education,0.96
499,Montenegro,2015,Ratio of girls to boys in lower secondary education,0.97
499,Montenegro,2020,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2021,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2022,Ratio of girls to boys in lower secondary education,0.98
499,Montenegro,2005,Ratio of girls to boys in upper secondary education,1.02
499,Montenegro,2010,Ratio of girls to boys in upper secondary education,1.02
499,Montenegro,2015,Ratio of girls to boys in upper secondary education,0.97
499,Montenegro,2020,Ratio of girls to boys in upper secondary education,1.0
499,Montenegro,2021,Ratio of girls to boys in upper secondary education,1.0
499,Montenegro,2022,Ratio of girls to boys in upper secondary education,1.03
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in primary education,0.98
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in primary education,0.97
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in primary education,0.99
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in lower secondary education,0.98
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in lower secondary education,0.96
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in lower secondary education,0.96
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in lower secondary education,0.95
528,Netherlands (Kingdom of the),1995,Ratio of girls to boys in upper secondary education,0.92
528,Netherlands (Kingdom of the),2005,Ratio of girls to boys in upper secondary education,1.01
528,Netherlands (Kingdom of the),2010,Ratio of girls to boys in upper secondary education,1.03
528,Netherlands (Kingdom of the),2015,Ratio of girls to boys in upper secondary education,1.06
528,Netherlands (Kingdom of the),2020,Ratio of girls to boys in upper secondary education,1.06
528,Netherlands (Kingdom of the),2021,Ratio of girls to boys in upper secondary education,1.06
554,New Zealand,1995,Ratio of girls to boys in primary education,1.0
554,New Zealand,2005,Ratio of girls to boys in primary education,0.99
554,New Zealand,2010,Ratio of girls to boys in primary education,1.0
554,New Zealand,2015,Ratio of girls to boys in primary education,1.0
554,New Zealand,2020,Ratio of girls to boys in primary education,1.0
554,New Zealand,2021,Ratio of girls to boys in primary education,1.0
554,New Zealand,1995,Ratio of girls to boys in lower secondary education,1.0
554,New Zealand,2005,Ratio of girls to boys in lower secondary education,0.99
554,New Zealand,2010,Ratio of girls to boys in lower secondary education,0.99
554,New Zealand,2015,Ratio of girls to boys in lower secondary education,1.0
554,New Zealand,2020,Ratio of girls to boys in lower secondary education,1.0
554,New Zealand,2021,Ratio of girls to boys in lower secondary education,1.0
554,New Zealand,1995,Ratio of girls to boys in upper secondary education,0.96
554,New Zealand,2005,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2010,Ratio of girls to boys in upper secondary education,1.08
554,New Zealand,2015,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2020,Ratio of girls to boys in upper secondary education,1.11
554,New Zealand,2021,Ratio of girls to boys in upper secondary education,1.1
578,Norway,1995,Ratio of girls to boys in primary education,1.0
578,Norway,2005,Ratio of girls to boys in primary education,1.0
578,Norway,2010,Ratio of girls to boys in primary education,1.0
578,Norway,2015,Ratio of girls to boys in primary education,1.0
578,Norway,2020,Ratio of girls to boys in primary education,1.0
578,Norway,2021,Ratio of girls to boys in primary education,1.0
578,Norway,1995,Ratio of girls to boys in lower secondary education,1.0
578,Norway,2005,Ratio of girls to boys in lower secondary education,1.01
578,Norway,2010,Ratio of girls to boys in lower secondary education,1.0
578,Norway,2015,Ratio of girls to boys in lower secondary education,1.01
578,Norway,2020,Ratio of girls to boys in lower secondary education,1.02
578,Norway,2021,Ratio of girls to boys in lower secondary education,1.03
578,Norway,1995,Ratio of girls to boys in upper secondary education,0.91
578,Norway,2005,Ratio of girls to boys in upper secondary education,1.02
578,Norway,2010,Ratio of girls to boys in upper secondary education,0.98
578,Norway,2015,Ratio of girls to boys in upper secondary education,0.94
578,Norway,2020,Ratio of girls to boys in upper secondary education,0.91
578,Norway,2021,Ratio of girls to boys in upper secondary education,0.92
616,Poland,1995,Ratio of girls to boys in primary education,0.99
616,Poland,2005,Ratio of girls to boys in primary education,0.99
616,Poland,2010,Ratio of girls to boys in primary education,0.99
616,Poland,2020,Ratio of girls to boys in primary education,0.97
616,Poland,2021,Ratio of girls to boys in primary education,0.99
616,Poland,2022,Ratio of girls to boys in primary education,1.0
616,Poland,2005,Ratio of girls to boys in lower secondary education,0.98
616,Poland,2010,Ratio of girls to boys in lower secondary education,0.97
616,Poland,2015,Ratio of girls to boys in lower secondary education,0.97
616,Poland,2020,Ratio of girls to boys in lower secondary education,1.0
616,Poland,2021,Ratio of girls to boys in lower secondary education,0.99
616,Poland,2022,Ratio of girls to boys in lower secondary education,0.98
616,Poland,2005,Ratio of girls to boys in upper secondary education,1.01
616,Poland,2010,Ratio of girls to boys in upper secondary education,1.0
616,Poland,2015,Ratio of girls to boys in upper secondary education,0.97
616,Poland,2020,Ratio of girls to boys in upper secondary education,0.99
616,Poland,2021,Ratio of girls to boys in upper secondary education,0.99
616,Poland,2022,Ratio of girls to boys in upper secondary education,0.98
620,Portugal,1995,Ratio of girls to boys in primary education,0.96
620,Portugal,2005,Ratio of girls to boys in primary education,0.96
620,Portugal,2010,Ratio of girls to boys in primary education,0.97
620,Portugal,2015,Ratio of girls to boys in primary education,0.96
620,Portugal,2020,Ratio of girls to boys in primary education,0.98
620,Portugal,2021,Ratio of girls to boys in primary education,0.99
620,Portugal,1995,Ratio of girls to boys in lower secondary education,1.02
620,Portugal,2005,Ratio of girls to boys in lower secondary education,1.03
620,Portugal,2010,Ratio of girls to boys in lower secondary education,0.98
620,Portugal,2015,Ratio of girls to boys in lower secondary education,0.98
620,Portugal,2020,Ratio of girls to boys in lower secondary education,0.97
620,Portugal,2021,Ratio of girls to boys in lower secondary education,0.97
620,Portugal,1995,Ratio of girls to boys in upper secondary education,1.12
620,Portugal,2005,Ratio of girls to boys in upper secondary education,1.16
620,Portugal,2010,Ratio of girls to boys in upper secondary education,1.08
620,Portugal,2015,Ratio of girls to boys in upper secondary education,1.01
620,Portugal,2020,Ratio of girls to boys in upper secondary education,1.03
620,Portugal,2021,Ratio of girls to boys in upper secondary education,1.04
410,Republic of Korea,1995,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2005,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2010,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2015,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2020,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2021,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,2022,Ratio of girls to boys in primary education,1.0
410,Republic of Korea,1995,Ratio of girls to boys in lower secondary education,0.99
410,Republic of Korea,2005,Ratio of girls to boys in lower secondary education,1.01
410,Republic of Korea,2010,Ratio of girls to boys in lower secondary education,1.0
410,Republic of Korea,2015,Ratio of girls to boys in lower secondary education,0.99
410,Republic of Korea,2020,Ratio of girls to boys in lower secondary education,1.0
410,Republic of Korea,2021,Ratio of girls to boys in lower secondary education,1.0
410,Republic of Korea,2022,Ratio of girls to boys in lower secondary education,1.0
410,Republic of Korea,1995,Ratio of girls to boys in upper secondary education,0.99
410,Republic of Korea,2005,Ratio of girls to boys in upper secondary education,1.0
410,Republic of Korea,2010,Ratio of girls to boys in upper secondary education,1.0
410,Republic of Korea,2015,Ratio of girls to boys in upper secondary education,1.0
410,Republic of Korea,2020,Ratio of girls to boys in upper secondary education,0.99
410,Republic of Korea,2021,Ratio of girls to boys in upper secondary education,0.99
410,Republic of Korea,2022,Ratio of girls to boys in upper secondary education,0.99
498,Republic of Moldova,2005,Ratio of girls to boys in primary education,0.99
498,Republic of Moldova,2010,Ratio of girls to boys in primary education,1.0
498,Republic of Moldova,2015,Ratio of girls to boys in primary education,0.99
498,Republic of Moldova,2020,Ratio of girls to boys in primary education,0.98
498,Republic of Moldova,2021,Ratio of girls to boys in primary education,0.99
498,Republic of Moldova,2022,Ratio of girls to boys in primary education,0.99
498,Republic of Moldova,2005,Ratio of girls to boys in lower secondary education,1.0
498,Republic of Moldova,2010,Ratio of girls to boys in lower secondary education,0.99
498,Republic of Moldova,2015,Ratio of girls to boys in lower secondary education,1.0
498,Republic of Moldova,2020,Ratio of girls to boys in lower secondary education,0.98
498,Republic of Moldova,2021,Ratio of girls to boys in lower secondary education,0.99
498,Republic of Moldova,2022,Ratio of girls to boys in lower secondary education,0.99
498,Republic of Moldova,2005,Ratio of girls to boys in upper secondary education,1.14
498,Republic of Moldova,2010,Ratio of girls to boys in upper secondary education,1.1
498,Republic of Moldova,2015,Ratio of girls to boys in upper secondary education,1.04
498,Republic of Moldova,2020,Ratio of girls to boys in upper secondary education,1.03
498,Republic of Moldova,2021,Ratio of girls to boys in upper secondary education,1.0
498,Republic of Moldova,2022,Ratio of girls to boys in upper secondary education,1.01
642,Romania,1995,Ratio of girls to boys in primary education,0.97
642,Romania,2005,Ratio of girls to boys in primary education,0.98
642,Romania,2010,Ratio of girls to boys in primary education,0.99
642,Romania,2015,Ratio of girls to boys in primary education,0.88
642,Romania,2020,Ratio of girls to boys in primary education,0.89
642,Romania,2021,Ratio of girls to boys in primary education,0.99
642,Romania,2005,Ratio of girls to boys in lower secondary education,0.98
642,Romania,2010,Ratio of girls to boys in lower secondary education,0.99
642,Romania,2015,Ratio of girls to boys in lower secondary education,0.88
642,Romania,2020,Ratio of girls to boys in lower secondary education,0.88
642,Romania,2021,Ratio of girls to boys in lower secondary education,0.98
642,Romania,2005,Ratio of girls to boys in upper secondary education,1.05
642,Romania,2010,Ratio of girls to boys in upper secondary education,0.99
642,Romania,2015,Ratio of girls to boys in upper secondary education,0.91
642,Romania,2020,Ratio of girls to boys in upper secondary education,0.91
642,Romania,2021,Ratio of girls to boys in upper secondary education,1.03
643,Russian Federation,1995,Ratio of girls to boys in primary education,0.99
643,Russian Federation,2005,Ratio of girls to boys in primary education,1.0
643,Russian Federation,2015,Ratio of girls to boys in primary education,1.01
643,Russian Federation,2020,Ratio of girls to boys in primary education,0.99
643,Russian Federation,2021,Ratio of girls to boys in primary education,0.99
643,Russian Federation,2022,Ratio of girls to boys in primary education,1.0
643,Russian Federation,2005,Ratio of girls to boys in lower secondary education,1.0
643,Russian Federation,2015,Ratio of girls to boys in lower secondary education,1.01
643,Russian Federation,2020,Ratio of girls to boys in lower secondary education,0.94
643,Russian Federation,2021,Ratio of girls to boys in lower secondary education,0.95
643,Russian Federation,2022,Ratio of girls to boys in lower secondary education,0.95
643,Russian Federation,2005,Ratio of girls to boys in upper secondary education,0.96
643,Russian Federation,2015,Ratio of girls to boys in upper secondary education,0.9
643,Russian Federation,2020,Ratio of girls to boys in upper secondary education,1.14
643,Russian Federation,2021,Ratio of girls to boys in upper secondary education,1.12
643,Russian Federation,2022,Ratio of girls to boys in upper secondary education,1.11
674,San Marino,2010,Ratio of girls to boys in primary education,1.11
674,San Marino,2015,Ratio of girls to boys in primary education,1.04
674,San Marino,2020,Ratio of girls to boys in primary education,0.98
674,San Marino,2021,Ratio of girls to boys in primary education,0.99
674,San Marino,2022,Ratio of girls to boys in primary education,1.03
674,San Marino,2010,Ratio of girls to boys in lower secondary education,0.96
674,San Marino,2015,Ratio of girls to boys in lower secondary education,1.0
674,San Marino,2020,Ratio of girls to boys in lower secondary education,1.0
674,San Marino,2021,Ratio of girls to boys in lower secondary education,1.08
674,San Marino,2022,Ratio of girls to boys in lower secondary education,0.99
674,San Marino,2010,Ratio of girls to boys in upper secondary education,1.07
674,San Marino,2015,Ratio of girls to boys in upper secondary education,0.98
674,San Marino,2020,Ratio of girls to boys in upper secondary education,0.81
674,San Marino,2021,Ratio of girls to boys in upper secondary education,0.74
674,San Marino,2022,Ratio of girls to boys in upper secondary education,0.81
688,Serbia,2005,Ratio of girls to boys in primary education,1.0
688,Serbia,2010,Ratio of girls to boys in primary education,1.0
688,Serbia,2015,Ratio of girls to boys in primary education,1.0
688,Serbia,2020,Ratio of girls to boys in primary education,1.0
688,Serbia,2021,Ratio of girls to boys in primary education,1.0
688,Serbia,2022,Ratio of girls to boys in primary education,1.01
688,Serbia,2005,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2010,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2015,Ratio of girls to boys in lower secondary education,0.99
688,Serbia,2020,Ratio of girls to boys in lower secondary education,1.0
688,Serbia,2021,Ratio of girls to boys in lower secondary education,1.0
688,Serbia,2022,Ratio of girls to boys in lower secondary education,1.0
688,Serbia,2005,Ratio of girls to boys in upper secondary education,1.07
688,Serbia,2010,Ratio of girls to boys in upper secondary education,1.05
688,Serbia,2015,Ratio of girls to boys in upper secondary education,1.04
688,Serbia,2020,Ratio of girls to boys in upper secondary education,1.03
688,Serbia,2021,Ratio of girls to boys in upper secondary education,1.03
688,Serbia,2022,Ratio of girls to boys in upper secondary education,1.05
703,Slovakia,1995,Ratio of girls to boys in primary education,1.0
703,Slovakia,2005,Ratio of girls to boys in primary education,0.99
703,Slovakia,2010,Ratio of girls to boys in primary education,1.0
703,Slovakia,2015,Ratio of girls to boys in primary education,1.0
703,Slovakia,2020,Ratio of girls to boys in primary education,1.0
703,Slovakia,2021,Ratio of girls to boys in primary education,1.0
703,Slovakia,2022,Ratio of girls to boys in primary education,1.0
703,Slovakia,2005,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2010,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2015,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2020,Ratio of girls to boys in lower secondary education,1.0
703,Slovakia,2021,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2022,Ratio of girls to boys in lower secondary education,0.99
703,Slovakia,2005,Ratio of girls to boys in upper secondary education,1.03
703,Slovakia,2010,Ratio of girls to boys in upper secondary education,1.03
703,Slovakia,2015,Ratio of girls to boys in upper secondary education,1.04
703,Slovakia,2020,Ratio of girls to boys in upper secondary education,1.05
703,Slovakia,2021,Ratio of girls to boys in upper secondary education,1.05
703,Slovakia,2022,Ratio of girls to boys in upper secondary education,1.04
705,Slovenia,1995,Ratio of girls to boys in primary education,0.98
705,Slovenia,2005,Ratio of girls to boys in primary education,0.99
705,Slovenia,2010,Ratio of girls to boys in primary education,1.0
705,Slovenia,2015,Ratio of girls to boys in primary education,1.0
705,Slovenia,2020,Ratio of girls to boys in primary education,1.0
705,Slovenia,2021,Ratio of girls to boys in primary education,1.0
705,Slovenia,2022,Ratio of girls to boys in primary education,0.99
705,Slovenia,2005,Ratio of girls to boys in lower secondary education,0.99
705,Slovenia,2010,Ratio of girls to boys in lower secondary education,1.0
705,Slovenia,2015,Ratio of girls to boys in lower secondary education,1.0
