Region/Country/Area,Country/Area name,Year,Variables,Data values
150,Europe,2010,Gross enrollment ratio - Primary (female),100.9
150,Europe,2010,Students enrolled in lower secondary education (thousands),"32,355"
150,Europe,2010,Gross enrollment ratio - Lower secondary level (male),103.3
150,Europe,2010,Gross enrollment ratio - Lower secondary level (female),102.3
150,Europe,2010,Students enrolled in upper secondary education (thousands),"26,264"
150,Europe,2010,Gross enrollment ratio - Upper secondary level (male),103.4
150,Europe,2010,Gross enrollment ratio - Upper secondary level (female),102.2
150,Europe,2010,Teachers at primary level,"2,673,047"
150,Europe,2010,Teachers with minimum required qualifications at primary level,97.4
150,Europe,2010,Teachers at lower secondary level,"3,119,051"
150,Europe,2010,Teachers at upper secondary level,"2,360,896"
150,Europe,2010,Ratio of girls to boys in primary education,1
150,Europe,2010,Ratio of girls to boys in lower secondary education,0.99
150,Europe,2010,Ratio of girls to boys in upper secondary education,0.99
199,LDC§,2010,Students enrolled in primary education (thousands),"130,200"
199,LDC§,2010,Gross enrollment ratio - Primary (male),104.4
199,LDC§,2010,Gross enrollment ratio - Primary (female),97.3
199,LDC§,2010,Students enrolled in lower secondary education (thousands),"31,028"
199,LDC§,2010,Gross enrollment ratio - Lower secondary level (male),51.9
199,LDC§,2010,Gross enrollment ratio - Lower secondary level (female),45.6
199,LDC§,2010,Students enrolled in upper secondary education (thousands),"14,306"
199,LDC§,2010,Gross enrollment ratio - Upper secondary level (male),29.7
199,LDC§,2010,Gross enrollment ratio - Upper secondary level (female),22.5
199,LDC§,2010,Teachers at primary level,"3,101,903"
199,LDC§,2010,Teachers with minimum required qualifications at primary level,78.1
199,LDC§,2010,Teachers at lower secondary level,"1,126,535"
199,LDC§,2010,Teachers with minimum required qualifications at lower secondary level,67.3
199,LDC§,2010,Teachers at upper secondary level,"660,403"
199,LDC§,2010,Teachers with minimum required qualifications at upper secondary level,51.5
199,LDC§,2010,Ratio of girls to boys in primary education,0.93
199,LDC§,2010,Ratio of girls to boys in lower secondary education,0.88
199,LDC§,2010,Ratio of girls to boys in upper secondary education,0.76
202,Sub-Saharan Africa,2010,Students enrolled in primary education (thousands),"135,997"
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Primary (male),101.3
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Primary (female),93.6
202,Sub-Saharan Africa,2010,Students enrolled in lower secondary education (thousands),"28,640"
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Lower secondary level (male),50.2
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Lower secondary level (female),42.1
202,Sub-Saharan Africa,2010,Students enrolled in upper secondary education (thousands),"16,019"
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Upper secondary level (male),34.1
202,Sub-Saharan Africa,2010,Gross enrollment ratio - Upper secondary level (female),26.5
202,Sub-Saharan Africa,2010,Teachers at primary level,"3,170,264"
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at primary level,75.3
202,Sub-Saharan Africa,2010,Teachers at lower secondary level,"1,128,195"
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at lower secondary level,65.4
202,Sub-Saharan Africa,2010,Teachers at upper secondary level,"736,694"
202,Sub-Saharan Africa,2010,Teachers with minimum required qualifications at upper secondary level,55.8
202,Sub-Saharan Africa,2010,Ratio of girls to boys in primary education,0.92
202,Sub-Saharan Africa,2010,Ratio of girls to boys in lower secondary education,0.84
202,Sub-Saharan Africa,2010,Ratio of girls to boys in upper secondary education,0.78
419,Latin America & the Caribbean,2010,Students enrolled in primary education (thousands),"66,985"
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Primary (male),110.7
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Primary (female),107.1
419,Latin America & the Caribbean,2010,Students enrolled in lower secondary education (thousands),"38,296"
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Lower secondary level (male),102.2
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Lower secondary level (female),105.4
419,Latin America & the Caribbean,2010,Students enrolled in upper secondary education (thousands),"22,746"
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Upper secondary level (male),67.1
419,Latin America & the Caribbean,2010,Gross enrollment ratio - Upper secondary level (female),77.8
419,Latin America & the Caribbean,2010,Teachers at primary level,"2,955,008"
419,Latin America & the Caribbean,2010,Teachers with minimum required qualifications at primary level,80.7
419,Latin America & the Caribbean,2010,Teachers at lower secondary level,"2,039,144"
419,Latin America & the Caribbean,2010,Teachers at upper secondary level,"1,540,270"
419,Latin America & the Caribbean,2010,Ratio of girls to boys in primary education,0.97
419,Latin America & the Caribbean,2010,Ratio of girls to boys in lower secondary education,1.03
419,Latin America & the Caribbean,2010,Ratio of girls to boys in upper secondary education,1.14
432,LLDCs,2010,Students enrolled in primary education (thousands),"64,531"
432,LLDCs,2010,Gross enrollment ratio - Primary (male),106.9
432,LLDCs,2010,Gross enrollment ratio - Primary (female),98.7
432,LLDCs,2010,Students enrolled in lower secondary education (thousands),"19,845"
432,LLDCs,2010,Gross enrollment ratio - Lower secondary level (male),59.2
432,LLDCs,2010,Gross enrollment ratio - Lower secondary level (female),51.5
432,LLDCs,2010,Students enrolled in upper secondary education (thousands),"8,469"
432,LLDCs,2010,Gross enrollment ratio - Upper secondary level (male),37.5
432,LLDCs,2010,Gross enrollment ratio - Upper secondary level (female),31.4
432,LLDCs,2010,Teachers at primary level,"1,621,357"
432,LLDCs,2010,Teachers with minimum required qualifications at primary level,85
432,LLDCs,2010,Teachers at lower secondary level,"1,054,241"
432,LLDCs,2010,Teachers at upper secondary level,"546,715"
432,LLDCs,2010,Ratio of girls to boys in primary education,0.92
432,LLDCs,2010,Ratio of girls to boys in lower secondary education,0.87
432,LLDCs,2010,Ratio of girls to boys in upper secondary education,0.84
722,SIDS,2010,Students enrolled in primary education (thousands),"7,230"
722,SIDS,2010,Gross enrollment ratio - Primary (male),106
722,SIDS,2010,Gross enrollment ratio - Primary (female),100.9
722,SIDS,2010,Students enrolled in lower secondary education (thousands),"2,763"
722,SIDS,2010,Gross enrollment ratio - Lower secondary level (male),90.6
722,SIDS,2010,Gross enrollment ratio - Lower secondary level (female),89.4
722,SIDS,2010,Students enrolled in upper secondary education (thousands),"1,400"
722,SIDS,2010,Gross enrollment ratio - Upper secondary level (male),35.2
722,SIDS,2010,Gross enrollment ratio - Upper secondary level (female),38.5
722,SIDS,2010,Teachers at primary level,"345,072"
722,SIDS,2010,Teachers with minimum required qualifications at primary level,84.5
722,SIDS,2010,Teachers at lower secondary level,"164,637"
722,SIDS,2010,Teachers with minimum required qualifications at lower secondary level,76.8
722,SIDS,2010,Teachers at upper secondary level,"98,084"
722,SIDS,2010,Teachers with minimum required qualifications at upper secondary level,92.4
722,SIDS,2010,Ratio of girls to boys in primary education,0.95
722,SIDS,2010,Ratio of girls to boys in lower secondary education,0.98
722,SIDS,2010,Ratio of girls to boys in upper secondary education,1.09
1,"Total, all countries or areas",2015,Students enrolled in primary education (thousands),"719,788"
1,"Total, all countries or areas",2015,Gross enrollment ratio - Primary (male),101.5
1,"Total, all countries or areas",2015,Gross enrollment ratio - Primary (female),101.1
1,"Total, all countries or areas",2015,Students enrolled in lower secondary education (thousands),"325,454"
1,"Total, all countries or areas",2015,Gross enrollment ratio - Lower secondary level (male),83.8
1,"Total, all countries or areas",2015,Gross enrollment ratio - Lower secondary level (female),83.3
1,"Total, all countries or areas",2015,Students enrolled in upper secondary education (thousands),"257,435"
1,"Total, all countries or areas",2015,Gross enrollment ratio - Upper secondary level (male),67.1
1,"Total, all countries or areas",2015,Gross enrollment ratio - Upper secondary level (female),65.6
1,"Total, all countries or areas",2015,Teachers at primary level,"31,266,360"
1,"Total, all countries or areas",2015,Teachers with minimum required qualifications at primary level,85.9
1,"Total, all countries or areas",2015,Teachers at lower secondary level,"18,751,487"
1,"Total, all countries or areas",2015,Teachers with minimum required qualifications at lower secondary level,86
1,"Total, all countries or areas",2015,Teachers at upper secondary level,"14,957,666"
1,"Total, all countries or areas",2015,Ratio of girls to boys in primary education,1
1,"Total, all countries or areas",2015,Ratio of girls to boys in lower secondary education,0.99
1,"Total, all countries or areas",2015,Ratio of girls to boys in upper secondary education,0.98
9,Oceania,2015,Students enrolled in primary education (thousands),"4,102"
9,Oceania,2015,Gross enrollment ratio - Primary (male),103.1
9,Oceania,2015,Gross enrollment ratio - Primary (female),100.9
9,Oceania,2015,Students enrolled in lower secondary education (thousands),"2,040"
9,Oceania,2015,Gross enrollment ratio - Lower secondary level (male),111.9
9,Oceania,2015,Gross enrollment ratio - Lower secondary level (female),101.4
9,Oceania,2015,Students enrolled in upper secondary education (thousands),"1,844"
9,Oceania,2015,Gross enrollment ratio - Upper secondary level (male),117.8
9,Oceania,2015,Gross enrollment ratio - Upper secondary level (female),106
9,Oceania,2015,Teachers at primary level,"194,451"
9,Oceania,2015,Ratio of girls to boys in primary education,0.98
9,Oceania,2015,Ratio of girls to boys in lower secondary education,0.91
9,Oceania,2015,Ratio of girls to boys in upper secondary education,0.9
15,Northern Africa,2015,Students enrolled in primary education (thousands),"25,874"
15,Northern Africa,2015,Gross enrollment ratio - Primary (male),97.3
15,Northern Africa,2015,Gross enrollment ratio - Primary (female),93.4
15,Northern Africa,2015,Students enrolled in lower secondary education (thousands),"11,666"
15,Northern Africa,2015,Gross enrollment ratio - Lower secondary level (male),96.5
15,Northern Africa,2015,Gross enrollment ratio - Lower secondary level (female),91.6
15,Northern Africa,2015,Students enrolled in upper secondary education (thousands),"7,532"
15,Northern Africa,2015,Gross enrollment ratio - Upper secondary level (male),58.5
15,Northern Africa,2015,Gross enrollment ratio - Upper secondary level (female),62
15,Northern Africa,2015,Teachers at primary level,"1,148,562"
15,Northern Africa,2015,Teachers with minimum required qualifications at primary level,88.3
15,Northern Africa,2015,Teachers at lower secondary level,"645,653"
15,Northern Africa,2015,Teachers with minimum required qualifications at lower secondary level,83.8
15,Northern Africa,2015,Teachers at upper secondary level,"587,507"
15,Northern Africa,2015,Teachers with minimum required qualifications at upper secondary level,78.8
15,Northern Africa,2015,Ratio of girls to boys in primary education,0.96
15,Northern Africa,2015,Ratio of girls to boys in lower secondary education,0.95
15,Northern Africa,2015,Ratio of girls to boys in upper secondary education,1.06
21,Northern America,2015,Students enrolled in primary education (thousands),"27,094"
21,Northern America,2015,Gross enrollment ratio - Primary (male),100.3
21,Northern America,2015,Gross enrollment ratio - Primary (female),100.2
21,Northern America,2015,Students enrolled in lower secondary education (thousands),"13,702"
21,Northern America,2015,Gross enrollment ratio - Lower secondary level (male),100.5
21,Northern America,2015,Gross enrollment ratio - Lower secondary level (female),100.7
21,Northern America,2015,Students enrolled in upper secondary education (thousands),"13,361"
21,Northern America,2015,Gross enrollment ratio - Upper secondary level (male),96.3
21,Northern America,2015,Gross enrollment ratio - Upper secondary level (female),98.1
21,Northern America,2015,Teachers at primary level,"1,925,142"
21,Northern America,2015,Teachers with minimum required qualifications at primary level,99.1
21,Northern America,2015,Teachers at lower secondary level,"890,500"
21,Northern America,2015,Teachers with minimum required qualifications at lower secondary level,99.3
21,Northern America,2015,Teachers at upper secondary level,"912,037"
21,Northern America,2015,Teachers with minimum required qualifications at upper secondary level,98.4
21,Northern America,2015,Ratio of girls to boys in primary education,1
21,Northern America,2015,Ratio of girls to boys in lower secondary education,1
21,Northern America,2015,Ratio of girls to boys in upper secondary education,1.02
30,Eastern Asia,2015,Students enrolled in primary education (thousands),"107,559"
30,Eastern Asia,2015,Gross enrollment ratio - Primary (male),97
30,Eastern Asia,2015,Gross enrollment ratio - Primary (female),98.1
30,Eastern Asia,2015,Students enrolled in lower secondary education (thousands),"50,977"
30,Eastern Asia,2015,Gross enrollment ratio - Lower secondary level (male),92.3
30,Eastern Asia,2015,Gross enrollment ratio - Lower secondary level (female),94.2
30,Eastern Asia,2015,Students enrolled in upper secondary education (thousands),"48,634"
30,Eastern Asia,2015,Gross enrollment ratio - Upper secondary level (male),85
30,Eastern Asia,2015,Gross enrollment ratio - Upper secondary level (female),90.5
30,Eastern Asia,2015,Teachers at primary level,"6,577,011"
30,Eastern Asia,2015,Teachers at lower secondary level,"4,034,653"
30,Eastern Asia,2015,Teachers at upper secondary level,"3,246,236"
30,Eastern Asia,2015,Ratio of girls to boys in primary education,1.01
30,Eastern Asia,2015,Ratio of girls to boys in lower secondary education,1.02
30,Eastern Asia,2015,Ratio of girls to boys in upper secondary education,1.06
34,Southern Asia,2015,Students enrolled in primary education (thousands),"195,984"
34,Southern Asia,2015,Gross enrollment ratio - Primary (male),102
34,Southern Asia,2015,Gross enrollment ratio - Primary (female),107
34,Southern Asia,2015,Students enrolled in lower secondary education (thousands),"88,796"
34,Southern Asia,2015,Gross enrollment ratio - Lower secondary level (male),78.4
34,Southern Asia,2015,Gross enrollment ratio - Lower secondary level (female),80.5
34,Southern Asia,2015,Students enrolled in upper secondary education (thousands),"81,636"
34,Southern Asia,2015,Gross enrollment ratio - Upper secondary level (male),58.1
34,Southern Asia,2015,Gross enrollment ratio - Upper secondary level (female),54.5
34,Southern Asia,2015,Teachers at primary level,"6,055,070"
34,Southern Asia,2015,Teachers with minimum required qualifications at primary level,71.2
34,Southern Asia,2015,Teachers at lower secondary level,"3,093,758"
34,Southern Asia,2015,Teachers with minimum required qualifications at lower secondary level,82.6
34,Southern Asia,2015,Teachers at upper secondary level,"2,645,755"
34,Southern Asia,2015,Ratio of girls to boys in primary education,1.05
34,Southern Asia,2015,Ratio of girls to boys in lower secondary education,1.03
34,Southern Asia,2015,Ratio of girls to boys in upper secondary education,0.94
35,South-eastern Asia,2015,Students enrolled in primary education (thousands),"68,684"
35,South-eastern Asia,2015,Gross enrollment ratio - Primary (male),110
35,South-eastern Asia,2015,Gross enrollment ratio - Primary (female),107.6
35,South-eastern Asia,2015,Students enrolled in lower secondary education (thousands),"32,785"
35,South-eastern Asia,2015,Gross enrollment ratio - Lower secondary level (male),93.3
35,South-eastern Asia,2015,Gross enrollment ratio - Lower secondary level (female),96.1
35,South-eastern Asia,2015,Students enrolled in upper secondary education (thousands),"18,646"
35,South-eastern Asia,2015,Gross enrollment ratio - Upper secondary level (male),69.6
35,South-eastern Asia,2015,Gross enrollment ratio - Upper secondary level (female),67.8
35,South-eastern Asia,2015,Teachers at primary level,"3,708,197"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at primary level,97.8
35,South-eastern Asia,2015,Teachers at lower secondary level,"1,850,496"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at lower secondary level,97.9
35,South-eastern Asia,2015,Teachers at upper secondary level,"888,958"
35,South-eastern Asia,2015,Teachers with minimum required qualifications at upper secondary level,96.3
35,South-eastern Asia,2015,Ratio of girls to boys in primary education,0.98
35,South-eastern Asia,2015,Ratio of girls to boys in lower secondary education,1.03
35,South-eastern Asia,2015,Ratio of girls to boys in upper secondary education,0.97
62,South-central Asia,2015,Teachers at primary level,"6,307,102"
62,South-central Asia,2015,Teachers with minimum required qualifications at primary level,72.4
62,South-central Asia,2015,Teachers at lower secondary level,"3,649,646"
62,South-central Asia,2015,Teachers with minimum required qualifications at lower secondary level,84.4
62,South-central Asia,2015,Teachers at upper secondary level,"2,886,954"
62,South-central Asia,2015,Ratio of girls to boys in primary education,1.05
62,South-central Asia,2015,Ratio of girls to boys in lower secondary education,1.02
62,South-central Asia,2015,Ratio of girls to boys in upper secondary education,0.94
143,Central Asia,2015,Students enrolled in primary education (thousands),"4,932"
143,Central Asia,2015,Gross enrollment ratio - Primary (male),99.2
143,Central Asia,2015,Gross enrollment ratio - Primary (female),98.3
143,Central Asia,2015,Students enrolled in lower secondary education (thousands),"5,426"
143,Central Asia,2015,Gross enrollment ratio - Lower secondary level (male),95.1
143,Central Asia,2015,Gross enrollment ratio - Lower secondary level (female),94
143,Central Asia,2015,Students enrolled in upper secondary education (thousands),"2,617"
143,Central Asia,2015,Gross enrollment ratio - Upper secondary level (male),90
143,Central Asia,2015,Gross enrollment ratio - Upper secondary level (female),88.1
143,Central Asia,2015,Teachers at primary level,"252,032"
143,Central Asia,2015,Teachers with minimum required qualifications at primary level,99.5
143,Central Asia,2015,Teachers at lower secondary level,"555,888"
143,Central Asia,2015,Teachers at upper secondary level,"241,199"
143,Central Asia,2015,Ratio of girls to boys in primary education,0.99
143,Central Asia,2015,Ratio of girls to boys in lower secondary education,0.99
143,Central Asia,2015,Ratio of girls to boys in upper secondary education,1
145,Western Asia,2015,Students enrolled in primary education (thousands),"26,350"
145,Western Asia,2015,Gross enrollment ratio - Primary (male),98.5
145,Western Asia,2015,Gross enrollment ratio - Primary (female),93
145,Western Asia,2015,Students enrolled in lower secondary education (thousands),"13,787"
145,Western Asia,2015,Gross enrollment ratio - Lower secondary level (male),85.3
145,Western Asia,2015,Gross enrollment ratio - Lower secondary level (female),81.7
145,Western Asia,2015,Students enrolled in upper secondary education (thousands),"11,485"
145,Western Asia,2015,Gross enrollment ratio - Upper secondary level (male),77.6
145,Western Asia,2015,Gross enrollment ratio - Upper secondary level (female),74.5
145,Western Asia,2015,Teachers at primary level,"1,580,794"
145,Western Asia,2015,Teachers with minimum required qualifications at primary level,85
145,Western Asia,2015,Teachers at lower secondary level,"964,440"
145,Western Asia,2015,Teachers with minimum required qualifications at lower secondary level,86.1
145,Western Asia,2015,Teachers at upper secondary level,"849,121"
145,Western Asia,2015,Ratio of girls to boys in primary education,0.94
145,Western Asia,2015,Ratio of girls to boys in lower secondary education,0.96
145,Western Asia,2015,Ratio of girls to boys in upper secondary education,0.96
150,Europe,2015,Students enrolled in primary education (thousands),"38,360"
150,Europe,2015,Gross enrollment ratio - Primary (male),100.4
150,Europe,2015,Gross enrollment ratio - Primary (female),100.1
150,Europe,2015,Students enrolled in lower secondary education (thousands),"30,636"
150,Europe,2015,Gross enrollment ratio - Lower secondary level (male),102.3
150,Europe,2015,Gross enrollment ratio - Lower secondary level (female),101.1
150,Europe,2015,Students enrolled in upper secondary education (thousands),"26,830"
150,Europe,2015,Gross enrollment ratio - Upper secondary level (male),112.8
150,Europe,2015,Gross enrollment ratio - Upper secondary level (female),112.6
150,Europe,2015,Teachers at primary level,"2,733,121"
150,Europe,2015,Teachers with minimum required qualifications at primary level,93.7
150,Europe,2015,Teachers at lower secondary level,"3,067,590"
150,Europe,2015,Teachers at upper secondary level,"2,303,397"
150,Europe,2015,Ratio of girls to boys in primary education,1
150,Europe,2015,Ratio of girls to boys in lower secondary education,0.99
150,Europe,2015,Ratio of girls to boys in upper secondary education,1
199,LDC§,2015,Students enrolled in primary education (thousands),"145,520"
199,LDC§,2015,Gross enrollment ratio - Primary (male),103.5
199,LDC§,2015,Gross enrollment ratio - Primary (female),98.6
199,LDC§,2015,Students enrolled in lower secondary education (thousands),"38,824"
199,LDC§,2015,Gross enrollment ratio - Lower secondary level (male),56.3
199,LDC§,2015,Gross enrollment ratio - Lower secondary level (female),52.7
199,LDC§,2015,Students enrolled in upper secondary education (thousands),"19,338"
199,LDC§,2015,Gross enrollment ratio - Upper secondary level (male),34.6
199,LDC§,2015,Gross enrollment ratio - Upper secondary level (female),28.5
199,LDC§,2015,Teachers at primary level,"3,872,442"
199,LDC§,2015,Teachers with minimum required qualifications at primary level,75.4
199,LDC§,2015,Teachers at lower secondary level,"1,224,152"
199,LDC§,2015,Teachers with minimum required qualifications at lower secondary level,62.4
199,LDC§,2015,Teachers at upper secondary level,"1,118,639"
199,LDC§,2015,Teachers with minimum required qualifications at upper secondary level,59.6
199,LDC§,2015,Ratio of girls to boys in primary education,0.95
199,LDC§,2015,Ratio of girls to boys in lower secondary education,0.94
199,LDC§,2015,Ratio of girls to boys in upper secondary education,0.83
202,Sub-Saharan Africa,2015,Students enrolled in primary education (thousands),"157,266"
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Primary (male),100.1
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Primary (female),95.3
202,Sub-Saharan Africa,2015,Students enrolled in lower secondary education (thousands),"36,584"
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Lower secondary level (male),53.6
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Lower secondary level (female),47.9
202,Sub-Saharan Africa,2015,Students enrolled in upper secondary education (thousands),"19,919"
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Upper secondary level (male),37.6
202,Sub-Saharan Africa,2015,Gross enrollment ratio - Upper secondary level (female),30.3
202,Sub-Saharan Africa,2015,Teachers at primary level,"4,052,317"
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at primary level,71.9
202,Sub-Saharan Africa,2015,Teachers at lower secondary level,"1,576,616"
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at lower secondary level,56.6
202,Sub-Saharan Africa,2015,Teachers at upper secondary level,"1,206,927"
202,Sub-Saharan Africa,2015,Teachers with minimum required qualifications at upper secondary level,55.4
202,Sub-Saharan Africa,2015,Ratio of girls to boys in primary education,0.95
202,Sub-Saharan Africa,2015,Ratio of girls to boys in lower secondary education,0.89
202,Sub-Saharan Africa,2015,Ratio of girls to boys in upper secondary education,0.8
419,Latin America & the Caribbean,2015,Students enrolled in primary education (thousands),"63,585"
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Primary (male),107.9
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Primary (female),105.5
419,Latin America & the Caribbean,2015,Students enrolled in lower secondary education (thousands),"38,882"
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Lower secondary level (male),108.1
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Lower secondary level (female),110.1
419,Latin America & the Caribbean,2015,Students enrolled in upper secondary education (thousands),"24,860"
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Upper secondary level (male),74.1
419,Latin America & the Caribbean,2015,Gross enrollment ratio - Upper secondary level (female),82.4
419,Latin America & the Caribbean,2015,Teachers at primary level,"3,039,662"
419,Latin America & the Caribbean,2015,Teachers with minimum required qualifications at primary level,78.8
419,Latin America & the Caribbean,2015,Teachers at lower secondary level,"1,963,531"
419,Latin America & the Caribbean,2015,Teachers at upper secondary level,"1,955,319"
419,Latin America & the Caribbean,2015,Ratio of girls to boys in primary education,0.98
419,Latin America & the Caribbean,2015,Ratio of girls to boys in lower secondary education,1.02
419,Latin America & the Caribbean,2015,Ratio of girls to boys in upper secondary education,1.1
432,LLDCs,2015,Students enrolled in primary education (thousands),"71,415"
432,LLDCs,2015,Gross enrollment ratio - Primary (male),104.8
432,LLDCs,2015,Gross enrollment ratio - Primary (female),97
432,LLDCs,2015,Students enrolled in lower secondary education (thousands),"22,306"
432,LLDCs,2015,Gross enrollment ratio - Lower secondary level (male),58.5
432,LLDCs,2015,Gross enrollment ratio - Lower secondary level (female),53.5
432,LLDCs,2015,Students enrolled in upper secondary education (thousands),"9,581"
432,LLDCs,2015,Gross enrollment ratio - Upper secondary level (male),39.3
432,LLDCs,2015,Gross enrollment ratio - Upper secondary level (female),33.7
432,LLDCs,2015,Teachers at primary level,"1,934,194"
432,LLDCs,2015,Teachers with minimum required qualifications at primary level,81.9
432,LLDCs,2015,Teachers at lower secondary level,"1,215,731"
432,LLDCs,2015,Teachers at upper secondary level,"597,643"
432,LLDCs,2015,Ratio of girls to boys in primary education,0.93
432,LLDCs,2015,Ratio of girls to boys in lower secondary education,0.92
432,LLDCs,2015,Ratio of girls to boys in upper secondary education,0.86
722,SIDS,2015,Students enrolled in primary education (thousands),"7,466"
722,SIDS,2015,Gross enrollment ratio - Primary (male),109.8
722,SIDS,2015,Gross enrollment ratio - Primary (female),105.1
722,SIDS,2015,Students enrolled in lower secondary education (thousands),"2,764"
722,SIDS,2015,Gross enrollment ratio - Lower secondary level (male),89.8
722,SIDS,2015,Gross enrollment ratio - Lower secondary level (female),89.2
722,SIDS,2015,Students enrolled in upper secondary education (thousands),"1,539"
722,SIDS,2015,Gross enrollment ratio - Upper secondary level (male),38.3
722,SIDS,2015,Gross enrollment ratio - Upper secondary level (female),40.8
722,SIDS,2015,Teachers at primary level,"361,941"
722,SIDS,2015,Teachers with minimum required qualifications at primary level,87.9
722,SIDS,2015,Teachers with minimum required qualifications at lower secondary level,10.2
722,SIDS,2015,Teachers at upper secondary level,"321,740"
722,SIDS,2015,Teachers with minimum required qualifications at upper secondary level,74.9
722,SIDS,2015,Ratio of girls to boys in primary education,0.96
722,SIDS,2015,Ratio of girls to boys in lower secondary education,0.98
722,SIDS,2015,Ratio of girls to boys in upper secondary education,1.06
1,"Total, all countries or areas",2020,Ratio of girls to boys in primary education,0.98
1,"Total, all countries or areas",2020,Ratio of girls to boys in lower secondary education,0.99
1,"Total, all countries or areas",2020,Ratio of girls to boys in upper secondary education,0.98
9,Oceania,2020,Ratio of girls to boys in primary education,0.98
9,Oceania,2020,Ratio of girls to boys in lower secondary education,0.95
9,Oceania,2020,Ratio of girls to boys in upper secondary education,1
15,Northern Africa,2020,Ratio of girls to boys in primary education,0.97
15,Northern Africa,2020,Ratio of girls to boys in lower secondary education,0.95
15,Northern Africa,2020,Ratio of girls to boys in upper secondary education,1.07
21,Northern America,2020,Ratio of girls to boys in primary education,0.99
21,Northern America,2020,Ratio of girls to boys in lower secondary education,0.98
21,Northern America,2020,Ratio of girls to boys in upper secondary education,0.98
30,Eastern Asia,2020,Ratio of girls to boys in primary education,1.01
30,Eastern Asia,2020,Ratio of girls to boys in lower secondary education,1.01
30,Eastern Asia,2020,Ratio of girls to boys in upper secondary education,1.04
34,Southern Asia,2020,Ratio of girls to boys in primary education,0.99
34,Southern Asia,2020,Ratio of girls to boys in lower secondary education,1.02
34,Southern Asia,2020,Ratio of girls to boys in upper secondary education,0.94
35,South-eastern Asia,2020,Ratio of girls to boys in primary education,0.99
35,South-eastern Asia,2020,Ratio of girls to boys in lower secondary education,1.02
35,South-eastern Asia,2020,Ratio of girls to boys in upper secondary education,1.04
62,South-central Asia,2020,Ratio of girls to boys in primary education,0.99
62,South-central Asia,2020,Ratio of girls to boys in lower secondary education,1.02
62,South-central Asia,2020,Ratio of girls to boys in upper secondary education,0.94
143,Central Asia,2020,Ratio of girls to boys in primary education,0.99
143,Central Asia,2020,Ratio of girls to boys in lower secondary education,0.99
143,Central Asia,2020,Ratio of girls to boys in upper secondary education,0.99
145,Western Asia,2020,Ratio of girls to boys in primary education,0.94
145,Western Asia,2020,Ratio of girls to boys in lower secondary education,0.96
145,Western Asia,2020,Ratio of girls to boys in upper secondary education,0.92
150,Europe,2020,Ratio of girls to boys in primary education,0.99
150,Europe,2020,Ratio of girls to boys in lower secondary education,0.99
150,Europe,2020,Ratio of girls to boys in upper secondary education,1
199,LDC§,2020,Teachers at primary level,"4,460,887"
199,LDC§,2020,Teachers with minimum required qualifications at primary level,72.7
199,LDC§,2020,Teachers at lower secondary level,"1,532,037"
199,LDC§,2020,Teachers with minimum required qualifications at lower secondary level,64.1
199,LDC§,2020,Teachers at upper secondary level,"1,308,449"
199,LDC§,2020,Ratio of girls to boys in primary education,0.95
199,LDC§,2020,Ratio of girls to boys in lower secondary education,0.94
199,LDC§,2020,Ratio of girls to boys in upper secondary education,0.9
202,Sub-Saharan Africa,2020,Ratio of girls to boys in primary education,0.96
202,Sub-Saharan Africa,2020,Ratio of girls to boys in lower secondary education,0.92
202,Sub-Saharan Africa,2020,Ratio of girls to boys in upper secondary education,0.87
419,Latin America & the Caribbean,2020,Ratio of girls to boys in primary education,0.98
419,Latin America & the Caribbean,2020,Ratio of girls to boys in lower secondary education,1.03
419,Latin America & the Caribbean,2020,Ratio of girls to boys in upper secondary education,1.09
432,LLDCs,2020,Students enrolled in primary education (thousands),"81,234"
432,LLDCs,2020,Gross enrollment ratio - Primary (male),106.6
432,LLDCs,2020,Gross enrollment ratio - Primary (female),99
432,LLDCs,2020,Students enrolled in lower secondary education (thousands),"25,055"
