"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Hong Kong Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","24.12778"
"Hong Kong Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","24.71034"
"Hong Kong Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","25.55004"
"Hong Kong Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","25.85335"
"Hong Kong Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","27.15386"
"Hong Kong Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","27.80221"
"Hong Kong Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","27.84869"
"Hong Kong Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","28.63266"
"Hong Kong Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","29.51064"
"Hungary","2011","Not applicable","Not applicable","Percent","21.98309"
"Hungary","2010","Not applicable","Not applicable","Percent","19.58625"
"Hungary","2009","Not applicable","Not applicable","Percent","20.19574"
"Hungary","2008","Not applicable","Not applicable","Percent","19.27078"
"Hungary","2007","Not applicable","Not applicable","Percent","18.9125"
"Hungary","2006","Not applicable","Not applicable","Percent","18.28988"
"Hungary","2005","Not applicable","Not applicable","Percent","17.74208"
"Hungary","2004","Not applicable","Not applicable","Percent","17.35813"
"Hungary","2002","Not applicable","Not applicable","Percent","19.27914"
"Hungary","2001","Not applicable","Not applicable","Percent","19.07283"
"Hungary","1999","Not applicable","Not applicable","Percent","18.7517"
"Hungary","1998","Not applicable","Not applicable","Percent","18.71751"
"Iceland","2011","Not applicable","Not applicable","Percent","20.49404"
"Iceland","2010","Not applicable","Not applicable","Percent","21.96016"
"Iceland","2009","Not applicable","Not applicable","Percent","22.07102"
"Iceland","2008","Not applicable","Not applicable","Percent","20.04917"
"Iceland","2007","Not applicable","Not applicable","Percent","20.29511"
"Iceland","2006","Not applicable","Not applicable","Percent","18.89249"
"Iceland","2005","Not applicable","Not applicable","Percent","20.1254"
"Iceland","2004","Not applicable","Not applicable","Percent","19.17677"
"Iceland","2003","Not applicable","Not applicable","Percent","17.57711"
"Iceland","2002","Not applicable","Not applicable","Percent","18.349"
"Iceland","2001","Not applicable","Not applicable","Percent","18.81729"
"Iceland","2000","Not applicable","Not applicable","Percent","19.08135"
"Iceland","1999","Not applicable","Not applicable","Percent","19.2353"
"India","2006","Not applicable","Not applicable","Percent","19.9394"
"India","2005","Not applicable","Not applicable","Percent","19.29544"
"India","1999","Not applicable","Not applicable","Percent","17.67917"
"Indonesia","2014","Not applicable","Not applicable","Percent","13.74354"
"Indonesia","2013","Not applicable","Not applicable","Percent","14.88106"
"Indonesia","2012","Not applicable","Not applicable","Percent","14.19576"
"Indonesia","2011","Not applicable","Not applicable","Percent","12.86381"
"Indonesia","2010","Not applicable","Not applicable","Percent","13.0939"
"Indonesia","2009","Not applicable","Not applicable","Percent","10.34079"
"Indonesia","2008","Not applicable","Not applicable","Percent","10.20545"
"Indonesia","2007","Not applicable","Not applicable","Percent","12.1455"
"Iran, Islamic Republic of","2014","Not applicable","Not applicable","Percent","28.38163"
"Iran, Islamic Republic of","2013","Not applicable","Not applicable","Percent","22.99153"
"Iran, Islamic Republic of","2012","Not applicable","Not applicable","Percent","27.49716"
"Iran, Islamic Republic of","2011","Not applicable","Not applicable","Percent","25.27535"
"Iran, Islamic Republic of","2010","Not applicable","Not applicable","Percent","19.53459"
"Iran, Islamic Republic of","2009","Not applicable","Not applicable","Percent","21.09326"
"Iran, Islamic Republic of","2008","Not applicable","Not applicable","Percent","21.00525"
"Iran, Islamic Republic of","2007","Not applicable","Not applicable","Percent","21.00695"
"Iran, Islamic Republic of","2006","Not applicable","Not applicable","Percent","19.90953"
"Iran, Islamic Republic of","2005","Not applicable","Not applicable","Percent","14.36002"
"Iran, Islamic Republic of","2004","Not applicable","Not applicable","Percent","14.53068"
"Iran, Islamic Republic of","2003","Not applicable","Not applicable","Percent","14.26216"
"Iran, Islamic Republic of","2002","Not applicable","Not applicable","Percent","16.51945"
"Iran, Islamic Republic of","2001","Not applicable","Not applicable","Percent","18.06665"
"Ireland","2012","Not applicable","Not applicable","Percent","21.26334"
"Ireland","2011","Not applicable","Not applicable","Percent","21.65346"
"Ireland","2010","Not applicable","Not applicable","Percent","21.67909"
"Ireland","2009","Not applicable","Not applicable","Percent","22.96631"
"Ireland","2008","Not applicable","Not applicable","Percent","23.28438"
"Ireland","2007","Not applicable","Not applicable","Percent","23.58311"
"Ireland","2006","Not applicable","Not applicable","Percent","24.21038"
"Ireland","2005","Not applicable","Not applicable","Percent","24.08061"
"Ireland","2004","Not applicable","Not applicable","Percent","23.72736"
"Ireland","2003","Not applicable","Not applicable","Percent","25.4812"
"Ireland","2002","Not applicable","Not applicable","Percent","26.80573"
"Ireland","2001","Not applicable","Not applicable","Percent","26.50652"
"Ireland","2000","Not applicable","Not applicable","Percent","28.54418"
"Ireland","1999","Not applicable","Not applicable","Percent","26.03486"
"Ireland","1998","Not applicable","Not applicable","Percent","24.91117"
"Israel","2013","Not applicable","Not applicable","Percent","16.71814"
"Israel","2011","Not applicable","Not applicable","Percent","17.08159"
"Israel","2010","Not applicable","Not applicable","Percent","17.72952"
"Israel","2009","Not applicable","Not applicable","Percent","18.11606"
"Israel","2008","Not applicable","Not applicable","Percent","16.63873"
"Israel","2007","Not applicable","Not applicable","Percent","18.17594"
"Israel","2006","Not applicable","Not applicable","Percent","17.04999"
"Israel","2005","Not applicable","Not applicable","Percent","16.77054"
"Israel","2004","Not applicable","Not applicable","Percent","16.78811"
"Israel","2003","Not applicable","Not applicable","Percent","18.86107"
"Israel","2002","Not applicable","Not applicable","Percent","17.05992"
"Israel","2001","Not applicable","Not applicable","Percent","18.21375"
"Israel","1999","Not applicable","Not applicable","Percent","18.99796"
"Italy","2011","Not applicable","Not applicable","Percent","18.69123"
"Italy","2010","Not applicable","Not applicable","Percent","18.32715"
"Italy","2009","Not applicable","Not applicable","Percent","18.08796"
"Italy","2008","Not applicable","Not applicable","Percent","17.86724"
"Italy","2007","Not applicable","Not applicable","Percent","17.10125"
"Italy","2006","Not applicable","Not applicable","Percent","16.47383"
"Italy","2005","Not applicable","Not applicable","Percent","17.32298"
"Italy","2004","Not applicable","Not applicable","Percent","16.88589"
"Italy","2002","Not applicable","Not applicable","Percent","18.08573"
"Italy","2001","Not applicable","Not applicable","Percent","16.14668"
"Italy","2000","Not applicable","Not applicable","Percent","18.08573"
"Italy","1999","Not applicable","Not applicable","Percent","18.08573"
"Italy","1998","Not applicable","Not applicable","Percent","15.63429"
"Jamaica","2014","Not applicable","Not applicable","Percent","17.51521"
"Jamaica","2013","Not applicable","Not applicable","Percent","17.75612"
"Jamaica","2012","Not applicable","Not applicable","Percent","17.65929"
"Jamaica","2011","Not applicable","Not applicable","Percent","19.91915"
"Jamaica","2009","Not applicable","Not applicable","Percent","21.45524"
"Jamaica","2008","Not applicable","Not applicable","Percent","16.72688"
"Jamaica","2007","Not applicable","Not applicable","Percent","21.32681"
"Jamaica","2005","Not applicable","Not applicable","Percent","22.67098"
"Jamaica","2004","Not applicable","Not applicable","Percent","19.50767"
"Jamaica","2003","Not applicable","Not applicable","Percent","15.60254"
"Jamaica","2002","Not applicable","Not applicable","Percent","16.67301"
"Jamaica","2001","Not applicable","Not applicable","Percent","21.68958"
"Kenya","2006","Not applicable","Not applicable","Percent","15.67618"
"Kenya","2004","Not applicable","Not applicable","Percent","10.75452"
"Kenya","2003","Not applicable","Not applicable","Percent","11.15707"
"Kenya","2001","Not applicable","Not applicable","Percent","12.83395"
"Kenya","2000","Not applicable","Not applicable","Percent","11.83173"
"Kenya","1999","Not applicable","Not applicable","Percent","9.99436"
"Kuwait","2006","Not applicable","Not applicable","Percent","29.67986"
"Kuwait","2005","Not applicable","Not applicable","Percent","29.68138"
"Kuwait","2004","Not applicable","Not applicable","Percent","30.03499"
"Kuwait","2002","Not applicable","Not applicable","Percent","29.50137"
"Kyrgyzstan","2013","Not applicable","Not applicable","Percent","13.31404"
"Kyrgyzstan","2012","Not applicable","Not applicable","Percent","12.11167"
"Kyrgyzstan","2010","Not applicable","Not applicable","Percent","15.55665"
"Kyrgyzstan","2009","Not applicable","Not applicable","Percent","15.31428"
"Kyrgyzstan","2008","Not applicable","Not applicable","Percent","16.47177"
"Kyrgyzstan","2007","Not applicable","Not applicable","Percent","16.29449"
"Kyrgyzstan","2006","Not applicable","Not applicable","Percent","18.15497"
"Kyrgyzstan","2005","Not applicable","Not applicable","Percent","18.8804"
"Kyrgyzstan","2004","Not applicable","Not applicable","Percent","19.08079"
"Kyrgyzstan","2003","Not applicable","Not applicable","Percent","19.01627"
"Kyrgyzstan","2002","Not applicable","Not applicable","Percent","18.72458"
"Lao People's Democratic Republic","2002","Not applicable","Not applicable","Percent","9.75758"
"Lao People's Democratic Republic","2001","Not applicable","Not applicable","Percent","7.04006"
"Lao People's Democratic Republic","2000","Not applicable","Not applicable","Percent","8.04267"
"Lebanon","2013","Not applicable","Not applicable","Percent","33.08513"
"Lebanon","2012","Not applicable","Not applicable","Percent","34.90473"
"Lebanon","2011","Not applicable","Not applicable","Percent","29.77136"
"Lebanon","2010","Not applicable","Not applicable","Percent","30.17224"
"Lebanon","2009","Not applicable","Not applicable","Percent","29.53247"
"Lebanon","2008","Not applicable","Not applicable","Percent","33.65143"
"Lebanon","2007","Not applicable","Not applicable","Percent","27.37608"
"Lebanon","2006","Not applicable","Not applicable","Percent","29.21975"
"Lebanon","2005","Not applicable","Not applicable","Percent","30.73388"
"Lebanon","2004","Not applicable","Not applicable","Percent","26.38049"
"Lebanon","2002","Not applicable","Not applicable","Percent","29.37844"
"Lesotho","2008","Not applicable","Not applicable","Percent","36.82555"
"Lesotho","2006","Not applicable","Not applicable","Percent","39.07361"
"Lesotho","2005","Not applicable","Not applicable","Percent","42.44493"
"Lesotho","2001","Not applicable","Not applicable","Percent","19.6844"
"Lesotho","2000","Not applicable","Not applicable","Percent","19.03977"
"Lesotho","1999","Not applicable","Not applicable","Percent","26.82664"
"Libyan Arab Jamahiriya","1999","Not applicable","Not applicable","Percent","68.6024"
"Liechtenstein","2007","Not applicable","Not applicable","Percent","9.09177"
"Liechtenstein","2006","Not applicable","Not applicable","Percent","9.07011"
"Lithuania","2012","Not applicable","Not applicable","Percent","25.57178"
"Lithuania","2011","Not applicable","Not applicable","Percent","24.71623"
"Lithuania","2010","Not applicable","Not applicable","Percent","21.53057"
"Lithuania","2009","Not applicable","Not applicable","Percent","19.49876"
"Lithuania","2008","Not applicable","Not applicable","Percent","20.93526"
"Lithuania","2007","Not applicable","Not applicable","Percent","20.97013"
"Lithuania","2006","Not applicable","Not applicable","Percent","20.28617"
"Lithuania","2005","Not applicable","Not applicable","Percent","20.53156"
"Lithuania","2004","Not applicable","Not applicable","Percent","20.07514"
"Lithuania","2002","Not applicable","Not applicable","Percent","23.1422"
"Lithuania","2001","Not applicable","Not applicable","Percent","22.01119"
"Macao Special Administrative Region of China","2013","Not applicable","Not applicable","Percent","36.07346"
"Macao Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","37.77674"
"Macao Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","34.97797"
"Macao Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","32.48979"
"Macao Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","31.41531"
"Madagascar","2012","Not applicable","Not applicable","Percent","15.86022"
"Madagascar","2011","Not applicable","Not applicable","Percent","12.81313"
"Madagascar","2009","Not applicable","Not applicable","Percent","17.6628"
"Madagascar","2008","Not applicable","Not applicable","Percent","15.01873"
"Madagascar","2007","Not applicable","Not applicable","Percent","13.71698"
"Madagascar","2006","Not applicable","Not applicable","Percent","17.54006"
"Madagascar","2005","Not applicable","Not applicable","Percent","11.56819"
"Madagascar","1998","Not applicable","Not applicable","Percent","19.59327"
"Malawi","2014","Not applicable","Not applicable","Percent","21.38643"
"Malawi","2011","Not applicable","Not applicable","Percent","25.99655"
"Malawi","2010","Not applicable","Not applicable","Percent","31.30388"
"Malaysia","2013","Not applicable","Not applicable","Percent","31.27601"
"Malaysia","2009","Not applicable","Not applicable","Percent","17.44221"
"Malaysia","2006","Not applicable","Not applicable","Percent","36.0287"
"Malaysia","2004","Not applicable","Not applicable","Percent","34.89279"
"Malaysia","2003","Not applicable","Not applicable","Percent","36.50534"
"Malaysia","2002","Not applicable","Not applicable","Percent","30.6481"
"Malaysia","2001","Not applicable","Not applicable","Percent","32.68478"
"Malaysia","2000","Not applicable","Not applicable","Percent","29.06072"
"Maldives","2012","Not applicable","Not applicable","Percent","9.74222"
"Mali","2014","Not applicable","Not applicable","Percent","19.87108"
"Mali","2013","Not applicable","Not applicable","Percent","17.31737"
"Mali","2012","Not applicable","Not applicable","Percent","18.70315"
"Mali","2011","Not applicable","Not applicable","Percent","20.5038"
"Mali","2010","Not applicable","Not applicable","Percent","20.04541"
"Mali","2009","Not applicable","Not applicable","Percent","18.66736"
"Mali","2008","Not applicable","Not applicable","Percent","17.77543"
"Mali","1999","Not applicable","Not applicable","Percent","16.28797"
"Mali","1998","Not applicable","Not applicable","Percent","16.28925"
"Malta","2012","Not applicable","Not applicable","Percent","22.17254"
"Malta","2011","Not applicable","Not applicable","Percent","11.42052"
"Malta","2010","Not applicable","Not applicable","Percent","20.77706"
"Malta","2009","Not applicable","Not applicable","Percent","22.18703"
"Malta","2008","Not applicable","Not applicable","Percent","17.74422"
"Malta","2007","Not applicable","Not applicable","Percent","15.48768"
"Malta","2004","Not applicable","Not applicable","Percent","10.88154"
"Malta","2002","Not applicable","Not applicable","Percent","20.00182"
"Malta","1998","Not applicable","Not applicable","Percent","19.07957"
"Marshall Islands","2002","Not applicable","Not applicable","Percent","15.12217"
"Mauritania","2011","Not applicable","Not applicable","Percent","13.89303"
"Mauritania","2010","Not applicable","Not applicable","Percent","18.70563"
"Mauritania","2008","Not applicable","Not applicable","Percent","13.33105"
"Mauritius","2014","Not applicable","Not applicable","Percent","5.97791"
"Mauritius","2013","Not applicable","Not applicable","Percent","8.13324"
"Mauritius","2012","Not applicable","Not applicable","Percent","8.41299"
"Mauritius","2011","Not applicable","Not applicable","Percent","8.38086"
"Mauritius","2010","Not applicable","Not applicable","Percent","9.91677"
"Mauritius","2006","Not applicable","Not applicable","Percent","11.29852"
"Mauritius","2005","Not applicable","Not applicable","Percent","12.06162"
"Mauritius","2004","Not applicable","Not applicable","Percent","13.98298"
"Mauritius","2003","Not applicable","Not applicable","Percent","14.78632"
"Mexico","2011","Not applicable","Not applicable","Percent","17.46151"
"Mexico","2010","Not applicable","Not applicable","Percent","18.73072"
"Mexico","2009","Not applicable","Not applicable","Percent","19.49565"
"Mexico","2008","Not applicable","Not applicable","Percent","18.46234"
"Mexico","2007","Not applicable","Not applicable","Percent","18.15741"
"Mexico","2006","Not applicable","Not applicable","Percent","17.01522"
"Mexico","2005","Not applicable","Not applicable","Percent","17.21182"
"Mexico","2004","Not applicable","Not applicable","Percent","17.41014"
"Mexico","2003","Not applicable","Not applicable","Percent","16.50275"
"Mexico","2002","Not applicable","Not applicable","Percent","19.6249"
"Moldova","2014","Not applicable","Not applicable","Percent","18.24021"
"Moldova","2012","Not applicable","Not applicable","Percent","17.61917"
"Moldova","2011","Not applicable","Not applicable","Percent","18.09757"
"Moldova","2010","Not applicable","Not applicable","Percent","18.352"
"Moldova","2009","Not applicable","Not applicable","Percent","18.35272"
"Moldova","2008","Not applicable","Not applicable","Percent","18.45438"
"Moldova","2007","Not applicable","Not applicable","Percent","18.81139"
"Moldova","2006","Not applicable","Not applicable","Percent","18.05329"
"Monaco","2014","Not applicable","Not applicable","Percent","0"
"Monaco","2013","Not applicable","Not applicable","Percent","0"
"Monaco","2011","Not applicable","Not applicable","Percent","0"
"Monaco","2010","Not applicable","Not applicable","Percent","0"
"Monaco","2009","Not applicable","Not applicable","Percent","0"
"Monaco","2004","Not applicable","Not applicable","Percent","4.79191"
"Monaco","2000","Not applicable","Not applicable","Percent","0"
"Monaco","1999","Not applicable","Not applicable","Percent","0"
"Mongolia","2011","Not applicable","Not applicable","Percent","3.59065"
"Mongolia","2010","Not applicable","Not applicable","Percent","7.2034"
"Mongolia","2004","Not applicable","Not applicable","Percent","19.37069"
"Mongolia","2002","Not applicable","Not applicable","Percent","15.82265"
"Morocco","1999","Not applicable","Not applicable","Percent","16.71727"
"Morocco","1998","Not applicable","Not applicable","Percent","15.73447"
"Mozambique","2013","Not applicable","Not applicable","Percent","13.69089"
"Mozambique","2012","Not applicable","Not applicable","Percent","12.18158"
"Mozambique","2006","Not applicable","Not applicable","Percent","14.30827"
"Mozambique","1999","Not applicable","Not applicable","Percent","19.078"
"Namibia","2010","Not applicable","Not applicable","Percent","23.37674"
"Namibia","2001","Not applicable","Not applicable","Percent","11.16955"
"Namibia","2000","Not applicable","Not applicable","Percent","11.16955"
"Namibia","1999","Not applicable","Not applicable","Percent","11.0157"
"Nepal","2009","Not applicable","Not applicable","Percent","12.68423"
"Nepal","2008","Not applicable","Not applicable","Percent","13.34308"
"Nepal","2003","Not applicable","Not applicable","Percent","12.39867"
"Nepal","2002","Not applicable","Not applicable","Percent","12.95221"
"Nepal","2001","Not applicable","Not applicable","Percent","12.85972"
"Nepal","2000","Not applicable","Not applicable","Percent","13.75534"
"Nepal","1999","Not applicable","Not applicable","Percent","14.62206"
"Netherlands","2013","Not applicable","Not applicable","Percent","28.9399"
"Netherlands","2012","Not applicable","Not applicable","Percent","28.78741"
"New Zealand","2014","Not applicable","Not applicable","Percent","25.82763"
"New Zealand","2012","Not applicable","Not applicable","Percent","26.12968"
"New Zealand","2011","Not applicable","Not applicable","Percent","28.62834"
"New Zealand","2010","Not applicable","Not applicable","Percent","28.04065"
"New Zealand","2009","Not applicable","Not applicable","Percent","30.6309"
"New Zealand","2008","Not applicable","Not applicable","Percent","29.55747"
"New Zealand","2007","Not applicable","Not applicable","Percent","27.0436"
"New Zealand","2006","Not applicable","Not applicable","Percent","24.79572"
"New Zealand","2005","Not applicable","Not applicable","Percent","23.20613"
"New Zealand","2004","Not applicable","Not applicable","Percent","24.46666"
"New Zealand","2003","Not applicable","Not applicable","Percent","24.93317"
"New Zealand","2002","Not applicable","Not applicable","Percent","26.2741"
"New Zealand","2001","Not applicable","Not applicable","Percent","24.72054"
"New Zealand","1999","Not applicable","Not applicable","Percent","26.96445"
"Nicaragua","2010","Not applicable","Not applicable","Percent","24.08303"
"Niger","2014","Not applicable","Not applicable","Percent","16.25546"
"Niger","2013","Not applicable","Not applicable","Percent","17.77893"
"Niger","2012","Not applicable","Not applicable","Percent","16.90051"
"Niger","2011","Not applicable","Not applicable","Percent","13.74847"
"Niger","2010","Not applicable","Not applicable","Percent","12.47898"
"Niger","2009","Not applicable","Not applicable","Percent","11.77295"
"Niger","2007","Not applicable","Not applicable","Percent","13.11803"
"Niger","2006","Not applicable","Not applicable","Percent","10.72265"
"Norway","2011","Not applicable","Not applicable","Percent","31.26734"
"Norway","2010","Not applicable","Not applicable","Percent","31.18365"
"Norway","2009","Not applicable","Not applicable","Percent","32.50621"
"Norway","2008","Not applicable","Not applicable","Percent","33.79171"
"Norway","2007","Not applicable","Not applicable","Percent","33.91661"
"Norway","2006","Not applicable","Not applicable","Percent","33.15759"
"Norway","2005","Not applicable","Not applicable","Percent","33.34558"
"Norway","2004","Not applicable","Not applicable","Percent","32.86512"
"Norway","2003","Not applicable","Not applicable","Percent","31.47292"
"Norway","2002","Not applicable","Not applicable","Percent","27.98685"
"Norway","2001","Not applicable","Not applicable","Percent","26.95659"
"Norway","1999","Not applicable","Not applicable","Percent","27.71583"
"Norway","1998","Not applicable","Not applicable","Percent","26.70411"
"Oman","2009","Not applicable","Not applicable","Percent","27.20052"
"Oman","2005","Not applicable","Not applicable","Percent","8.40316"
"Oman","2004","Not applicable","Not applicable","Percent","10.43569"
"Oman","2002","Not applicable","Not applicable","Percent","11.36974"
"Oman","2001","Not applicable","Not applicable","Percent","11.07251"
"Oman","1998","Not applicable","Not applicable","Percent","10.23646"
"Panama","2011","Not applicable","Not applicable","Percent","25.86534"
"Panama","2001","Not applicable","Not applicable","Percent","26.43157"
"Paraguay","2012","Not applicable","Not applicable","Percent","22.47046"
"Paraguay","2011","Not applicable","Not applicable","Percent","32.57097"
"Paraguay","2010","Not applicable","Not applicable","Percent","17.86978"
"Paraguay","2007","Not applicable","Not applicable","Percent","18.11506"
"Paraguay","2004","Not applicable","Not applicable","Percent","16.36158"
"Paraguay","2003","Not applicable","Not applicable","Percent","17.64956"
"Paraguay","2002","Not applicable","Not applicable","Percent","16.94854"
"Paraguay","2001","Not applicable","Not applicable","Percent","15.21031"
"Paraguay","2000","Not applicable","Not applicable","Percent","17.1285"
"Peru","2014","Not applicable","Not applicable","Percent","13.5993"
"Peru","2013","Not applicable","Not applicable","Percent","17.6106"
"Peru","2012","Not applicable","Not applicable","Percent","19.78302"
"Peru","2011","Not applicable","Not applicable","Percent","18.17964"
"Peru","2010","Not applicable","Not applicable","Percent","14.37753"
"Peru","2009","Not applicable","Not applicable","Percent","14.21181"
"Peru","2008","Not applicable","Not applicable","Percent","14.89828"
"Peru","2007","Not applicable","Not applicable","Percent","11.94569"
"Peru","2006","Not applicable","Not applicable","Percent","12.31687"
"Peru","2005","Not applicable","Not applicable","Percent","10.42154"
"Peru","2004","Not applicable","Not applicable","Percent","12.09114"
"Peru","2003","Not applicable","Not applicable","Percent","12.07731"
"Peru","2002","Not applicable","Not applicable","Percent","12.66857"
"Peru","1998","Not applicable","Not applicable","Percent","19.99281"
"Philippines","2008","Not applicable","Not applicable","Percent","10.23031"
"Philippines","2007","Not applicable","Not applicable","Percent","10.97955"
"Philippines","2005","Not applicable","Not applicable","Percent","13.83626"
"Philippines","2004","Not applicable","Not applicable","Percent","13.97233"
"Philippines","2003","Not applicable","Not applicable","Percent","13.69143"
"Philippines","2002","Not applicable","Not applicable","Percent","14.18373"
"Philippines","2001","Not applicable","Not applicable","Percent","14.21284"
"Philippines","2000","Not applicable","Not applicable","Percent","14.292"
"Poland","2012","Not applicable","Not applicable","Percent","23.36153"
"Poland","2011","Not applicable","Not applicable","Percent","23.1972"
"Poland","2010","Not applicable","Not applicable","Percent","23.50052"
"Poland","2009","Not applicable","Not applicable","Percent","21.65231"
"Poland","2008","Not applicable","Not applicable","Percent","21.06926"
"Poland","2007","Not applicable","Not applicable","Percent","19.20434"
"Poland","2006","Not applicable","Not applicable","Percent","18.57649"
"Poland","2005","Not applicable","Not applicable","Percent","22.09903"
"Poland","2004","Not applicable","Not applicable","Percent","21.25892"
"Poland","2003","Not applicable","Not applicable","Percent","19.27836"
"Poland","2002","Not applicable","Not applicable","Percent","19.93802"
"Poland","1999","Not applicable","Not applicable","Percent","16.46261"
"Portugal","2011","Not applicable","Not applicable","Percent","19.29185"
"Portugal","2010","Not applicable","Not applicable","Percent","19.7606"
"Portugal","2009","Not applicable","Not applicable","Percent","18.9598"
"Portugal","2008","Not applicable","Not applicable","Percent","18.85169"
"Portugal","2007","Not applicable","Not applicable","Percent","22.39668"
"Portugal","2006","Not applicable","Not applicable","Percent","18.74969"
"Portugal","2005","Not applicable","Not applicable","Percent","17.81886"
"Portugal","2004","Not applicable","Not applicable","Percent","16.40395"
"Portugal","2003","Not applicable","Not applicable","Percent","16.50616"
"Portugal","2002","Not applicable","Not applicable","Percent","16.11553"
"Portugal","2001","Not applicable","Not applicable","Percent","16.87625"
"Portugal","1999","Not applicable","Not applicable","Percent","16.158"
"Republic of Korea","2012","Not applicable","Not applicable","Percent","15.62963"
"Republic of Korea","2009","Not applicable","Not applicable","Percent","18.63214"
"Republic of Korea","2008","Not applicable","Not applicable","Percent","13.88627"
"Republic of Korea","2007","Not applicable","Not applicable","Percent","13.55127"
"Republic of Korea","2006","Not applicable","Not applicable","Percent","14.75041"
"Republic of Korea","2005","Not applicable","Not applicable","Percent","14.41077"
"Republic of Korea","2004","Not applicable","Not applicable","Percent","13.09454"
"Republic of Korea","2003","Not applicable","Not applicable","Percent","14.73811"
"Republic of Korea","2002","Not applicable","Not applicable","Percent","6.76699"
"Republic of Korea","1999","Not applicable","Not applicable","Percent","10.44711"
"Romania","2012","Not applicable","Not applicable","Percent","25.24655"
"Romania","2011","Not applicable","Not applicable","Percent","26.45665"
"Romania","2010","Not applicable","Not applicable","Percent","27.87196"
"Romania","2009","Not applicable","Not applicable","Percent","25.36718"
"Romania","2007","Not applicable","Not applicable","Percent","25.17483"
"Romania","2005","Not applicable","Not applicable","Percent","22.72043"
"Romania","2004","Not applicable","Not applicable","Percent","20.68967"
"Romania","2003","Not applicable","Not applicable","Percent","18.20963"
"Romania","2002","Not applicable","Not applicable","Percent","17.30709"
"Romania","2001","Not applicable","Not applicable","Percent","21.8035"
"Rwanda","2013","Not applicable","Not applicable","Percent","13.72335"
"Rwanda","2012","Not applicable","Not applicable","Percent","13.46213"
"Rwanda","2011","Not applicable","Not applicable","Percent","19.82718"
"Rwanda","2010","Not applicable","Not applicable","Percent","25.31946"
"Rwanda","2008","Not applicable","Not applicable","Percent","28.64658"
"Rwanda","2007","Not applicable","Not applicable","Percent","26.90389"
"Rwanda","2000","Not applicable","Not applicable","Percent","33.78421"
"Saint Kitts and Nevis","2002","Not applicable","Not applicable","Percent","0"
"Saint Kitts and Nevis","1998","Not applicable","Not applicable","Percent","14.62382"
"Saint Vincent and the Grenadines","2005","Not applicable","Not applicable","Percent","5.47538"
"Samoa","2000","Not applicable","Not applicable","Percent","36.70001"
"Samoa","1999","Not applicable","Not applicable","Percent","40.72859"
"Sao Tome and Principe","2014","Not applicable","Not applicable","Percent","7.8362"
"Sao Tome and Principe","2013","Not applicable","Not applicable","Percent","8.57027"
"Sao Tome and Principe","2012","Not applicable","Not applicable","Percent","25.98511"
"Senegal","2010","Not applicable","Not applicable","Percent","25.34644"
"Senegal","2009","Not applicable","Not applicable","Percent","23.74038"
"Senegal","2005","Not applicable","Not applicable","Percent","23.74768"
"Serbia","2011","Not applicable","Not applicable","Percent","28.88545"
"Serbia","2010","Not applicable","Not applicable","Percent","28.66463"
"Serbia","2009","Not applicable","Not applicable","Percent","27.42764"
"Serbia","2008","Not applicable","Not applicable","Percent","26.96231"
"Serbia","2007","Not applicable","Not applicable","Percent","25.59474"
"Seychelles","2011","Not applicable","Not applicable","Percent","35.83782"
"Seychelles","2006","Not applicable","Not applicable","Percent","20.28447"
"Seychelles","1998","Not applicable","Not applicable","Percent","9.57399"
"Sierra Leone","2013","Not applicable","Not applicable","Percent","26.03809"
"Sierra Leone","2011","Not applicable","Not applicable","Percent","17.62449"
"Sierra Leone","2010","Not applicable","Not applicable","Percent","18.85916"
"Sierra Leone","2009","Not applicable","Not applicable","Percent","19.67775"
"Sierra Leone","2008","Not applicable","Not applicable","Percent","19.14609"
"Sierra Leone","2007","Not applicable","Not applicable","Percent","19.1162"
"Singapore","2013","Not applicable","Not applicable","Percent","35.75113"
"Singapore","2012","Not applicable","Not applicable","Percent","40.1991"
"Singapore","2011","Not applicable","Not applicable","Percent","35.97608"
"Singapore","2010","Not applicable","Not applicable","Percent","36.00357"
"Singapore","2009","Not applicable","Not applicable","Percent","35.79538"
"Singapore","2008","Not applicable","Not applicable","Percent","32.21012"
"Slovakia","2013","Not applicable","Not applicable","Percent","20.70146"
"Slovakia","2012","Not applicable","Not applicable","Percent","20.77044"
"Slovakia","2011","Not applicable","Not applicable","Percent","20.92725"
"Slovakia","2010","Not applicable","Not applicable","Percent","17.03007"
"Slovakia","2009","Not applicable","Not applicable","Percent","18.80421"
"Slovakia","2008","Not applicable","Not applicable","Percent","20.4434"
"Slovakia","2007","Not applicable","Not applicable","Percent","21.1152"
